screen_id,survivors_top10,top10_boundary_tied,r2_size_alone
953,9,False,0.2421
954,9,True,0.2098
955,8,False,0.2074
956,9,False,0.1854
957,9,True,0.1678
958,9,False,0.185
959,9,True,0.1894
960,8,False,0.2504
961,9,False,0.156
962,9,False,0.2016
963,9,False,0.1867
964,9,False,0.206
965,9,False,0.203
966,9,False,0.2273
967,9,False,0.2373
968,9,False,0.1958
969,9,False,0.1455
970,9,True,0.1472
971,9,False,0.2076
972,9,False,0.1701
973,9,False,0.1363
974,10,False,0.157
975,9,False,0.145
976,9,False,0.2327
977,9,False,0.1961
978,9,False,0.2286
979,8,True,0.2125
980,9,False,0.2346
981,9,True,0.222
982,9,False,0.2273
983,8,False,0.2606
984,8,False,0.2741
985,9,False,0.2215
986,8,False,0.157
987,9,False,0.2014
988,9,False,0.2207
989,9,True,0.1497
990,9,False,0.1844
991,9,False,0.2122
992,9,False,0.1608
993,9,False,0.1964
994,10,False,0.1997
995,9,False,0.1517
996,9,False,0.2618
997,8,True,0.1896
998,9,True,0.1564
999,9,False,0.1823
