screen_id,survivors_top10,top10_boundary_tied,r2_size_alone,n_hits,n_measured,n_sets_used,source_id,cell_line,phenotype,library
1628,7,True,0.2663,280,18878,50,33137164,MCF-10A,response to chemicals,Human CRISPR Activation Pooled Library (Calabrese)
1633,1,False,0.8842,3479,14504,50,31406246,A-549,response to chemicals,GECKO v2
1636,6,False,0.7268,1274,11758,50,31406246,A-549,cell proliferation,GECKO v2
1639,2,True,0.8775,2722,18522,50,34049503,PANC-1,response to chemicals,SAM v1 (Zeomycin)
1640,1,True,0.846,3701,17828,50,34049503,PANC-1,response to chemicals,SAM v1 (Zeomycin)
1641,2,True,0.8968,2941,18584,50,34049503,PANC-1,response to chemicals,SAM v1 (Zeomycin)
1642,1,True,0.8991,2987,18494,50,34049503,PANC-1,response to chemicals,SAM v1 (Zeomycin)
1643,3,False,0.5782,1011,18936,50,34049503,BxPC-3,response to chemicals,SAM v1 (Zeomycin)
1644,5,False,0.6805,962,18936,50,34049503,BxPC-3,response to chemicals,SAM v1 (Zeomycin)
1645,5,True,0.6388,1055,18936,50,34049503,BxPC-3,response to chemicals,SAM v1 (Zeomycin)
1646,3,True,0.7272,1127,18936,50,34049503,BxPC-3,response to chemicals,SAM v1 (Zeomycin)
1647,7,True,0.1165,231,20547,50,34049503,PANC-1,response to chemicals,GECKO v2
1648,4,False,0.3951,482,20577,50,34049503,PANC-1,response to chemicals,GECKO v2
1649,7,True,0.2259,340,20528,50,34049503,PANC-1,response to chemicals,GECKO v2
1650,7,True,0.1147,256,20518,50,34049503,PANC-1,response to chemicals,GECKO v2
1651,6,False,0.32,330,20570,50,34049503,BxPC-3,response to chemicals,GECKO v2
1652,4,True,0.1864,251,20572,50,34049503,BxPC-3,response to chemicals,GECKO v2
1653,9,False,0.145,179,20561,50,34049503,BxPC-3,response to chemicals,GECKO v2
1654,5,False,0.2648,278,20569,50,34049503,BxPC-3,response to chemicals,GECKO v2
1656,2,True,0.7831,1821,20106,50,34253920,HT-29,cell proliferation,Brunello (human)
1657,1,True,0.6889,2124,21581,50,34253920,HCT 15,cell proliferation,GECKO v2
1658,6,True,0.758,1638,20106,50,34253920,SW620,cell proliferation,Brunello (human)
1669,5,True,0.7246,1040,19356,50,34615851,Mel JuSo,response to chemicals,Brunello (human)
1670,6,False,0.5546,988,19356,50,34615851,Mel JuSo,response to chemicals,Brunello (human)
17,9,False,0.2488,1696,17638,50,26627737,HeLa,cell proliferation,TKO (Toronto Knockout) v1
1704,9,True,0.0691,60,19106,50,35879412,Calu-3,response to virus,Brunello (human)
1705,1,True,0.9596,7341,16475,50,30414698,MGH-U4,response to chemicals,GECKO
1706,8,True,0.1064,43,18878,50,35879412,Calu-3,response to virus,Human CRISPR Activation Pooled Library (Calabrese)
1708,7,True,0.1842,91,18878,50,35879412,Calu-3,response to virus,Human CRISPR Activation Pooled Library (Calabrese)
1710,8,True,0.073,33,18954,50,33604667,A-375,response to chemicals,Brunello (human)
172,7,True,0.0605,170,18669,50,28215525,HEK-293,regulation of signal transduction phenotype,"CRISPRn (Zavolan, 2017)"
1725,9,True,0.1554,173,20024,50,33483422,HEK293T,protein/peptide accumulation,Human Activity-optimized genome-wide library
173,9,True,0.0148,176,18669,50,28215525,HEK-293,regulation of signal transduction phenotype,"CRISPRn (Zavolan, 2017)"
1733,8,False,0.2804,169,18407,50,35050652,HeLa RelA-mNeonGreen,protein/peptide distribution,"CRISPRn (Steinmetz, 2022)"
1735,9,True,0.1884,127,19106,50,https://www.biorxiv.org/content/10.1101/2020.08.27.270819v1.full,HT-29,response to chemicals,Brunello (human)
1736,7,False,0.2866,1330,19106,50,https://www.biorxiv.org/content/10.1101/2020.08.27.270819v1.full,HT-29,response to chemicals,Brunello (human)
1737,7,True,0.3298,1230,19106,50,https://www.biorxiv.org/content/10.1101/2020.08.27.270819v1.full,HT-29,response to chemicals,Brunello (human)
1738,8,False,0.2142,173,19106,50,https://www.biorxiv.org/content/10.1101/2020.08.27.270819v1.full,HT-29,response to chemicals,Brunello (human)
1739,10,True,0.0624,57,19106,50,https://www.biorxiv.org/content/10.1101/2020.08.27.270819v1.full,HT-29,response to chemicals,Brunello (human)
174,7,True,0.167,319,18667,50,28215525,HEK-293,regulation of signal transduction phenotype,"CRISPRn (Zavolan, 2017)"
1742,9,True,0.1918,190,19107,50,34431042,HEK293T-CRISPRa,response to virus,"CRISPRa sgRNA-eBAR library (Zhu, 2021)"
1749,9,True,0.1047,60,18750,50,34686207,H1HeLa,cell proliferation,"CRISPRn (Liu, 2021)"
175,6,False,0.3011,171,18667,50,28215525,HEK-293,regulation of signal transduction phenotype,"CRISPRn (Zavolan, 2017)"
1751,7,True,0.0672,45,18750,50,34686207,H1HeLa,response to virus,"CRISPRn (Liu, 2021)"
176,8,True,0.268,371,18667,50,28215525,HEK-293,regulation of signal transduction phenotype,"CRISPRn (Zavolan, 2017)"
1768,8,True,0.1087,76,21583,50,33513160,HuH-7,protein/peptide accumulation,GECKO v2
1769,7,True,0.1092,47,21583,50,33513160,HuH-7,protein/peptide accumulation,GECKO v2
177,9,True,0.1036,113,18667,50,28215525,HEK-293,regulation of signal transduction phenotype,"CRISPRn (Zavolan, 2017)"
178,7,False,0.1878,329,18654,50,28894007,HeLa,protein transport,GECKO v2
1787,9,False,0.2926,2028,17828,50,34155407,HeLa,cell proliferation,BARBEKO sgRNA library
1788,8,False,0.331,2417,17828,50,34155407,HeLa,cell proliferation,BARBEKO sgRNA library
1789,9,False,0.2228,1149,17828,50,34155407,K-562,cell proliferation,BARBEKO sgRNA library
179,9,False,0.2248,1966,17665,50,29083409,143B,cell proliferation,Avana
1790,8,False,0.2462,1234,17828,50,34155407,K-562,cell proliferation,BARBEKO sgRNA library
1791,8,False,0.2739,2123,17828,50,34155407,hTERT-RPE1,cell proliferation,BARBEKO sgRNA library
1792,8,False,0.2568,1878,17827,50,34155407,hTERT-RPE1,cell proliferation,BARBEKO sgRNA library
1793,8,False,0.238,1603,19358,50,34373451,PC-9,cell proliferation,Brunello (human)
1794,9,False,0.3016,1487,19358,50,34373451,PC-9,response to chemicals,Brunello (human)
1795,8,False,0.2565,1637,19358,50,34373451,PC-9,cell proliferation,Brunello (human)
1796,8,False,0.2404,1454,19358,50,34373451,PC-9,response to chemicals,Brunello (human)
1797,8,True,0.281,1421,19358,50,34373451,PC-9,cell proliferation,Brunello (human)
1798,9,False,0.2649,1371,19358,50,34373451,PC-9,response to chemicals,Brunello (human)
18,8,False,0.4868,1877,18488,50,27159373,K-562,cell proliferation,"CRISPRn (Bassik, 2016)"
180,9,False,0.2502,2060,17665,50,29083409,5637,cell proliferation,Avana
1803,7,True,0.0216,44,21581,50,35231079,HuH-7,protein/peptide distribution,GECKO v2
1804,5,True,0.4738,681,20807,50,35192680,NALM-6,response to chemicals,GECKO v2
1805,6,False,0.5847,983,20807,50,35192680,NALM-6,response to chemicals,GECKO v2
1806,5,True,0.0259,48,21581,50,35231079,HuH-7,protein/peptide distribution,GECKO v2
181,9,False,0.2206,1919,17665,50,29083409,8305C,cell proliferation,Avana
1811,9,False,0.2435,2321,17668,50,31160565,D283 Med,cell proliferation,Avana
1812,9,False,0.2596,2455,17668,50,31160565,D458 Med,cell proliferation,Avana
1813,9,False,0.183,1703,17668,50,31160565,D341 Med,cell proliferation,Avana
1814,9,False,0.2491,2233,17668,50,31160565,D425 Med,cell proliferation,Avana
1815,5,True,0.4587,733,21593,50,34962926,HuH-7,response to virus,GECKO v2
1816,1,True,0.5787,528,21593,50,34962926,HuH-7,response to virus,GECKO v2
1817,5,True,0.6336,926,21592,50,34962926,HuH-7,response to virus,GECKO v2
1818,5,True,0.4077,377,21592,50,34962926,HuH-7,response to virus,GECKO v2
182,8,True,0.0593,60,18703,50,29269392,HEK293T,protein/peptide accumulation,"CRISPRn (Helliwell, 2018)"
1821,6,True,0.0323,49,19107,50,35086559,HEK293T/ACE2,response to virus,Brunello (human)
1822,9,True,0.003,73,19107,50,35086559,HEK293T/ACE2,response to virus,Brunello (human)
1823,8,True,0.0683,41,19107,50,35086559,HEK293T/ACE2,response to virus,Brunello (human)
1824,7,True,0.0109,61,19107,50,35086559,HEK293T/ACE2,response to virus,Brunello (human)
1826,10,False,0.0001,39,19107,50,35086559,HEK293T/ACE2,response to virus,Brunello (human)
1827,7,True,0.0319,61,19107,50,35086559,HEK293T/ACE2,response to virus,Brunello (human)
1828,8,True,0.0222,43,19107,50,35086559,HEK293T/ACE2,response to virus,Brunello (human)
1829,10,False,0.1345,95,19106,50,35086559,HEK293T/ACE2,response to virus,Brunello (human)
183,8,True,0.026,53,18703,50,29269392,HEK-293,protein/peptide accumulation,"CRISPRn (Helliwell, 2018)"
1830,9,True,0.1244,88,19107,50,35086559,HEK293T/ACE2,response to virus,Brunello (human)
184,9,False,0.2182,1978,17665,50,29083409,A2058,cell proliferation,Avana
1843,6,True,0.3561,792,17785,50,33355125,HeLa,response to chemicals,GECKO v2
1845,9,False,0.2794,1846,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1846,9,True,0.2111,2016,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1847,9,False,0.2811,2075,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1848,9,False,0.2625,2166,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1849,9,False,0.2414,1944,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
185,9,True,0.2085,2078,17665,50,29083409,A2780,cell proliferation,Avana
1850,10,False,0.2691,1859,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1851,10,False,0.2423,1966,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1852,9,False,0.2716,1939,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1853,8,True,0.2974,2186,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1854,9,False,0.3052,2149,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1855,9,False,0.2874,2034,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1856,10,False,0.2365,1984,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1857,9,True,0.2698,2066,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1858,9,True,0.2773,2093,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1859,10,False,0.2691,1964,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
186,9,False,0.2483,1943,17665,50,29083409,A-549,cell proliferation,Avana
1860,10,False,0.2938,2050,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1861,9,True,0.3101,1988,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1862,7,True,0.121,101,20511,50,35879413,Calu-3,response to virus,Gattinara (human)
1863,7,True,0.196,119,19999,50,35879413,Calu-3,response to virus,Human CRISPR Activation Pooled Library (Calabrese)
1864,6,True,0.5708,654,18804,50,35879413,Caco-2-ACE2,response to virus,Brunello (human)
187,9,False,0.2352,1998,17665,50,29083409,AGS,cell proliferation,Avana
1879,7,True,0.1543,86,20103,50,35570209,HK-2,response to chemicals,Brunello (human)
188,9,True,0.2354,1905,17665,50,29083409,AU565,cell proliferation,Avana
1880,9,True,0.0345,90,20421,50,34497417,Ramos,cell proliferation,Bassik Human CRISPR Knockout Library
1885,5,True,0.3146,343,18897,50,34497417,Ramos,cell proliferation,CRISPRa-v2 (activation)
189,8,True,0.2121,1841,17665,50,29083409,BHY,cell proliferation,Avana
190,9,False,0.2211,1989,17665,50,29083409,CAL-27,cell proliferation,Avana
1900,6,True,0.6013,906,19358,50,36002574,Primary T-cells,cell proliferation,Brunello (human)
1901,3,True,0.7052,927,14788,50,36002574,Primary T-cells,cell proliferation,Brunello (human)
1902,3,True,0.7448,955,14788,50,36002574,Primary T-cells,cell proliferation,Brunello (human)
1903,2,True,0.6158,964,19341,50,36002574,Primary T-cells,cell proliferation,Brunello (human)
1904,4,True,0.6284,895,19356,50,36002574,Primary T-cells,cell proliferation,Brunello (human)
1905,4,True,0.4562,707,19356,50,36002574,Primary T-cells,cell proliferation,Brunello (human)
1909,4,True,0.688,2267,21400,50,35420441,HeLa,response to virus,GECKO v2
191,9,False,0.2441,1677,17665,50,29083409,Caov-3,cell proliferation,Avana
192,9,False,0.2166,2188,17665,50,29083409,YKG-1,cell proliferation,Avana
193,9,False,0.2351,1881,17665,50,29083409,YAPC,cell proliferation,Avana
1932,5,True,0.3264,891,20779,50,32268084,hTERT-RPE1,cell proliferation,GECKO v2
1933,9,True,0.0633,128,20781,50,32268084,hTERT-RPE1,cell proliferation,GECKO v2
1934,5,True,0.072,96,20787,50,32268084,hTERT-RPE1,cell proliferation,GECKO v2
1935,8,True,0.0924,93,20787,50,32268084,hTERT-RPE1,cell proliferation,GECKO v2
1938,5,True,0.7324,2429,19106,50,35439318,NCI-H1373,response to chemicals,Brunello (human)
1939,4,False,0.7655,2248,19106,50,35439318,NCI-H1373,response to chemicals,Brunello (human)
194,9,False,0.2561,1984,17665,50,29083409,WM793,cell proliferation,Avana
1947,8,True,0.1117,169,16089,50,34230586,cardiomyocyte cell line,response to chemicals,Brunello (human)
195,9,False,0.2366,2086,17665,50,29083409,WM266-4,cell proliferation,Avana
1953,6,False,0.3152,884,20079,50,36548402,HuP-T3,cell proliferation,Brunello (human)
1954,5,True,0.3681,532,20079,50,36548402,KP-4,cell proliferation,Brunello (human)
1955,8,True,0.0526,26,19108,50,35469023,Calu-3,response to virus,Brunello (human)
196,9,False,0.2314,1583,17665,50,29083409,WM115,cell proliferation,Avana
1966,9,True,0.0869,26,18409,50,34937946,Unknown,cell proliferation,Brunello (human)
1967,7,True,0.0505,40,20098,50,34004147,THP-1,RNA accumulation,Brunello (human)
1969,6,True,0.5539,546,20101,50,34004147,THP-1,response to chemicals,Brunello (human)
197,9,False,0.2593,1912,17665,50,29083409,UACC-62,cell proliferation,Avana
1970,6,True,0.3979,554,20099,50,34004147,THP-1,response to chemicals,Brunello (human)
1971,6,True,0.3362,465,20100,50,34004147,THP-1,response to chemicals,Brunello (human)
1972,7,True,0.3237,270,20099,50,34004147,THP-1,response to chemicals,Brunello (human)
1973,5,True,0.6823,760,21597,50,34004147,THP-1,response to chemicals,GECKO v2
1974,5,True,0.2341,395,21603,50,34004147,THP-1,response to chemicals,GECKO v2
1975,6,True,0.4892,1450,21610,50,34004147,THP-1,response to chemicals,GECKO v2
1976,7,True,0.6457,1323,21608,50,34004147,THP-1,response to chemicals,GECKO v2
1977,7,False,0.4942,1765,21615,50,34004147,THP-1,response to chemicals,GECKO v2
1978,7,False,0.5155,1580,21612,50,34004147,THP-1,response to chemicals,GECKO v2
1979,8,True,0.1972,90,19969,50,34004147,MV4-11,response to chemicals,Brunello (human)
198,9,False,0.2193,1758,17665,50,29083409,UACC-257,cell proliferation,Avana
1980,8,True,0.4864,222,20017,50,34004147,MV4-11,response to chemicals,Brunello (human)
1981,6,True,0.066,110,19904,50,34004147,MV4-11,response to chemicals,Brunello (human)
1982,5,True,0.0163,59,19959,50,34004147,MV4-11,response to chemicals,Brunello (human)
1983,8,True,0.0808,70,18998,50,36305789,NALM-6,response to chemicals,Extended Knockout Library (EKO)
1985,8,True,0.1276,216,18980,50,34731885,NALM-6,response to chemicals,Extended Knockout Library (EKO)
1986,7,True,0.1398,278,18978,50,34662547,NALM-6,response to chemicals,Extended Knockout Library (EKO)
1987,7,False,0.2943,439,21806,50,10.1101/2023.01.23.525275,HEK293T,regulation of viral programmed -1 ribosomal frameshifting (-1 PRF),GECKO v2
1988,7,False,0.2916,441,21806,50,10.1101/2023.01.23.525275,HEK293T,regulation of viral programmed -1 ribosomal frameshifting (-1 PRF),GECKO v2
1989,8,True,0.1604,44,20605,50,33417871,OCI-AML-1,response to chemicals,Extended Knockout Library (EKO)
199,9,False,0.2737,2376,17665,50,29083409,U-937,cell proliferation,Avana
1990,8,True,0.2627,546,20605,50,33417871,OCI-AML-1,response to chemicals,Extended Knockout Library (EKO)
1991,8,True,0.1274,33,18890,50,33417871,OCI-AML-5,response to chemicals,Extended Knockout Library (EKO)
1993,4,False,0.5449,542,19104,50,37193694,HAP-1,response to toxin,Brunello (human)
1995,8,True,0.0954,109,18958,50,33660365,NALM-6,response to chemicals,Extended Knockout Library (EKO)
1996,6,True,0.4219,378,18049,50,33660365,NALM-6,cell proliferation,Toronto Knockout version 3 (TKOv3)
1997,7,True,0.0286,20,19108,50,35469023,Calu-3,response to virus,Brunello (human)
1999,4,False,0.8123,1989,19109,50,35469023,Calu-3,viability,Brunello (human)
200,9,False,0.1737,1558,17665,50,29083409,U-87MG ATCC,cell proliferation,Avana
2003,6,True,0.0199,21,18658,50,34316707,NALM-6,response to chemicals,Extended Knockout Library (EKO)
201,8,False,0.1956,1948,17665,50,29083409,U-343MGa,cell proliferation,Avana
2012,9,False,0.2875,501,18518,50,36841242,Calu-6,response to chemicals,Human Activity-optimized genome-wide library
2016,4,False,0.5684,618,18924,50,35981571,BxPC-3,response to chemicals,Human SAM library in lentiSAMv2 backbone
2017,5,True,0.5554,654,11689,50,36055241,stem cell-derived islets,cell proliferation,Brunello (human)
202,9,False,0.2339,2112,17665,50,29083409,U2OS,cell proliferation,Avana
203,9,False,0.1987,1987,17665,50,29083409,U-251MG,cell proliferation,Avana
204,9,False,0.2182,1659,17665,50,29083409,TUHR4TKB,cell proliferation,Avana
2048,6,True,0.2585,129,19107,50,34373448,PLC/PRF/5,response to toxin,Brunello (human)
205,9,False,0.2217,1244,17665,50,29083409,TUHR10TKB,cell proliferation,Avana
2050,7,True,0.4452,1525,18045,50,35723366,OVISE,cell proliferation,Toronto Knockout version 3 (TKOv3)
2051,5,False,0.8088,7395,18045,50,35723366,JHOC-5,cell proliferation,Toronto Knockout version 3 (TKOv3)
2052,6,False,0.5687,4610,18045,50,35723366,ES-2,cell proliferation,Toronto Knockout version 3 (TKOv3)
2053,8,False,0.4672,1401,18045,50,35723366,TOV-21G,cell proliferation,Toronto Knockout version 3 (TKOv3)
2054,3,True,0.7769,949,18876,50,37435859,SK-N-DZ,response to chemicals,Human CRISPR Activation Pooled Library (Calabrese)
2055,2,False,0.7001,1016,18877,50,37435859,SK-N-DZ,response to chemicals,Human CRISPR Activation Pooled Library (Calabrese)
206,9,False,0.2512,1924,17665,50,29083409,THP-1,cell proliferation,Avana
2060,7,True,0.0919,103,20805,50,36124427,Calu1-ACE2,viability,GECKO v2
2061,8,False,0.3569,2092,18046,50,36597481,Calu-3,cell proliferation,Toronto Knockout version 3 (TKOv3)
2062,9,False,0.3283,2058,18045,50,36597481,HEK293-ACE2-TMPRSS2,cell proliferation,Toronto Knockout version 3 (TKOv3)
2063,9,False,0.1989,2093,18046,50,36597481,HuH-7,cell proliferation,Toronto Knockout version 3 (TKOv3)
2064,7,False,0.3152,2024,18045,50,36597481,UM-UC-4,cell proliferation,Toronto Knockout version 3 (TKOv3)
207,9,False,0.2209,1747,17665,50,29083409,8-MG-BA,cell proliferation,Avana
2071,5,True,0.0514,25,17807,50,36597481,HuH-7,response to virus,Toronto Knockout version 3 (TKOv3)
2074,9,True,0.0198,31,11834,50,36597481,Vero-E6|VERO C1008,response to virus,Toronto Knockout version 3 (TKOv3)
2075,8,True,0.0675,30,11781,50,36597481,Vero-E6|VERO C1008,response to virus,Toronto Knockout version 3 (TKOv3)
2076,6,True,0.303,212,19106,50,36753415,HCT 116,Viral programmed ribosomal frameshifting (PRF),Brunello (human)
2077,8,True,0.1287,185,19106,50,36753415,HCT 116,Viral programmed ribosomal frameshifting (PRF),Brunello (human)
2078,8,True,0.1041,128,19106,50,32668236,HCT 116,regulation of Nonsense-mediated decay (NMD),Brunello (human)
2079,8,True,0.1122,73,18972,50,37639469,NALM-6,response to chemicals,Extended Knockout Library (EKO)
208,9,False,0.2304,1950,17665,50,29083409,42-MG-BA,cell proliferation,Avana
2080,8,True,0.0543,23,18972,50,37639469,NALM-6,response to chemicals,Extended Knockout Library (EKO)
2081,8,True,0.0543,23,18972,50,37639469,NALM-6,response to chemicals,Extended Knockout Library (EKO)
2082,4,True,0.6158,1243,17920,50,37047518,HEK293-A,response to chemicals,Toronto Knockout version 3 (TKOv3)
2083,6,False,0.6868,1875,17921,50,37047518,HEK293-A,response to chemicals,Toronto Knockout version 3 (TKOv3)
2084,10,True,0.0526,47,19014,50,37616343,HEK293T,protein/peptide accumulation,"Root library (Gu, 2023)"
2085,6,True,0.0868,44,19014,50,37616343,HEK293T,protein/peptide accumulation,"Root library (Gu, 2023)"
2086,7,True,0.2503,462,17987,50,37866880,MCF-10A,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
2087,9,True,0.2703,371,17988,50,37866880,MCF-10A,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
2088,8,True,0.0298,121,17815,50,34108663,hTERT-RPE1,response to chemicals,Toronto Knockout version 3 (TKOv3)
2089,6,True,0.0331,40,18050,50,34108663,HUES 62,cell proliferation,Toronto Knockout version 3 (TKOv3)
209,9,False,0.2159,1895,17665,50,29083409,59M,cell proliferation,Avana
2090,10,False,0.0389,138,17813,50,34108663,hTERT-RPE1,response to chemicals,Toronto Knockout version 3 (TKOv3)
2091,8,True,0.0083,45,17816,50,34108663,hTERT-RPE1,response to chemicals,Toronto Knockout version 3 (TKOv3)
210,9,False,0.2244,1964,17665,50,29083409,639V,cell proliferation,Avana
2104,6,False,0.473,909,18822,50,34215620,U2OS,protein/peptide accumulation,GECKO v2
211,9,False,0.2948,1965,17665,50,29083409,647V,cell proliferation,Avana
2113,8,False,0.1627,912,18878,50,30111820,BC-1,cell proliferation,Brunello (human)
2114,9,False,0.1723,743,18878,50,30111820,BC-2,cell proliferation,Brunello (human)
2115,9,False,0.2194,645,21806,50,30111820,BC-3,cell proliferation,GECKO v2
2116,8,True,0.166,400,18878,50,30111820,BC-5,cell proliferation,Brunello (human)
2117,8,False,0.1856,1000,18878,50,30111820,JSC-1,cell proliferation,Brunello (human)
2118,8,False,0.226,808,18878,50,30111820,APK-1,cell proliferation,Brunello (human)
2119,8,False,0.2207,1581,18878,50,30111820,BCBL-1 (clone),cell proliferation,Brunello (human)
212,9,False,0.2634,1947,17665,50,29083409,769-P,cell proliferation,Avana
2120,9,False,0.1725,878,18878,50,30111820,BCBL-1,cell proliferation,Brunello (human)
2121,9,False,0.2344,834,21733,50,30111820,BCBL-1,cell proliferation,GECKO v2
2122,10,True,0.1134,264,18878,50,30111820,VG-1,cell proliferation,Brunello (human)
2123,8,True,0.2073,1255,19108,50,30111820,KMS-12-BM,cell proliferation,Brunello (human)
2124,8,False,0.1112,365,21806,50,30111820,BJAB,cell proliferation,GECKO v2
213,9,False,0.2408,2098,17665,50,29083409,786-O,cell proliferation,Avana
2134,6,True,0.0345,22,18059,50,37046090,HEK293T,protein/peptide accumulation,Human Activity-optimized genome-wide library
2136,4,True,0.7901,1876,17987,50,35763353,MM1.S,response to chemicals,Avana-4
2139,7,True,0.3655,683,20454,50,35688159,D10,cell proliferation,GECKO
214,8,False,0.2433,2270,17665,50,29083409,ABC-1,cell proliferation,Avana
2140,8,False,0.3802,478,20454,50,35688159,D10,cell proliferation,GECKO
215,9,True,0.1979,1879,17665,50,29083409,AsPC-1,cell proliferation,Avana
216,8,False,0.2673,2066,17665,50,29083409,BC-3C,cell proliferation,Avana
217,9,False,0.205,2202,17665,50,29083409,BFTC-905,cell proliferation,Avana
218,9,True,0.1856,1962,17665,50,29083409,BFTC-909,cell proliferation,Avana
219,8,False,0.2876,1917,17665,50,29083409,BICR 22,cell proliferation,Avana
220,9,False,0.2366,1985,17665,50,29083409,BT-549,cell proliferation,Avana
2208,8,False,0.3123,228,18044,50,36820830,MV4-11,response to chemicals,Toronto Knockout version 3 (TKOv3)
221,9,False,0.2628,2061,17665,50,29083409,CFPAC-1,cell proliferation,Avana
2212,4,True,0.5508,1065,19109,50,36731340,HAP-1,response to chemicals,Brunello (human)
2213,5,False,0.443,1411,19109,50,36731340,HAP-1,response to chemicals,Brunello (human)
2214,5,False,0.557,1511,19109,50,36731340,SK-MM-1,response to chemicals,Brunello (human)
2215,3,True,0.5564,380,19109,50,36731340,KMS-28BM,response to chemicals,Brunello (human)
2217,4,True,0.2894,348,19109,50,36731340,KMS-28BM,response to chemicals,Brunello (human)
2218,7,True,0.2634,230,19109,50,36731340,KMS-28BM,response to chemicals,Brunello (human)
2219,6,True,0.1187,170,19109,50,36731340,KMS-28BM,response to chemicals,Brunello (human)
222,9,True,0.2389,1979,17667,50,29083409,ZR-75-1,cell proliferation,Avana
2220,3,True,0.8587,2961,19109,50,36731340,DS,response to chemicals,Brunello (human)
2221,1,False,0.7581,2500,19109,50,36731340,DS,response to chemicals,Brunello (human)
2222,8,True,0.1908,161,19109,50,36731340,RL,response to chemicals,Brunello (human)
2223,8,True,0.1541,151,19109,50,36731340,RL,response to chemicals,Brunello (human)
223,9,False,0.2455,1877,17667,50,29083409,WM983B,cell proliferation,Avana
224,9,False,0.252,2088,17667,50,29083409,VM-CUB-1,cell proliferation,Avana
225,9,False,0.254,2044,17667,50,29083409,UM-UC-3,cell proliferation,Avana
226,9,True,0.2007,1977,17667,50,29083409,D283 Med,cell proliferation,Avana
227,9,False,0.271,2069,17667,50,29083409,EFO-27,cell proliferation,Avana
228,9,False,0.2219,2175,17667,50,29083409,ES-2,cell proliferation,Avana
229,9,False,0.2265,2114,17667,50,29083409,F5,cell proliferation,Avana
230,9,False,0.2481,1813,17667,50,29083409,Fu97,cell proliferation,Avana
2309,4,False,0.6705,829,17430,50,34320214,HEK293-A,response to chemicals,Toronto Knockout version 3 (TKOv3)
2310,4,True,0.5556,954,17430,50,34320214,HEK293-A,response to chemicals,Toronto Knockout version 3 (TKOv3)
2311,8,True,0.0672,48,17921,50,34320214,HEK293-A,response to chemicals,Toronto Knockout version 3 (TKOv3)
2312,7,True,0.0316,60,17920,50,34320214,HEK293-A,response to chemicals,Toronto Knockout version 3 (TKOv3)
2313,8,True,0.0627,80,17921,50,34320214,HEK293-A,response to chemicals,Toronto Knockout version 3 (TKOv3)
2314,7,True,0.1061,73,17920,50,34320214,HEK293-A,response to chemicals,Toronto Knockout version 3 (TKOv3)
2315,7,True,0.0727,65,17920,50,34320214,HEK293-A,response to chemicals,Toronto Knockout version 3 (TKOv3)
2316,6,True,0.0695,30,17921,50,34320214,HEK293-A,response to chemicals,Toronto Knockout version 3 (TKOv3)
2317,9,False,0.2503,405,17383,50,34320214,HCT 116,response to chemicals,Toronto Knockout version 3 (TKOv3)
2318,7,False,0.2854,415,17384,50,34320214,HCT 116,response to chemicals,Toronto Knockout version 3 (TKOv3)
2319,7,True,0.0583,42,18045,50,34921014,MDA-MB-231,response to chemicals,Toronto Knockout version 3 (TKOv3)
232,9,True,0.2097,1752,17667,50,29083409,H4,cell proliferation,Avana
2320,7,True,0.0404,38,18046,50,34921014,MDA-MB-231,response to chemicals,Toronto Knockout version 3 (TKOv3)
2321,6,True,0.1217,122,20393,50,36409314,K-562,cell proliferation,Bassik Human CRISPR Knockout Library
2322,9,True,0.0204,128,19107,50,10.1101/2024.05.08.593110,HEK-293,response to virus,Brunello (human)
233,9,False,0.2008,1840,17667,50,29083409,HCC1395,cell proliferation,Avana
234,9,False,0.2226,1922,17667,50,29083409,HCC1937,cell proliferation,Avana
