gene,log2FC,t,p,q
ABHD2,0.7264337724987877,5.494789721032803,6.526339504046655e-07,5.7532561995599516e-05
NEDD9,0.9242515593218377,5.495694677686326,6.784271450695238e-07,5.93698032280184e-05
PAM16,-0.9639434992231903,-5.667948046849865,6.873823713682515e-07,5.971758877053599e-05
SELENOP,-0.849705371537631,-5.517477202434402,7.07971193659836e-07,6.105417164762617e-05
APP,0.7786695424137848,5.452955730868887,7.129522087469899e-07,6.105417164762617e-05
HLA-A,0.7897604554123738,5.404168068876043,7.954174603285912e-07,6.763304916226582e-05
COTL1,1.830961496863576,5.709833059037182,8.174776585723538e-07,6.901929330016866e-05
KRT8,0.9797185884358939,5.456564710779381,8.41784931517086e-07,7.057454226544296e-05
TMEM45A,1.5881547029593084,5.446665948779941,8.925434306668996e-07,7.375678245023811e-05
INSIG1,-1.1584445267855816,-5.557792031098953,8.959871076044682e-07,7.375678245023811e-05
TGFB1,1.5525743948436679,5.387127689487482,8.981975342175965e-07,7.375678245023811e-05
BCKDHA,-1.4520520865025373,-5.846649389688753,9.305973636982717e-07,7.589749519305157e-05
LGALS1,1.679226618314484,5.408484687001587,9.831062315000366e-07,7.963824736117527e-05
