gene,log2FC,t,p,q
SERINC1,0.46307739173867457,3.394854498152256,0.001355315833809121,0.005652252379337507
NOMO3,0.642618910330572,3.3809914488248642,0.001356084186981,0.005653508751133777
RNASE6,0.7154619115887924,3.3754356505093197,0.0013565178330610162,0.005653508751133777
ARPC1A,0.6810446178885061,3.37114311311128,0.0013588870574929395,0.0056615032302385895
MCFD2,0.39781996080974036,3.398994903807262,0.0013597386037514018,0.00566317143095267
SSU72,0.3082434241282268,3.382382026822415,0.0013642397907344121,0.00567981979863165
ZFAT,0.5865252483171814,3.387156078220866,0.0013646408438359801,0.00567981979863165
UEVLD,0.7617731413519784,3.435539389675962,0.001366014527142448,0.005683042021180367
GPKOW,0.6379227124987028,3.438124191001975,0.0013663631355550919,0.005683042021180367
C1orf198,0.5280233424110405,3.4015193402134734,0.0013667731906272225,0.005683042021180367
DDRGK1,0.3740968542959191,3.354254581280192,0.001368668652535538,0.005689038938833976
ASNSD1,0.4422174226068254,3.4031092414185005,0.0013719686048967589,0.00570086789052268
LPCAT3,0.49520331943313245,3.38366983887085,0.0013744192431531766,0.005709161071906626
MT1F,1.0921035484446326,3.4646219235679214,0.0013749342313018411,0.005709410984297722
TMEM94,0.6504843704821437,3.442912223803327,0.001376729063406447,0.0057149735227979915
NSF,0.5703092462701678,3.356448187507299,0.0013779979408356702,0.005718349802086005
TMEM170A,0.4968056332301165,3.3718686094335832,0.0013798178086556943,0.005724009567764352
FAM220A,0.7828105185351846,3.4234426160543783,0.0013805791576067031,0.005725275905331002
NAPEPLD,0.871618078067447,3.452870756577565,0.0013825926002177327,0.0057317321369
DGKQ,0.7777886444965938,3.373924418296615,0.0013883977734964515,0.005750670016701215
RPS9,0.5303515649790107,3.4214478818230996,0.00138918377809106,0.005750670016701215
TBC1D12,0.6998518515079026,3.394640124190518,0.0013896810295519588,0.005750670016701215
HELB,0.8165944921281756,3.4002010444847697,0.0013896898076413869,0.005750670016701215
RNPS1,0.3724503657242675,3.4074620391410697,0.0013906584145310387,0.005750670016701215
LRRFIP2,0.5162266605847687,3.396709622906533,0.0013911341803067268,0.005750670016701215
DPM2,0.5057350555665137,3.3975316981245167,0.0013912274162549054,0.005750670016701215
RAP1B,0.40121575393261555,3.4152175679354535,0.001392212902435763,0.005750670016701215
HLA-DRA,0.5167502713627972,3.3844174141472214,0.001392891127158986,0.005750670016701215
ZC3H7B,0.7123712703635379,3.423150314418791,0.001393024369717776,0.005750670016701215
FOXP4,0.6161649296814038,3.44411216058212,0.0013930856299569046,0.005750670016701215
NIPA2,0.5219444925553711,3.3901896792225097,0.0013935211101781054,0.005750670016701215
DHRS7B,0.3920398704542549,3.344390460711031,0.0013935772789517018,0.005750670016701215
HACD3,0.30533021825170525,3.3971437859521854,0.0013935922085211475,0.005750670016701215
COPG1,0.48045958565332025,3.4027964798018955,0.001394266672347216,0.005750670016701215
TAOK3,0.5630999122465279,3.431178540291152,0.0013948312934387247,0.005750670016701215
PWWP2B,0.5791054861930496,3.4409246046473188,0.001394948633860846,0.005750670016701215
DIP2B,0.882922374943016,3.438152881030313,0.0013969405658289054,0.005756991110587738
TPR,0.4440006685354563,3.3525066203613454,0.0013980738531456274,0.00575977061980212
FURIN,0.5203068398134754,3.420594927239089,0.0014009366175249582,0.0057696710498001316
RABIF,0.41698063037131927,3.419471889194402,0.001402377206188823,0.0057733596149797265
ATG10,0.49137777539310434,3.402395166053521,0.0014027762801259093,0.0057733596149797265
SMG7,0.5294140708824107,3.3983412981255476,0.0014032119959613756,0.0057733596149797265
NUP50,0.55279553429239,3.367515881481367,0.001404375893155064,0.005776255107069306
TOP3A,0.7844066668959093,3.4191639236401974,0.0014052749502158198,0.005778059760910314
MAP4K5,0.5819518691653567,3.3887790229044765,0.0014064554031338891,0.005781019867563755
ARMC7,0.6303047481259272,3.38411337988421,0.0014082053496984306,0.005786318086665925
GCC2,0.37031016072972633,3.3815128476617926,0.0014110144219707055,0.0057959633635465534
DGKZ,0.6187140356932797,3.4512948361095512,0.0014139577051154582,0.00580526646104156
BDH2,0.3490857739200992,3.3779429385584248,0.001414204161384935,0.00580526646104156
PSMB8,0.528141029762236,3.3841056734164163,0.0014147331439353207,0.0058055394428963986
FAM234B,0.5482640825569743,3.3626503861512878,0.0014152822445588269,0.005805894776453253
DNAJB12,0.39960991272526325,3.379924881255828,0.0014178632793833822,0.005814582733126298
ATXN7L3,0.7844316067613519,3.450647978659481,0.0014204310151633124,0.00582321049423418
BIRC6,0.6000095774669871,3.3920592610892286,0.0014215306772777602,0.005823239852291955
CLIC6,0.5965436172956737,3.4211583310686744,0.0014218758104092178,0.005823239852291955
AQP3,0.6397235645225923,3.359279749577385,0.0014220318057865796,0.005823239852291955
DIRAS3,0.69593681665167,3.3569113912808,0.0014222937454892962,0.005823239852291955
COPS9,0.47038207205719473,3.3757766657170527,0.0014255272733681434,0.005834522443810112
MYADM,0.7462922664004408,3.352270950229463,0.001425979037489797,0.005834522443810112
NDUFS7,0.34970838279657546,3.4203234506519893,0.0014276228769780016,0.005839345055296466
UBE2I,0.43981095377564294,3.4236131109969246,0.0014287978438553876,0.005840466431650742
DTX4,0.5362427607201177,3.365072689860222,0.0014291091294313365,0.005840466431650742
ILKAP,0.41896650173487515,3.357999187821947,0.0014292928286490146,0.005840466431650742
PKIG,0.7143753967100319,3.445445213369274,0.0014317888177314765,0.0058487618057218435
ESYT2,0.6822060071946563,3.41225418922798,0.001432702788748166,0.005850591446699977
NSD1,0.5534675518719947,3.3711368836970252,0.001435386702487148,0.005859645293112575
CAMSAP1,0.7629301217283013,3.3713187813813104,0.0014366391497575366,0.005862851510697776
CYFIP1,0.604077128842401,3.4284520313586,0.0014389616097074673,0.005868745577259084
LCAT,0.7553064149973667,3.3350184553537447,0.0014390184726203665,0.005868745577259084
PAEP,-1.3790922693991838,-3.364359917114091,0.0014451342331801547,0.005888693881462198
LASP1,0.440098836241976,3.40241834550717,0.0014452066428620933,0.005888693881462198
NXN,0.6891223561044884,3.3939364277802357,0.0014453171233000106,0.005888693881462198
APPL1,0.3661212263588869,3.3325151686718923,0.0014489349932699346,0.005901518809382702
LINC02987,0.7644634981007141,3.3684120339340113,0.0014504479623564377,0.0059057649274928195
MPZL1,0.49451634240360676,3.351730605141193,0.0014551007670804673,0.005922788563281811
HNRNPR,0.31594907624296464,3.3526046468058044,0.0014561326649242786,0.005925067534131107
CORO1A,0.6656182883453201,3.3344853157981866,0.0014616977167603666,0.005944037787216889
KDELR1,0.3388690964414387,3.33521286615178,0.0014617417867552407,0.005944037787216889
LINC00662,0.6972280073225328,3.3880354467068,0.0014623962320781752,0.005944773284092401
IGFBP3,1.083820514163543,3.3918128777772476,0.001464318842950374,0.005950661843818726
KDM5C,0.5932008994027274,3.3786482739280665,0.0014656167300779893,0.005953304451452575
CRELD1,0.7346047992724571,3.4198289386330796,0.0014659176339870876,0.005953304451452575
GNL3,0.5101128092306846,3.3725684390013257,0.001468330781592626,0.005961176035359714
FARP2,0.6828369053774561,3.3982689029982445,0.001469727683797871,0.005963893116834391
C12orf76,0.5330134069530503,3.401374753681054,0.0014699502352812559,0.005963893116834391
TFE3,0.5645720027001082,3.3547878626851344,0.0014718388347615423,0.005967824634092336
TSPOAP1,0.7089671361782632,3.394986887438438,0.0014725304203087226,0.005967824634092336
SORL1,0.5965604291687239,3.3593253961889658,0.0014728834290838296,0.005967824634092336
SUGP2,0.7238159542307874,3.4191769669758956,0.0014734863013341122,0.005967824634092336
ANO5,0.7868119904428037,3.345546492106217,0.001473696829514074,0.005967824634092336
PDRG1,0.7072374031188131,3.4400793038352275,0.0014737717171740812,0.005967824634092336
ULK4,0.7052239015782278,3.351309533461604,0.0014753413764757117,0.005971915438743816
ZNF593,0.5252363985431936,3.4098549592134693,0.001475733425554315,0.005971915438743816
RAB35,0.652884889661181,3.393617826741663,0.0014786605465455533,0.005977895419728185
RNASE1,0.6660334653550812,3.36807067554393,0.0014789680439458816,0.005977895419728185
CLK3,0.5993121749338419,3.4609692943419175,0.001479082120542631,0.005977895419728185
TWSG1,0.5387246533998948,3.337564405548776,0.0014791160020453868,0.005977895419728185
ASH1L,0.5787593083761733,3.371570759069731,0.001479732643794331,0.005978462786466121
NOP10,0.359191525350119,3.36225640074914,0.001486831078684491,0.006005209308470532
PPP4R3A,0.5820562194566827,3.365272329814835,0.0014908582641472736,0.006019538047552501
MIR222HG,0.9438904095306611,3.322665264380051,0.0014925400273931527,0.006024390663622587
NUP210,0.8430349623176072,3.370291931975691,0.001493453406157811,0.0060261397002568315
ATP1B3,0.7519292710345296,3.3716087092997906,0.0014948657873988139,0.006029859159852758
HIF1A,0.5378362987045939,3.3615435921646197,0.0014953359009497041,0.006029859159852758
ABHD5,0.5749748244969375,3.3308448170341047,0.001497738171705749,0.006037606701805481
TBC1D14,0.5665705120959612,3.3218190289827634,0.0014985326779777995,0.006038870210804275
COPS6,0.3191390878685141,3.358587814817,0.001500923906613192,0.006045302375544715
HNRNPM,0.3475916502274936,3.401370709192536,0.0015010919704112862,0.006045302375544715
MAP1LC3B,0.3305206283683484,3.3466275119454907,0.0015017915221609555,0.006046179915871223
DLG1,0.6694231767987082,3.378023792410429,0.001505318317300825,0.006058435664340256
GATM,-0.691253064001307,-3.3191992187064887,0.001508224772257454,0.006066560494009262
CLDN22,-1.1839116321676337,-3.335454511358172,0.0015083036168089625,0.006066560494009262
EFNA4,0.8653405336559059,3.4467426386320077,0.001509683650898507,0.006070166197863215
ATF6,0.5295116797198771,3.3567517201742967,0.0015107125107005905,0.006071483830205422
BBS2,0.5914037935560383,3.3485217446037328,0.0015109786892027195,0.006071483830205422
GIGYF1,0.7629930251998776,3.398218239758026,0.001512645133558555,0.006076234995699373
CTDP1,0.7047465090117235,3.3979231341892016,0.0015139141738177485,0.006079387275730709
OSTF1,0.4024266605303186,3.3564491636420577,0.0015148402993552604,0.006080456250169525
PSMB5,0.33450981890998577,3.3541653754058873,0.001515149139690136,0.006080456250169525
SNRPB,0.3656815063276646,3.339763751113475,0.0015172248896054119,0.006086840536662428
MRPL2,0.33458501787507355,3.363327722679886,0.001518056246938182,0.006088230053615016
ZDHHC11B,0.7374641882486725,3.326665635533643,0.001521225623692888,0.006098992415910835
MRPS33,0.3796478786391182,3.343299688057309,0.0015217296035057873,0.006099065042403623
PBRM1,0.5564272328534212,3.3735811279226047,0.0015232592455225226,0.006103247146199881
SNX29,0.85598097546226,3.421678037600011,0.001524082774306428,0.006104598297979767
LMO3,0.5751331397874653,3.3992758190178334,0.0015254591634671546,0.006108162321851097
ACVR2A,0.5924385641438845,3.323133365281905,0.0015261670201677721,0.006109048024287641
GATAD2B,0.7077387922587728,3.407063246695429,0.0015277823179055197,0.006113439429658205
GNB2,0.38939474341363045,3.3192784825736155,0.001528238104856803,0.006113439429658205
PRELID3B,0.4279157773632143,3.377538530371183,0.0015300418041287722,0.00611870492743819
LINC00472,0.8300770224399532,3.349874812757765,0.001531754048683282,0.006123601456408038
NUBP2,0.44807851028086176,3.3650809821261127,0.0015340778492355124,0.006130938949841894
NPAT,0.8286138297262835,3.421521749855385,0.0015346773067270135,0.0061313826325092935
PIAS1,0.5525206843811361,3.3904430654274065,0.0015372010584993176,0.006139161802549447
TIA1,0.5368319907615522,3.387381255363782,0.001537602541800005,0.006139161802549447
ROS1,1.2414666441032733,3.3873542936115637,0.0015381288839032463,0.006139310613557218
NUDT5,0.3277052766812787,3.3170593596015454,0.0015391639088298884,0.006141489048805337
UBE3D,0.6876286004229644,3.3794527702667336,0.0015402556737455879,0.00614389242851235
KCNK6,0.729543102899298,3.321406522262139,0.0015451220785747957,0.0061607908598236205
LHFPL2,0.7850787032556028,3.346304876370735,0.001545473625235767,0.0061607908598236205
APAF1,0.604327653186465,3.3603801880296,0.001546036504890791,0.0061610781732997135
IQCA1,0.686041431587288,3.3418029378038914,0.0015471920019002492,0.006163726182118003
RDH13,0.6525903159164801,3.409963477406663,0.001551051864828264,0.006173418735505254
KHDRBS1,0.3836727764694059,3.3444278387883153,0.0015514900757357022,0.006173418735505254
NEIL2,0.6770319353273946,3.381950033604815,0.0015515232348493166,0.006173418735505254
FAAP100,0.6552065165581773,3.3264885966107878,0.0015515921381756613,0.006173418735505254
RABEP2,0.4673730459477383,3.3130358213202027,0.001552263433816159,0.006174132726455717
ZFAS1,0.5014977489973367,3.3744989598597512,0.0015534516161320566,0.00617690153224761
CRYBG1,0.6446318042021861,3.3376773135001363,0.0015543317936234013,0.006178444270219935
PSMF1,0.44548154247133276,3.360297278648991,0.0015549581954227803,0.0061789775964362645
TAF2,0.5822450280811329,3.3494536987886643,0.0015559769153089345,0.006180908372056778
PES1,0.4704185476492002,3.362167353002276,0.0015564288507983332,0.006180908372056778
TIMM17B,0.40243391673110107,3.335890941275062,0.0015604493173303473,0.006194914699698877
IVD,0.5297776260328364,3.3259309609454286,0.0015625252637659957,0.006201194952910068
ING3,0.5557715427362684,3.3730491837786496,0.0015639965259694772,0.0062050721841007735
COPA,0.4592443741389589,3.3350571135005262,0.001566326350279851,0.006212352188013577
BTBD10,0.46143101624445926,3.3100034180328057,0.0015683855740131133,0.006218554678012196
SUMO1,0.38970684296877245,3.306997183140383,0.0015690477642873364,0.006219215846257952
TSPAN9,0.6653889679958267,3.3262883113856487,0.001570715223190911,0.006223859910579389
MBIP,0.7734935781840777,3.4094363272795865,0.0015747456597437388,0.006236767506863075
NCK1,0.4269242815291934,3.339148860109569,0.00157496638227961,0.006236767506863075
OTUD6B-AS1,0.34931432528244777,3.340507289514382,0.0015757503687816444,0.006237904250809203
IMP4,0.4141734564898272,3.383073192739921,0.0015764412024614623,0.006238304869908842
C6orf141,0.8050863587076105,3.3252520100887333,0.0015768454833283482,0.006238304869908842
PRDX5,0.33039925200582765,3.3137077103898336,0.00157835908051159,0.00624232562623251
UBE2K,0.45166990617377856,3.394744923682175,0.0015788957793948905,0.006242481486218602
PTRHD1,0.4052133005875964,3.3448899445686777,0.001583550719550742,0.00625891441515128
ST20-AS1,0.6011000280655816,3.321401883935035,0.0015844588972586623,0.0062605327470217145
MIER3,0.723567240449436,3.3490590039084833,0.0015854432365661581,0.006260783284831538
TMEM79,0.7213166525682477,3.383508980965476,0.001585519801041939,0.006260783284831538
CPSF1,0.5484350847884065,3.324675568192834,0.0015870614977812603,0.00626490030869439
PPP2R3C,0.4731264244738709,3.3283714640727147,0.0015889970851704364,0.006270149708541366
PPP1R21,0.6587042902737865,3.4065124868312635,0.0015893902949556781,0.006270149708541366
ZNF670,0.6413077608089242,3.3236524359889086,0.0015949699759014585,0.006290184765155831
IP6K1,0.7672602320789212,3.396146089268475,0.0015956316172461283,0.006290817742239525
FAM111A-DT,0.615470008717335,3.3372287446455022,0.0015973182730699748,0.006295490198382226
WDR37,0.7362809758531261,3.3181922398946937,0.0016028601959573439,0.006312065581519962
GTF3C6,0.40996464029684176,3.315475286499517,0.001603041334965124,0.006312065581519962
JOSD2,0.5122856752342528,3.3645430561350924,0.0016032415786234586,0.006312065581519962
HAPLN3,0.8135207166879974,3.3420147393456565,0.0016035737541753217,0.006312065581519962
CHCHD6,0.5701521586745271,3.3684946643476086,0.0016047070826148804,0.006312065581519962
TLN2,0.7408767019199747,3.311896696623441,0.0016047367275438666,0.006312065581519962
ZNF230,0.6298299086686667,3.3424090690006145,0.0016050436816865863,0.006312065581519962
ANAPC15,0.41943587905074775,3.3124369402182947,0.001605932177922789,0.0063135817818555495
MT-ND5,0.5129847380000818,3.358320038202189,0.0016088495012340043,0.006323070691606278
MED19,0.43642251943777577,3.3449532296738678,0.0016096615969341602,0.00632428232435509
IL27RA,0.837579289631172,3.334590295389951,0.001611115173007312,0.006328012755557192
TAF15,0.5161806274354683,3.3803962271891708,0.0016139317892224438,0.006337092821429258
PEPD,0.48304482405866445,3.3599896708502697,0.0016148369615812967,0.006338664283530337
CHCHD2,0.3142136106037867,3.3261101030797504,0.001615806634386496,0.006340487865412218
APOO,0.48424134994856916,3.336695120879636,0.0016237268832395683,0.006369231768519364
ARMCX3,0.38240138811380486,3.352886349703109,0.001624504123084868,0.006369231768519364
SIVA1,0.3317273352460308,3.3109556826714974,0.0016249768048116338,0.006369231768519364
SELENOO,0.5263558572751501,3.333887414839408,0.001625161264603483,0.006369231768519364
MT-ND2,0.5096864029115693,3.305147673741755,0.0016271206383701216,0.006374127220562998
PTAR1,0.6114864108056342,3.3322779295553846,0.0016274259333947589,0.006374127220562998
UBE2D1,0.424941141900943,3.325404114202398,0.001628716914722234,0.0063771938335958215
KLHL2,0.6726846080120503,3.2928319923217857,0.0016324586722246909,0.006389851485012954
SSX2IP,0.6811928694380545,3.3505230723522517,0.001636702094342353,0.0064044642737779165
VWA1,0.7376251308814679,3.3548306865658724,0.0016377678345259467,0.006406637465504583
AFAP1,0.49697900089777614,3.29064218050704,0.0016417087825385914,0.0064200530676657135
UBQLN1,0.5821121867252703,3.3556941304894137,0.0016444381115452203,0.006428723641926861
MGAT2,0.6411034919440186,3.339711787746062,0.0016468024162691565,0.006435962245151532
ENSG00000249738,0.6624048481768405,3.28853078092201,0.0016512868584780793,0.0064514795936742395
GNB1,0.4682735543352541,3.326811388587696,0.0016537733012574184,0.006459183649870683
COQ5,0.5268068599273534,3.330064216331279,0.0016563794172067957,0.006465466245829739
KPNA1,0.664067986171903,3.372795800057752,0.0016565269339640788,0.006465466245829739
METTL3,0.6631199247750783,3.3539993541668394,0.001656927022451547,0.006465466245829739
GART,0.6611678154367189,3.4092760093226393,0.00166028387573931,0.006476551737773635
PANK2,0.49688687034480816,3.3195883146796903,0.0016636087745763553,0.006485925446798385
SLC25A11,0.537277664766374,3.3758162429955347,0.0016637202213567114,0.006485925446798385
ABCF1,0.41508177808431945,3.3263230499172827,0.0016646372899291012,0.006487485843054954
DDB1,0.4486235336470168,3.3496085796987733,0.0016652480864017116,0.006487852026257196
RNF181,0.30410366725187465,3.2928414035714293,0.0016682481296516475,0.006495674707298586
NRARP,-1.1362029006342418,-3.334209349120791,0.0016682908672293985,0.006495674707298586
VAT1,0.6675241514500332,3.367803799253121,0.0016691476172183146,0.006496995360912094
UBE2E3,0.2809900090380726,3.3226592779219932,0.0016702198814208154,0.006499153803929169
BTF3L4,0.3377886617255168,3.336757708943037,0.0016761760013773192,0.006520309062686547
PTGES2,0.4294470177533585,3.3143312503421853,0.0016776448622655045,0.006523264570198104
SGSH,0.6256612507943715,3.3391116990710303,0.0016787082543207464,0.006523264570198104
JAK1,0.42878682030197,3.337916516032472,0.001678866849087398,0.006523264570198104
NCBP1,0.6418887203049222,3.3395976886913012,0.0016790144050274896,0.006523264570198104
ELMOD3,0.6481430921575582,3.3023211343350423,0.0016830455992965267,0.006536903282168719
ARPC4,0.5640782339766295,3.326274794070398,0.0016842138921262725,0.006538012212650162
CREB3,0.7188012102395289,3.385465198685468,0.0016847430762078075,0.006538012212650162
MTF2,0.5095867702301642,3.335174296947346,0.0016848936117201687,0.006538012212650162
KIDINS220,0.6401675891803178,3.3476415503342065,0.0016890904491601738,0.006552272066844148
SETD7,0.5955087907342862,3.3542082967333973,0.0016904591281977626,0.0065555555873544995
SAYSD1,0.6075747678550365,3.3957833437971066,0.0016918961079753045,0.0065582115144712265
YIF1A,0.31789851630342536,3.3059233294621455,0.0016921888867499643,0.0065582115144712265
DPP9,0.7586469728380552,3.3786173445000536,0.0016954420934063186,0.006568791542756023
TIMM22,0.5151849888190476,3.339286653442544,0.0016971478694113417,0.006573371553446644
GJA1,1.0917003701409187,3.305329410332678,0.001704964935395448,0.006601611608272381
NDUFA4,0.28710766530366527,3.2985426036969354,0.0017101659536135844,0.006619708052948296
ZNF561,0.7114739116142905,3.339644187250932,0.0017165905157645919,0.006642025707266406
RPA1,0.655516226333198,3.377066340299399,0.0017169898366987562,0.006642025707266406
HSD17B12,0.4149036061659075,3.3073438151704875,0.0017196710680209546,0.006650348403224597
CYCS,0.37264759954357807,3.3003576735204456,0.0017218291386283998,0.0066547513673131066
DELE1,0.6892030839166061,3.365649105412425,0.0017218698670463611,0.0066547513673131066
NOP14,0.6266318127552024,3.3273126376180957,0.001722482930130322,0.0066550717826795724
AASS,0.9448059752254863,3.3278966581649922,0.001729389182951262,0.006679699204180675
SARAF,0.28357675805605354,3.2746295701486354,0.001730603185291585,0.00668223035931414
PPP2R5C,0.46937959061847856,3.274561771510077,0.001731109147493793,0.00668223035931414
UPF3A,0.354863312625632,3.318010299621301,0.0017316888682721823,0.006682413268804397
SNRNP35,0.41869772437399,3.2794323464029604,0.0017357498697072955,0.006696025849549993
CCDC25,0.3824888741478354,3.271654920378967,0.0017385654140682296,0.006697646076379031
BCAS2,0.3434279337477779,3.2975407763554814,0.0017387593170720033,0.006697646076379031
LRRC59,0.49873953142839866,3.326395912177106,0.001739755575792952,0.006697646076379031
ST6GALNAC1,0.32413295071220105,3.298556303513165,0.0017398146191026011,0.006697646076379031
NDUFB10,0.29270524479217297,3.2726547671506294,0.0017398504054938035,0.006697646076379031
IFI6,0.769059863578283,3.333345686274396,0.0017399240574229298,0.006697646076379031
STYXL1,0.6822484567633631,3.3653440958025604,0.0017399837027006469,0.006697646076379031
GDA,0.7886623129804861,3.28650367296492,0.0017404382618615788,0.006697646076379031
TUBGCP2,0.3520670985770904,3.306914148213306,0.0017448416414975888,0.0067125335966041165
RHPN2,0.46839150905285054,3.2696486385801995,0.001747452332944747,0.006720517504735113
NDUFAF5,0.7364143531894936,3.3176147648048753,0.0017493841109029143,0.00672588629224021
YDJC,0.40678801984124124,3.2997486774062477,0.0017512743937658762,0.006731092304024202
RPL10A,0.40868627661933843,3.343828082874977,0.0017518260274825977,0.006731151552797383
ENSG00000248335,0.6780646635230075,3.272954296262993,0.001755903165156932,0.0067447528862346895
ARPC2,0.36311499066133557,3.370736146207064,0.0017625017724547103,0.0067680283724759795
DOCK5,0.8414368617649663,3.316515712394937,0.0017644846208625972,0.006773570472687517
ENSG00000284292,-1.1958962217621512,-3.2728256603524817,0.0017681688700712734,0.006785638589423631
ZMYM5,0.4726220610647065,3.315968485989992,0.0017691353213226315,0.00678727252095446
NDUFS4,0.3104152783426768,3.3101618087348976,0.0017709748272346797,0.0067922538974265
ENO2,0.8205016884344409,3.333535572611186,0.0017769861709655364,0.0068132276738333475
BLOC1S3,0.6182171114910666,3.2816202901207223,0.0017775671409761614,0.006813374143717177
TRIM27,0.5014155675289729,3.3231457201019916,0.0017782408376812268,0.006813875834985482
RSRC1,0.6575085415335211,3.353849969850609,0.0017799331262632165,0.006818279076589001
MRPL22,0.33299697941833184,3.2796745213115073,0.001783432645003971,0.00682960036386054
ZNF551,0.663577987878911,3.2632842574775465,0.0017852164376920515,0.006834346429505435
IRF3,0.6390316402346077,3.3900360074558034,0.0017858961908566407,0.006834864293848601
PRKCH,0.7532456250857571,3.3395394642618164,0.0017868207287227323,0.006836318380876702
RIT1,0.587866098030712,3.371661340411357,0.0017885597807801765,0.006840886937274087
MAGIX,0.761211240249978,3.3906929890613786,0.0017898929808465856,0.0068439008798559815
DHX30,0.3859078929134947,3.3395036103671627,0.0017924326182962031,0.006851524560740632
ZBTB3,0.6081882345404105,3.286658218377437,0.0017975702168959232,0.006869071212387982
STOML2,0.3251197316300267,3.2786132438580795,0.0018017839193974039,0.006883077766340721
ALDH1A3,0.8835625671808378,3.3099088796909273,0.0018044413744837588,0.00689113251411458
FAM53C,0.653050106506734,3.2857704116732043,0.001806027611268454,0.006895092641196139
ZNF446,0.6717782532191978,3.2810269072488367,0.001806700442331218,0.006895564199630216
GRB2,0.5462886436362808,3.323346864101886,0.0018110715298497251,0.006907114678413907
CCDC86,0.8837071287011038,3.3462788987601777,0.0018111383438997371,0.006907114678413907
ZNF774,0.6984255952980711,3.2965032101074256,0.0018113774811868543,0.006907114678413907
ST8SIA4,0.6255883504238451,3.267929932866844,0.0018128674704152282,0.006910697041033209
SRP14,0.31759571132460884,3.263105386169804,0.0018140226532230815,0.006911217961883165
DUSP28,0.5781658558637002,3.306869101307591,0.0018144901529515741,0.006911217961883165
TBC1D10A,0.5116560907107699,3.2619711910102485,0.0018147082622799186,0.006911217961883165
SH2D4A,0.6174208836875348,3.279073190415758,0.001815206374598008,0.006911217961883165
NUMA1,0.5265612862798639,3.2849603618669234,0.0018181309559860157,0.0069187476402067126
EIF4H,0.4465922077758391,3.310728785013185,0.0018182863431085753,0.0069187476402067126
KBTBD6,0.7026637646500835,3.2655579043730287,0.0018197465856559533,0.006922205724163388
RAB3GAP1,0.42312912183673657,3.3009288333940296,0.0018208522667321444,0.006924313391181039
JAZF1,0.7435919461025076,3.2750912570583703,0.0018225559475620906,0.0069280387251359704
ZNHIT3,0.4808637252447516,3.2932119498509365,0.0018236937365161477,0.0069280387251359704
POLR2B,0.4946645681655406,3.31321803563892,0.0018246060215893428,0.0069280387251359704
THEM4,0.6501854732692038,3.320022314708983,0.0018246869048966995,0.0069280387251359704
AGAP9,0.7490115744517163,3.2704843484448927,0.0018247050508269744,0.0069280387251359704
TCN1,1.2480808928710332,3.2783306391220086,0.001825143317455959,0.0069280387251359704
MAT2A,0.6040808200069456,3.27740520324676,0.001826418207136951,0.0069307822715206
INPP5F,0.6093323946706999,3.296057079305799,0.0018295098890756074,0.006940416330482351
UBA6-DT,0.7518635546921726,3.302332169765384,0.0018303860872873993,0.006941097034352433
CYB561,0.4990645676683263,3.2922199907453527,0.0018307952107656262,0.006941097034352433
APOC1,-0.68211212310388,-3.261551292636218,0.0018314493926787903,0.006941480744654847
PTK6,0.8125172927241011,3.2652265630196657,0.001832660280064958,0.006943973587580869
CCNT1,0.655580597174481,3.313321853080858,0.0018341495006569848,0.006946446080699472
ERP44,0.4175674853282869,3.2649468022593036,0.0018344195616600612,0.006946446080699472
ANKRD54,0.5751940280763388,3.3506814957127378,0.0018356616829374478,0.006948317781759787
SLC36A1,0.6901259785689636,3.2669922280272536,0.001836020878044867,0.006948317781759787
LARP1,0.5054191149228151,3.259072132871297,0.001837112907516572,0.00694987861020153
TIMM13,0.3936948742192099,3.309181288054046,0.0018380744748645126,0.00694987861020153
MTG2,0.5750468553375372,3.252921188329379,0.001838094239294916,0.00694987861020153
DDAH1,0.5445341524377509,3.315998532187551,0.0018395417315504928,0.006953055506040059
MAP3K14,0.7842951634974242,3.2792725843427517,0.001840061423877935,0.006953055506040059
DIP2A,0.7631050291807848,3.3301328982653646,0.001840596148057924,0.006953055506040059
DHX32,0.6529142894401008,3.324918702551946,0.0018430755983370726,0.006960327312251887
GNB1L,0.6390379092636209,3.2777870890721874,0.0018449870119572583,0.0069654502138645005
NUDT4,0.5300051261125853,3.2558367897957528,0.0018464686899671238,0.006968948125423122
STAT3,0.5354248725629525,3.2838372116198715,0.0018487019492320852,0.0069752797020469996
SOS1,0.5431247964956816,3.278838252367295,0.0018501727161713344,0.006978731402072945
LINC02035,0.6489893774593396,3.264425976930004,0.001853638297793805,0.006989703079665255
CBY1,0.49858543616685536,3.292432869452942,0.0018544640942938064,0.006990717049750797
PABIR2,0.6300475009844901,3.2836854167475367,0.0018573520470648354,0.0069995017252491385
PPP2R5E,0.5465221576706227,3.3024379874365892,0.0018589461499603486,0.007003406668803198
COPB2,0.40497714951080166,3.2890301843819714,0.0018600920867654267,0.007005621351685089
SEMA3F,0.7741783719813129,3.3293758581311668,0.0018610722572881858,0.007007135447098818
CLN8,0.6558417944648252,3.2662071706847673,0.001861869702492515,0.007007135447098818
MED1,0.5764305566561654,3.301575074077301,0.0018623074470016402,0.007007135447098818
UGT2A1,-1.3835453112753742,-3.3097588849153987,0.0018627269168301408,0.007007135447098818
GPBP1,0.4194654969165752,3.271551108524436,0.0018667924308130256,0.007020325159974808
ZC3H18,0.5848089327984742,3.2657199892368634,0.001868853256544751,0.007025970329262132
