gene,log2FC,t,p,q
UBE2J1,-0.4572115605156508,-4.528086358909352,2.543714940293892e-05,0.001185822941664419
SULT1E1,-2.0930868564207588,-4.496689775695683,2.5626809644671048e-05,0.0011900696140375317
CHRM1,-1.6319700050864918,-4.565932389450549,2.5805613580430213e-05,0.0011937815263222773
SINHCAF,0.6470951620025387,4.491091882949275,2.608816877944857e-05,0.0012022463734468016
LITAF,1.412153343379659,4.487093322366158,2.6874743318784617e-05,0.0012337857446045836
EPAS1,-0.9400773612169875,-4.4797190073125845,2.8026712200597924e-05,0.0012817974360228004
ACTN1,0.5551341036550586,4.500849812576307,2.8224451145412463e-05,0.0012859698986026796
CP,1.9498077718437106,4.464743744882901,2.875124104892681e-05,0.0013050469339276028
TGM2,-0.7086019579907159,-4.507583991312737,2.9269660978598187e-05,0.0013146194657585957
MYO5C,1.6361975009472496,4.460813026901547,2.9287909058802097e-05,0.0013146194657585957
PPP1R16A,0.8146756998259734,4.51677373524629,2.9288772261807374e-05,0.0013146194657585957
ADM5,1.7940639648937466,4.564383788809578,2.9627265900535635e-05,0.0013213814216713254
CCL23,-1.3497249603075394,-4.455394423574336,2.965830422999248e-05,0.0013213814216713254
TMTC1,-0.8890241971020876,-4.450357119314781,3.018272832530545e-05,0.0013398024330872722
BVES,-1.1735244912434215,-4.448583370024611,3.079893293762931e-05,0.0013621476787140524
CADM3,1.637479441331252,4.456310327059831,3.108078297905835e-05,0.0013695962543399654
ORC4,-0.5569669389901692,-4.445524840766902,3.1441042868950576e-05,0.0013804332785443973
MAP2,-1.4622353315720682,-4.554692051163021,3.1806360104234016e-05,0.0013914130141250778
PLEKHA2,-1.4529212458802476,-4.6754063927034775,3.196890757978851e-05,0.0013929510972314832
PDE1C,-1.7655464540486694,-4.477043393827671,3.2169229840349996e-05,0.0013929510972314832
CAPZA2,-0.5167162337180908,-4.469508393530711,3.218762267082854e-05,0.0013929510972314832
SCNN1B,-1.474509259343237,-4.432176877520642,3.270324352218965e-05,0.0014102105795961353
MYL9,0.8091820791348718,4.433253799104721,3.2922019598883085e-05,0.0014145924008431116
AOC3,1.40827941148024,4.490572186641109,3.312581067944441e-05,0.0014183015537007511
IER2,-0.8111083884970967,-4.437032457939476,3.370737958012823e-05,0.0014381021238532446
RPS6KA4,-0.8083098350731608,-4.57896183558035,3.561336290353391e-05,0.0015140695200608044
TOR3A,0.7549668175398132,4.431512563800857,3.649453595536477e-05,0.0015460878144739447
LAPTM4B,1.1007077295772234,4.3888028203435825,3.783236088726919e-05,0.0015958437162428133
PHLDA3,1.2282383769262801,4.415352025358604,3.79333399504462e-05,0.0015958437162428133
RNF181,-0.37079686090264463,-4.392125694411414,3.822770900724685e-05,0.0016026436060885365
ID4,-1.492060260813719,-4.39537039528662,3.8550728694761435e-05,0.0016105934195866766
GIMAP8,-0.7230489380542648,-4.38616965129337,3.8969054535498295e-05,0.0016159143102026739
FAM118A,1.4112104600367386,4.380518340358165,3.907796310074656e-05,0.0016159143102026739
PDE3B,-1.7179001293868956,-4.4802317425900595,3.907959073870969e-05,0.0016159143102026739
TMCC3,1.1502032822704766,4.422728310891033,3.9368407704074596e-05,0.0016223008690068146
PPFIBP1,-0.7016828246535969,-4.388830133200382,3.9733700018437104e-05,0.0016317846735462913
GSTO1,-0.5330828366090294,-4.398655158828739,4.023747747207976e-05,0.0016468722135521729
PGC,-1.8882278107767763,-4.418683379319557,4.138760116356641e-05,0.0016833541878865912
CTDSPL,-1.3246423741878828,-4.397482635063377,4.1407668858896605e-05,0.0016833541878865912
MGLL,1.2308880241190288,4.360107852302031,4.349868301066532e-05,0.0017624265056066211
SERBP1,0.40234372049173217,4.449338569614472,4.372522505421379e-05,0.0017656801582092887
CLEC3B,-1.1794131878611136,-4.387823774993557,4.4453459621855145e-05,0.0017838162245164709
FXYD6,-1.131284993693681,-4.50671901536747,4.447914044692999e-05,0.0017838162245164709
ATP8B1,0.678361192059957,4.347797568070361,4.461756665595281e-05,0.0017838162245164709
SUN2,-0.6919458825162925,-4.365504427235396,4.5593700891097854e-05,0.001816826219667048
