screen_id,gate_r2_logsize,n_sets_used,has_scores,before_rho2,before_r2_linear,source_id,C1_hypergeom_rho2,C1_hypergeom_top10,C1_hypergeom_r2_linear,C2_perm_z_rho2,C2_perm_z_top10,C2_perm_z_r2_linear,C3_camera_rho0_rho2,C3_camera_rho0_top10,C3_camera_rho0_r2_linear,C4_vif_rho01_rho2,C4_vif_rho01_top10,C4_vif_rho01_r2_linear,C4_vif_rho05_rho2,C4_vif_rho05_top10,C4_vif_rho05_r2_linear,C5_residual_rho2,C5_residual_top10,C5_residual_r2_linear
404,0.2262,50,True,0.0804,0.1838,29083409,0.047,9,0.0301,0.131,9,0.0006,0.1181,9,0.0678,0.0564,9,0.037,0.0141,9,0.0183,0.0208,9,0.0
405,0.7203,50,True,0.5971,0.6384,28775154,0.0307,5,0.0117,0.016,5,0.0088,0.0063,1,0.0001,0.0766,1,0.0356,0.1488,1,0.1098,0.0296,2,0.0
406,0.2237,50,True,0.1013,0.186,29083409,0.0805,9,0.0268,0.1009,9,0.0012,0.0903,9,0.0644,0.0377,9,0.036,0.0168,9,0.0188,0.0146,9,0.0
407,0.2546,50,True,0.1251,0.2172,29083409,0.0392,9,0.0265,0.0712,9,0.0019,0.0779,9,0.052,0.0208,9,0.0271,0.0011,9,0.0125,0.0253,9,-0.0
408,0.2235,50,True,0.1125,0.1927,29083409,0.0556,9,0.0274,0.0802,9,0.0023,0.0809,9,0.0595,0.0266,9,0.0304,0.009,9,0.0135,0.0172,9,0.0
409,0.209,50,True,0.1218,0.1773,29083409,0.0982,9,0.0272,0.1171,9,0.0007,0.1482,9,0.0665,0.0762,9,0.0387,0.0341,9,0.0213,0.0141,9,-0.0
410,0.2025,50,True,0.067,0.1591,29083409,0.087,9,0.0255,0.1395,9,0.0003,0.1598,9,0.0778,0.0819,9,0.0477,0.045,9,0.0287,0.0248,9,0.0
411,0.2003,50,True,0.0983,0.1637,29083409,0.0477,9,0.0259,0.1013,9,0.0006,0.1284,9,0.0657,0.0573,9,0.0396,0.0277,9,0.023,0.0254,8,0.0
412,0.227,50,True,0.1268,0.1981,29083409,0.0737,9,0.027,0.0932,9,0.0013,0.1137,9,0.0586,0.0481,9,0.0299,0.0064,9,0.0136,0.0083,9,0.0
413,0.2301,50,True,0.1204,0.2029,29083409,0.0811,9,0.0294,0.094,9,0.0025,0.1556,9,0.0706,0.0845,9,0.04,0.0418,9,0.0213,0.0137,9,0.0
414,0.2337,50,True,0.093,0.1874,29083409,0.0961,9,0.0287,0.1085,9,0.0007,0.1478,9,0.0704,0.0734,9,0.038,0.0313,9,0.0187,0.0126,9,-0.0
415,0.2249,50,True,0.1082,0.2011,29083409,0.0808,9,0.033,0.1099,9,0.0023,0.1857,9,0.075,0.1044,9,0.0431,0.0435,9,0.0233,0.0258,9,0.0
416,0.3166,50,True,0.1632,0.2584,29083409,0.0111,9,0.0301,0.0467,9,0.0066,0.0645,9,0.0582,0.0211,9,0.0317,0.0022,9,0.0154,0.0136,9,0.0
418,0.2437,50,True,0.1246,0.2064,29083409,0.054,9,0.0328,0.0821,9,0.0045,0.1161,9,0.0574,0.0481,9,0.0308,0.0175,9,0.015,0.0205,9,0.0
419,0.25,50,True,0.1151,0.2145,29083409,0.0493,9,0.0295,0.0738,9,0.0021,0.1299,9,0.0701,0.0785,9,0.0416,0.0336,9,0.0237,0.0184,9,0.0
420,0.2567,50,True,0.1071,0.2127,29083409,0.0499,8,0.0214,0.0967,8,0.0006,0.1106,9,0.0623,0.0539,9,0.0348,0.0186,9,0.018,0.0351,8,0.0
421,0.2316,50,True,0.1102,0.2012,29083409,0.0636,9,0.026,0.0864,9,0.0004,0.0929,9,0.0577,0.0314,9,0.03,0.007,9,0.0139,0.0162,9,0.0
422,0.1832,50,True,0.0967,0.1532,29083409,0.1217,9,0.0257,0.1352,9,0.0004,0.0955,9,0.0559,0.0401,9,0.0299,0.0108,9,0.0145,0.015,9,-0.0
423,0.1937,50,True,0.0869,0.1679,29083409,0.1023,9,0.0299,0.1194,9,0.0004,0.111,9,0.0583,0.0434,9,0.0315,0.0137,9,0.0157,0.0208,9,-0.0
424,0.2783,50,True,0.1189,0.2313,29083409,0.0799,9,0.0285,0.0963,9,0.002,0.142,9,0.067,0.066,9,0.0377,0.0336,9,0.0199,0.0212,9,0.0
425,0.227,50,True,0.0857,0.1823,29083409,0.0626,9,0.0286,0.1038,9,0.001,0.1483,9,0.0699,0.0782,9,0.0374,0.0338,9,0.0181,0.0165,8,0.0
426,0.2063,50,True,0.0894,0.1871,29083409,0.0471,9,0.0255,0.0872,9,0.0017,0.1338,8,0.0627,0.0768,8,0.0359,0.0289,8,0.0194,0.0228,8,0.0
427,0.2312,50,True,0.1236,0.1962,29083409,0.05,9,0.0272,0.0835,9,0.0012,0.1578,9,0.0689,0.097,9,0.0411,0.0448,9,0.0239,0.0136,9,-0.0
428,0.2724,50,True,0.1371,0.2343,29083409,0.0672,9,0.0258,0.1001,9,0.0025,0.1447,9,0.0669,0.0739,9,0.0418,0.0389,9,0.0255,0.0184,8,0.0
429,0.2999,50,True,0.1241,0.2474,29083409,0.0543,9,0.0309,0.0912,9,0.0042,0.1046,9,0.0613,0.0463,9,0.0349,0.0161,9,0.0186,0.0282,9,0.0
430,0.2009,50,True,0.1079,0.1698,29083409,0.0912,9,0.0269,0.1143,9,0.0015,0.1431,9,0.0718,0.0853,9,0.0429,0.0362,9,0.0248,0.0212,9,0.0
431,0.1628,50,True,0.0665,0.127,29083409,0.0849,9,0.0239,0.1363,9,0.0003,0.1092,9,0.0566,0.0467,9,0.03,0.0193,9,0.0143,0.0305,8,0.0
432,0.2278,50,True,0.0797,0.1932,29083409,0.0968,9,0.0315,0.1225,9,0.0011,0.1447,9,0.0694,0.0804,9,0.039,0.0283,9,0.0207,0.0214,9,0.0
433,0.2348,50,True,0.1186,0.2041,29083409,0.0863,9,0.0226,0.1115,9,0.0014,0.1557,9,0.0695,0.0769,9,0.0425,0.0402,9,0.0254,0.027,8,0.0
434,0.236,50,True,0.1208,0.206,29083409,0.1043,9,0.0254,0.1214,9,0.0009,0.1969,9,0.081,0.1334,9,0.0512,0.0694,9,0.032,0.0182,9,0.0
435,0.2084,50,True,0.0754,0.1694,29083409,0.0807,9,0.0284,0.1006,9,0.0024,0.1328,10,0.0633,0.0602,10,0.0372,0.0299,10,0.021,0.0178,9,0.0
436,0.2254,50,True,0.1116,0.189,29083409,0.1395,9,0.023,0.154,9,0.0,0.1412,9,0.0559,0.0639,9,0.0302,0.0189,9,0.0149,0.0225,9,0.0
437,0.2522,50,True,0.1142,0.2117,29083409,0.0821,9,0.0326,0.0964,9,0.0026,0.1666,9,0.0697,0.0704,9,0.0375,0.0248,9,0.0182,0.0119,9,0.0
438,0.2757,50,True,0.1378,0.2329,29083409,0.0395,9,0.028,0.078,9,0.0046,0.1357,9,0.0623,0.0524,9,0.0351,0.0187,9,0.0184,0.0211,9,-0.0
439,0.2173,50,True,0.1148,0.1876,29083409,0.0898,9,0.0305,0.111,9,0.001,0.1149,9,0.0632,0.0602,9,0.0373,0.019,9,0.0209,0.0111,9,0.0
440,0.2505,50,True,0.1166,0.2162,29083409,0.0214,9,0.0302,0.0661,9,0.0055,0.1151,9,0.0647,0.0421,9,0.0336,0.0063,9,0.0153,0.0184,9,0.0
441,0.2483,50,True,0.1401,0.2156,29083409,0.065,9,0.0253,0.1148,9,0.0014,0.1091,9,0.0557,0.0355,9,0.0287,0.0103,9,0.013,0.0229,9,0.0
442,0.2787,50,True,0.1509,0.2455,29083409,0.073,9,0.0311,0.0905,9,0.005,0.1229,9,0.0652,0.0639,9,0.0366,0.0277,9,0.0192,0.0125,9,0.0
443,0.2475,50,True,0.123,0.2248,29083409,0.0595,9,0.0333,0.0811,9,0.0052,0.1415,9,0.0631,0.0601,9,0.0334,0.0184,9,0.0161,0.0303,9,-0.0
444,0.2358,50,True,0.1582,0.2056,29083409,0.0801,9,0.0244,0.0946,9,0.0011,0.113,9,0.0623,0.0435,9,0.0325,0.02,9,0.0154,0.0136,9,0.0
445,0.2574,50,True,0.1142,0.2149,29083409,0.0942,9,0.0288,0.1087,9,0.0011,0.1848,9,0.0668,0.0831,9,0.0374,0.0276,9,0.0199,0.0178,9,0.0
446,0.254,50,True,0.1059,0.2035,29083409,0.0934,9,0.026,0.1404,9,0.0012,0.169,9,0.0679,0.0861,9,0.037,0.0351,9,0.0188,0.0272,9,-0.0
447,0.2488,50,True,0.1345,0.2078,29083409,0.0768,9,0.0268,0.0977,9,0.0026,0.1087,9,0.0618,0.048,9,0.0337,0.0146,9,0.0172,0.0188,9,0.0
448,0.2002,50,True,0.1004,0.1725,29083409,0.1117,9,0.0293,0.1274,9,0.0013,0.1807,9,0.0811,0.1022,9,0.0489,0.0476,9,0.0285,0.0235,9,0.0
449,0.1934,50,True,0.106,0.1671,29083409,0.1312,9,0.021,0.1574,9,0.0001,0.1957,9,0.0622,0.0934,9,0.0326,0.0392,9,0.0154,0.0174,9,0.0
450,0.2362,50,True,0.1294,0.2063,29083409,0.0862,9,0.0219,0.1008,9,0.0008,0.1019,9,0.0604,0.0427,9,0.033,0.016,9,0.0168,0.0199,9,0.0
451,0.2416,50,True,0.1226,0.1991,29083409,0.0549,9,0.0274,0.0864,9,0.0029,0.1678,9,0.0803,0.0828,9,0.0474,0.0452,9,0.0265,0.0202,9,0.0
452,0.2179,50,True,0.1197,0.1963,29083409,0.0704,9,0.0277,0.0906,9,0.0018,0.0864,9,0.0574,0.0231,9,0.0313,0.0008,9,0.0155,0.0081,9,-0.0
453,0.2501,50,True,0.0867,0.2076,29083409,0.0268,9,0.0249,0.0754,9,0.002,0.1106,9,0.0604,0.0333,9,0.0314,0.0069,9,0.0147,0.0221,9,0.0
454,0.2101,50,True,0.1178,0.1852,29083409,0.0973,9,0.025,0.1267,9,0.0009,0.1436,9,0.064,0.071,9,0.0375,0.0326,9,0.0212,0.0368,8,0.0
455,0.2076,50,True,0.1086,0.1835,29083409,0.1172,9,0.0282,0.1401,9,0.0006,0.1856,9,0.0771,0.1031,9,0.0451,0.0453,9,0.0252,0.0198,9,-0.0
456,0.2334,50,True,0.1093,0.1992,29083409,0.0988,9,0.0309,0.1107,9,0.0022,0.1742,9,0.0781,0.0979,9,0.0479,0.061,9,0.0286,0.0211,9,0.0
457,0.1973,50,True,0.0798,0.1722,29083409,0.0721,9,0.0259,0.1121,9,0.0006,0.1538,9,0.0683,0.0827,9,0.0387,0.0355,9,0.0207,0.0266,9,-0.0
458,0.1345,50,True,0.0631,0.1121,29083409,0.1178,9,0.0268,0.1416,9,0.0009,0.1256,9,0.0651,0.0621,9,0.0397,0.0228,9,0.0231,0.015,9,0.0
459,0.2245,50,True,0.0841,0.1814,29083409,0.0638,9,0.031,0.1091,9,0.0027,0.1431,9,0.0736,0.0721,9,0.0439,0.0318,9,0.0251,0.0216,9,0.0
460,0.2069,50,True,0.0954,0.1703,29083409,0.1031,8,0.0238,0.1229,8,0.0005,0.1924,8,0.0674,0.1272,8,0.0416,0.076,8,0.0252,0.0148,8,-0.0
461,0.2689,50,True,0.1179,0.222,29083409,0.0449,9,0.0326,0.0801,9,0.0022,0.1302,9,0.0652,0.0584,9,0.0355,0.0181,9,0.0178,0.0141,8,0.0
462,0.2086,50,True,0.1067,0.175,29083409,0.1032,10,0.0253,0.1163,10,0.0001,0.1356,9,0.068,0.0635,10,0.0347,0.008,10,0.0153,0.0136,10,0.0
463,0.2072,50,True,0.104,0.1751,29083409,0.1043,9,0.0221,0.132,9,0.0002,0.1987,9,0.0714,0.1186,9,0.0401,0.0489,9,0.0211,0.0256,9,0.0
464,0.2311,50,True,0.097,0.1952,29083409,0.0444,9,0.0269,0.082,9,0.002,0.1376,9,0.0653,0.0532,9,0.0344,0.0161,9,0.0162,0.0119,9,0.0
465,0.2759,50,True,0.1122,0.2331,29083409,0.0493,9,0.0303,0.0905,9,0.0027,0.1495,9,0.0699,0.0786,9,0.0381,0.0387,9,0.0193,0.0177,9,0.0
466,0.3064,50,True,0.1449,0.2552,29083409,0.0708,9,0.033,0.0897,9,0.0042,0.0862,9,0.0633,0.0321,9,0.0328,0.0059,9,0.015,0.0176,9,0.0
467,0.2072,50,True,0.0911,0.1715,29083409,0.1226,9,0.0258,0.1415,9,0.0004,0.1819,9,0.0664,0.1136,9,0.0385,0.0398,9,0.0211,0.0139,9,0.0
468,0.2467,50,True,0.1435,0.2115,29083409,0.0822,8,0.0221,0.1056,8,0.0005,0.1427,9,0.0584,0.0496,9,0.0316,0.0137,9,0.0157,0.0129,8,0.0
469,0.2428,50,True,0.1071,0.2007,29083409,0.1203,9,0.0266,0.1302,9,0.0019,0.1961,9,0.074,0.1325,9,0.0439,0.0598,9,0.025,0.0158,8,0.0
470,0.2312,50,True,0.0848,0.1947,29083409,0.0513,9,0.0299,0.0911,9,0.0027,0.1703,9,0.0685,0.076,9,0.0381,0.0321,9,0.0198,0.0133,8,0.0
471,0.2103,50,True,0.1118,0.1889,29083409,0.0665,9,0.0269,0.1091,9,0.0012,0.1584,9,0.0673,0.0695,9,0.0395,0.0266,9,0.0221,0.0214,9,0.0
472,0.2329,50,True,0.1158,0.1976,29083409,0.0669,9,0.0292,0.1187,9,0.0016,0.1541,9,0.0735,0.077,9,0.043,0.0349,9,0.0239,0.0202,9,0.0
473,0.2483,50,True,0.1379,0.2165,29083409,0.0194,9,0.03,0.0663,9,0.005,0.142,9,0.0654,0.0472,9,0.0389,0.0207,9,0.0219,0.013,9,-0.0
474,0.2213,50,True,0.1127,0.1876,29083409,0.0937,9,0.0251,0.1124,9,0.0008,0.1791,9,0.0704,0.0848,9,0.0408,0.0263,9,0.0224,0.0084,9,0.0
475,0.3109,50,True,0.1529,0.2609,29083409,0.0301,9,0.029,0.0611,9,0.0058,0.12,9,0.0627,0.0645,9,0.0345,0.0226,9,0.0173,0.0289,9,0.0
476,0.2448,50,True,0.1239,0.2042,29083409,0.0876,10,0.026,0.1018,10,0.0014,0.0853,10,0.0562,0.0265,10,0.0296,0.0038,9,0.014,0.0093,9,0.0
477,0.2718,50,True,0.1005,0.2196,29083409,0.0343,10,0.0323,0.0684,10,0.0037,0.1478,9,0.067,0.0598,9,0.0362,0.0237,9,0.0176,0.0127,8,-0.0
478,0.2491,50,True,0.1164,0.2196,29083409,0.0179,9,0.0273,0.0567,9,0.0056,0.1098,9,0.0609,0.0477,9,0.0343,0.0185,9,0.0181,0.0169,9,0.0
479,0.2406,50,True,0.0859,0.1934,29083409,0.0393,9,0.0262,0.0897,9,0.0023,0.1594,9,0.0713,0.0785,9,0.0415,0.0392,9,0.023,0.0203,9,-0.0
480,0.2143,50,True,0.0977,0.1793,29083409,0.0248,10,0.0307,0.0848,10,0.0055,0.1323,9,0.0722,0.0731,9,0.0439,0.0406,9,0.0256,0.0181,9,0.0
481,0.2256,50,True,0.0846,0.1945,29083409,0.0233,9,0.0277,0.0752,9,0.0019,0.1682,9,0.07,0.0976,9,0.0428,0.0511,9,0.0256,0.0142,9,0.0
482,0.2656,50,True,0.1331,0.2236,29083409,0.0477,9,0.0239,0.087,9,0.0014,0.1306,9,0.0618,0.0677,9,0.0337,0.027,9,0.0171,0.0168,8,-0.0
483,0.2099,50,True,0.0873,0.179,29083409,0.074,9,0.0252,0.102,9,0.0004,0.1092,9,0.0604,0.0558,9,0.0345,0.0264,9,0.0188,0.0274,9,0.0
484,0.2567,50,True,0.1234,0.2214,29083409,0.0273,9,0.0256,0.08,9,0.0024,0.1121,9,0.0631,0.063,9,0.0349,0.0322,9,0.0181,0.0194,9,0.0
485,0.2309,50,True,0.0975,0.1927,29083409,0.1094,10,0.0273,0.1306,10,0.0008,0.0837,9,0.0541,0.0313,9,0.0267,0.0037,9,0.0114,0.0205,10,0.0
486,0.2142,50,True,0.096,0.1824,29083409,0.1033,10,0.0301,0.1197,9,0.0014,0.1255,9,0.0643,0.0485,9,0.0361,0.0168,9,0.0187,0.0236,9,0.0
487,0.249,50,True,0.1401,0.2144,29083409,0.114,9,0.0262,0.1281,9,0.0011,0.0966,9,0.0571,0.0333,9,0.0324,0.006,9,0.017,0.0226,9,0.0
488,0.2552,50,True,0.12,0.2211,29083409,0.0827,9,0.0289,0.1054,9,0.0012,0.1648,9,0.0739,0.0882,9,0.0435,0.0367,9,0.0245,0.0196,9,-0.0
489,0.2151,50,True,0.1039,0.1807,29083409,0.0772,9,0.0289,0.1211,9,0.0006,0.1807,9,0.0729,0.1036,9,0.0447,0.0496,9,0.0267,0.021,9,0.0
490,0.2927,50,True,0.125,0.2358,29083409,0.0437,9,0.0255,0.092,9,0.0022,0.1197,9,0.0603,0.0633,9,0.0335,0.0324,9,0.0174,0.0226,9,0.0
491,0.1847,50,True,0.0902,0.154,29083409,0.0922,10,0.0333,0.0987,10,0.0027,0.1636,9,0.0705,0.0921,9,0.0419,0.0441,9,0.0241,0.0063,9,-0.0
492,0.2244,50,True,0.1047,0.1879,29083409,0.0711,9,0.026,0.0847,9,0.0008,0.0937,9,0.0637,0.0431,9,0.0361,0.0167,9,0.0192,0.0125,8,0.0
493,0.2663,50,True,0.0978,0.2114,29083409,0.0588,9,0.0312,0.0873,9,0.0021,0.1403,9,0.0729,0.0787,9,0.0458,0.0443,9,0.028,0.0243,9,0.0
494,0.2817,50,True,0.0955,0.2281,29083409,0.0639,9,0.0348,0.099,9,0.0031,0.192,9,0.0878,0.1092,9,0.0529,0.0531,9,0.0303,0.0196,9,0.0
495,0.1931,50,True,0.1201,0.1659,29083409,0.1301,9,0.0271,0.1453,9,0.0003,0.174,9,0.0671,0.0885,9,0.0389,0.0269,9,0.0214,0.02,9,0.0
496,0.2143,50,True,0.1278,0.1815,29083409,0.0627,9,0.0245,0.1037,9,0.0022,0.1195,9,0.0606,0.0613,9,0.0317,0.0197,9,0.0151,0.0186,9,-0.0
497,0.2423,50,True,0.1066,0.2046,29083409,0.0512,9,0.0277,0.0809,9,0.0034,0.1307,10,0.0664,0.0833,9,0.0387,0.039,9,0.0219,0.0161,9,-0.0
498,0.2203,50,True,0.076,0.1856,29083409,0.0782,9,0.0316,0.1218,9,0.0017,0.0963,9,0.0581,0.0285,9,0.03,0.0061,9,0.0135,0.0279,9,0.0
5,0.4128,50,True,0.3682,0.3775,25307932,0.0068,9,0.0532,0.0009,9,0.0235,0.1984,9,0.0966,0.1393,9,0.0542,0.0529,9,0.0276,0.0,9,0.0
503,0.2357,50,True,0.1256,0.2005,28985567,0.0567,8,0.0206,0.0825,8,0.0,0.1415,8,0.0537,0.0511,8,0.0236,0.0258,8,0.0085,0.0155,8,0.0
504,0.5959,50,True,0.344,0.5428,28985567,0.042,8,0.0198,0.0573,8,0.0005,0.0742,7,0.0404,0.0198,7,0.0138,0.0056,7,0.0028,0.0232,7,0.0
505,0.3378,50,True,0.2764,0.34,28985567,0.0057,9,0.008,0.0004,9,0.0019,0.0,7,0.0134,0.0196,6,0.0,0.0455,6,0.0107,0.0014,7,-0.0
506,0.4604,50,True,0.2866,0.4231,28985567,0.0115,8,0.0321,0.0183,8,0.0061,0.0896,8,0.0389,0.0063,7,0.0105,0.0,7,0.0008,0.0121,7,0.0
507,0.2123,50,True,0.1198,0.2131,28985567,0.0284,7,0.0021,0.0485,7,0.0036,0.0258,6,0.038,0.0005,6,0.0108,0.0014,5,0.0009,0.0071,7,-0.0
508,0.5573,50,True,0.3622,0.528,28985567,0.0007,8,0.0403,0.0037,8,0.0162,0.1788,6,0.0889,0.1059,6,0.0464,0.0665,6,0.022,0.0126,7,0.0
509,0.2218,50,True,0.0974,0.1845,29083409,0.0976,9,0.0268,0.1246,9,0.0006,0.1194,9,0.0653,0.0544,9,0.0382,0.0206,9,0.0214,0.0212,9,0.0
510,0.2319,50,True,0.1194,0.199,29083409,0.0894,9,0.0284,0.1092,9,0.0019,0.1242,9,0.0669,0.0651,9,0.0386,0.0318,9,0.0212,0.0139,9,-0.0
511,0.1963,50,True,0.1036,0.1631,29083409,0.0991,9,0.0227,0.1376,9,0.0006,0.1678,9,0.073,0.0804,9,0.0412,0.0394,9,0.0214,0.0253,9,-0.0
512,0.2421,50,True,0.1334,0.2056,29083409,0.0622,9,0.0273,0.0893,9,0.0035,0.0946,9,0.0625,0.0313,9,0.036,0.0088,9,0.0195,0.0185,8,0.0
513,0.2631,50,True,0.0979,0.2138,29083409,0.0685,9,0.0311,0.1096,9,0.0022,0.1645,9,0.0748,0.0728,9,0.0446,0.026,9,0.0254,0.015,9,0.0
514,0.2338,50,True,0.105,0.1986,29083409,0.0884,9,0.0248,0.104,9,0.0012,0.1222,9,0.0627,0.0704,9,0.0349,0.0217,9,0.0181,0.0205,9,0.0
515,0.217,50,True,0.127,0.1934,29083409,0.0944,9,0.0264,0.1195,9,0.0021,0.1402,9,0.069,0.0805,9,0.0408,0.0308,9,0.0229,0.0141,9,-0.0
516,0.1935,50,True,0.1325,0.1681,29083409,0.1061,9,0.0199,0.1296,9,0.0,0.1676,9,0.0687,0.0905,10,0.0424,0.0484,10,0.0255,0.0137,9,0.0
517,0.2264,50,True,0.1384,0.2068,29083409,0.0706,9,0.0282,0.0908,9,0.0015,0.1398,9,0.0703,0.0647,9,0.0446,0.0279,9,0.0278,0.022,9,-0.0
518,0.2299,50,True,0.1495,0.2095,29083409,0.044,9,0.0292,0.0563,9,0.0043,0.1016,9,0.0696,0.0413,9,0.0415,0.0079,9,0.0233,0.0073,9,0.0
519,0.223,50,True,0.1092,0.1835,29083409,0.1332,9,0.0268,0.1422,9,0.0012,0.1229,9,0.0706,0.0796,9,0.0439,0.0392,9,0.0268,0.0274,9,-0.0
520,0.2461,50,True,0.1123,0.2088,29083409,0.0635,9,0.0295,0.103,9,0.0023,0.1483,9,0.0633,0.0577,9,0.0362,0.0159,9,0.0194,0.0157,9,0.0
521,0.1905,50,True,0.0923,0.1651,29083409,0.0258,9,0.0326,0.0745,9,0.0066,0.132,9,0.0674,0.067,9,0.0392,0.018,9,0.0211,0.0209,9,0.0
522,0.2476,50,True,0.1226,0.2175,29083409,0.0382,9,0.0272,0.0845,9,0.003,0.144,9,0.0682,0.0808,9,0.039,0.0376,9,0.0209,0.0216,9,0.0
523,0.2511,50,True,0.0998,0.2092,29083409,0.0586,9,0.0295,0.1078,9,0.0021,0.1409,9,0.0691,0.0813,9,0.0401,0.0286,9,0.0222,0.0155,9,0.0
524,0.2304,50,True,0.0913,0.192,29083409,0.033,9,0.0243,0.0714,9,0.0013,0.0865,9,0.0588,0.036,9,0.0305,0.0068,9,0.0141,0.02,9,-0.0
525,0.1926,50,True,0.1024,0.1661,29083409,0.0722,9,0.0233,0.116,9,0.0008,0.1815,9,0.0673,0.1004,9,0.0378,0.0576,9,0.0197,0.0232,9,0.0
526,0.2269,50,True,0.0868,0.1879,29083409,0.064,9,0.0304,0.1112,9,0.0018,0.1285,9,0.0679,0.0503,9,0.036,0.0122,9,0.0171,0.0167,9,0.0
527,0.2319,50,True,0.1013,0.1962,29083409,0.0861,9,0.0306,0.106,9,0.0013,0.1083,9,0.0632,0.024,9,0.0319,0.0043,9,0.0136,0.0183,9,-0.0
528,0.2658,50,True,0.1356,0.2259,29083409,0.0466,9,0.0297,0.0685,9,0.0042,0.0858,9,0.0594,0.0331,9,0.0324,0.0065,9,0.0162,0.0104,9,0.0
529,0.2469,50,True,0.1205,0.2133,29083409,0.0077,9,0.0219,0.0731,9,0.003,0.1179,9,0.0609,0.0618,9,0.0335,0.029,9,0.0172,0.0179,9,0.0
530,0.2145,50,True,0.0941,0.1796,29083409,0.0861,9,0.0326,0.1167,9,0.0039,0.1569,9,0.0769,0.0823,9,0.0483,0.0333,9,0.0294,0.0214,9,0.0
531,0.2459,50,True,0.1185,0.2066,29083409,0.0495,9,0.0231,0.0847,9,0.0012,0.1224,9,0.0664,0.0685,9,0.0362,0.0271,9,0.018,0.0154,9,0.0
532,0.2238,50,True,0.093,0.1843,29083409,0.0905,9,0.0284,0.1343,9,0.0014,0.1246,9,0.0648,0.0718,9,0.0379,0.0314,9,0.021,0.03,9,-0.0
533,0.2746,50,True,0.1009,0.2182,29083409,0.0747,9,0.0326,0.1212,9,0.0026,0.169,9,0.0797,0.0951,9,0.0438,0.0396,9,0.022,0.0267,9,-0.0
534,0.2516,50,True,0.136,0.2187,29083409,0.06,9,0.029,0.0776,9,0.0021,0.1319,9,0.0604,0.0521,9,0.0319,0.0188,9,0.0153,0.0073,9,0.0
535,0.1561,50,True,0.0773,0.1333,29083409,0.1079,8,0.0275,0.1225,8,0.001,0.1254,9,0.0621,0.0606,9,0.0373,0.0277,9,0.0214,0.0158,8,-0.0
536,0.2829,50,True,0.1238,0.2328,29083409,0.0827,9,0.0244,0.0974,9,0.002,0.1129,9,0.0632,0.0554,9,0.0342,0.0248,9,0.0169,0.0157,9,0.0
537,0.2721,50,True,0.1157,0.2334,27260156,0.0565,9,0.0266,0.0719,9,0.0022,0.0959,9,0.0482,0.0265,8,0.0215,0.0028,8,0.0078,0.0108,9,0.0
538,0.3129,50,True,0.1374,0.2563,27260156,0.0401,9,0.0265,0.0864,9,0.0025,0.0715,9,0.0468,0.0164,9,0.0211,0.0002,9,0.0076,0.0253,8,-0.0
539,0.24,50,True,0.0946,0.1989,27260156,0.0617,9,0.0244,0.0957,9,0.0007,0.0662,9,0.0449,0.0129,9,0.0199,0.0004,9,0.007,0.0119,9,0.0
540,0.3074,50,True,0.1147,0.2557,27260156,0.0234,9,0.0287,0.0762,9,0.0048,0.0859,9,0.0442,0.017,8,0.0184,0.0002,8,0.0056,0.0228,8,0.0
541,0.251,50,True,0.1427,0.2074,27260156,0.0534,9,0.0246,0.0896,9,0.0023,0.0633,9,0.045,0.0148,9,0.0206,0.0008,8,0.0077,0.0221,8,0.0
542,0.2345,50,True,0.1166,0.1912,27260156,0.0884,9,0.028,0.0995,9,0.0008,0.1013,9,0.0557,0.0426,9,0.0264,0.0067,8,0.0107,0.0115,9,0.0
543,0.3101,50,True,0.1306,0.2559,27260156,0.0436,9,0.0296,0.0782,9,0.0043,0.0821,9,0.0493,0.0169,9,0.0228,0.0004,9,0.0086,0.0165,9,-0.0
544,0.2727,50,True,0.1054,0.2155,27260156,0.0372,9,0.0241,0.1001,9,0.0009,0.0989,9,0.0459,0.0165,8,0.02,0.0001,8,0.0067,0.0146,8,0.0
545,0.2621,50,True,0.1309,0.2193,27260156,0.0801,9,0.025,0.0933,9,0.0013,0.0891,9,0.0498,0.0242,9,0.0218,0.0009,8,0.0076,0.0177,9,0.0
546,0.2499,50,True,0.1201,0.2088,27260156,0.0786,9,0.0259,0.0897,9,0.0016,0.0974,9,0.0517,0.0389,9,0.0267,0.0107,9,0.0125,0.0158,9,0.0
547,0.2952,50,True,0.1116,0.2327,27260156,0.0238,9,0.0274,0.074,9,0.0026,0.0689,8,0.0489,0.0103,8,0.0202,0.0004,8,0.0061,0.0118,8,0.0
548,0.2636,50,True,0.0992,0.2099,27260156,0.0628,9,0.0247,0.1,9,0.0006,0.0772,9,0.0396,0.011,9,0.0157,0.0009,9,0.0044,0.0218,8,0.0
549,0.2897,50,True,0.1063,0.2325,27260156,0.0294,9,0.0257,0.0826,9,0.0031,0.0488,8,0.0414,0.004,8,0.0176,0.0008,8,0.0057,0.0147,9,0.0
550,0.3013,50,True,0.1504,0.2504,27260156,0.0073,10,0.0269,0.0669,10,0.0068,0.0488,9,0.0469,0.0049,9,0.0205,0.0002,8,0.0069,0.0145,9,0.0
551,0.3044,50,True,0.1149,0.2511,27260156,0.021,9,0.0277,0.0729,9,0.0038,0.098,9,0.0517,0.0259,9,0.0226,0.0022,8,0.0076,0.0159,8,0.0
