perturbation,target,u_z,cosine,delta,rank_u_z,rank_cosine,rank_delta,avg_rank
8402_SREBF2_P1P2_ENSG00000198911,SREBF2,7.056912138842358,0.16584485083345352,0.1608925029681531,1.0,1.0,6.0,2.6666666666666665
7686_SCAP_P1P2_ENSG00000114650,SCAP,4.821162908952059,0.13204039176240867,0.12393830614510466,33.0,2.0,46.0,27.0
8325_SPATA5L1_P1P2_ENSG00000171763,SPATA5L1,5.4426133259674,0.053421381940816935,0.11787017405471154,11.0,16.0,54.0,27.0
9390_TTC4_P1P2_ENSG00000243725,TTC4,5.644057439708954,0.039423216160366134,0.11029381026450749,8.0,46.0,69.0,41.0
5739_NOLC1_P1P2_ENSG00000166197,NOLC1,5.900752670480025,0.054878372534851505,0.09025433403507205,4.0,12.0,115.0,43.666666666666664
2557_EIF3M_P1P2_ENSG00000149100,EIF3M,4.906578017504886,0.05171292557983195,0.09901788832603045,27.0,17.0,89.0,44.333333333333336
4888_MBTPS2_P1P2_ENSG00000012174,MBTPS2,3.736472823184752,0.10933375585768718,0.15282990449735254,129.0,3.0,16.0,49.333333333333336
2611_EMC2_P1P2_ENSG00000104412,EMC2,4.827472643373198,0.07060751418279723,0.09055857844680812,32.0,6.0,114.0,50.666666666666664
1614_CINP_P1P2_ENSG00000100865,CINP,4.706148920885297,0.035259615111267475,0.13057108016920393,38.0,82.0,38.0,52.666666666666664
7427_RPF2_P1P2_ENSG00000197498,RPF2,4.718396030741098,0.03403854850780986,0.140434050830005,37.0,97.0,29.0,54.333333333333336
4887_MBTPS1_P1P2_ENSG00000140943,MBTPS1,4.001773786206908,0.09215605318678598,0.11163803917002496,99.0,5.0,66.0,56.666666666666664
5389_MYLIP_P1P2_ENSG00000007944,MYLIP,4.721550897951667,0.06383882440176852,0.08562562755206729,36.0,8.0,127.0,57.0
8826_TEX10_P1P2_ENSG00000136891,TEX10,4.83775517354098,0.03273554758749509,0.14343412864247082,30.0,121.0,25.0,58.666666666666664
1813_COX20_P1P2_ENSG00000203667,COX20,5.045100587669888,0.09397452247352087,0.07168738481855019,21.0,4.0,186.0,70.33333333333333
6740_PREB_P1P2_ENSG00000138073,PREB,4.656876120134991,0.056159255877369973,0.07598114992434889,39.0,11.0,163.0,71.0
5738_NOL9_P1P2_ENSG00000162408,NOL9,4.277532549797432,0.032776578637209515,0.1414030186994357,69.0,119.0,27.0,71.66666666666667
5861_NUDC_P1P2_ENSG00000090273,NUDC,4.189663655636384,0.03263337829815329,0.14643432264634976,81.0,124.0,21.0,75.33333333333333
4523_LAS1L_P1P2_ENSG00000001497,LAS1L,4.427155048432037,0.03493922873405309,0.1024399798540644,60.0,85.0,81.0,75.33333333333333
2554_EIF3J_P1P2_ENSG00000104131,EIF3J,4.239790990204322,0.05787416991436485,0.07871657385472647,72.0,10.0,152.0,78.0
2558_EIF4A1_P1P2_ENSG00000161960,EIF4A1,4.033672999113778,0.04312921466801578,0.08942568955825664,96.0,32.0,118.0,82.0
1129_SPOUT1_P1P2_ENSG00000198917,SPOUT1,4.643847687024676,0.029582399357002406,0.13665169771653232,42.0,185.0,32.0,86.33333333333333
859_BMS1_P1P2_ENSG00000165733,BMS1,5.7333284970747,0.02746745978958509,0.2142591439009747,7.0,250.0,2.0,86.33333333333333
7742_SEC23B_P1P2_ENSG00000101310,SEC23B,5.2855712136084865,0.06727072237288513,0.05823258601918175,15.0,7.0,259.0,93.66666666666667
5983_OSBP_P1P2_ENSG00000110048,OSBP,4.232254362979073,0.061274969344737064,0.06339657994885459,74.0,9.0,226.0,103.0
2553_EIF3I_P1P2_ENSG00000084623,EIF3I,4.918379557811091,0.028622835304181665,0.10541509708647169,25.0,214.0,76.0,105.0
3693_HERC1_P1P2_ENSG00000103657,HERC1,3.834215283245546,0.04291411706186341,0.07354470054405249,115.0,34.0,173.0,107.33333333333333
8622_SYNCRIP_P1P2_ENSG00000135316,SYNCRIP,4.564041231290639,0.029713733940792558,0.09831612186736319,52.0,178.0,93.0,107.66666666666667
5673_NIP7_P1P2_ENSG00000132603,NIP7,5.154877751670083,0.027329432366951203,0.11557046303096694,18.0,257.0,59.0,111.33333333333333
7057_RAC3_P1P2_ENSG00000169750,RAC3,4.184931354820529,0.054058768523336485,0.05859103859151003,82.0,14.0,258.0,118.0
1927_CTCF_P1P2_ENSG00000102974,CTCF,3.7583816232581517,0.03787766485248253,0.06907670808873115,125.0,55.0,194.0,124.66666666666667
2349_DPH5_P1P2_ENSG00000117543,DPH5,3.9712183130378724,0.03759756890836501,0.06359915160443698,103.0,58.0,225.0,128.66666666666666
5260_MRPS30_P1P2_ENSG00000112996,MRPS30,3.806405713019044,0.05008065539209733,0.06019314527619682,118.0,18.0,250.0,128.66666666666666
3069_FGF13_ENST00000315930.6_ENSG00000129682,FGF13,4.220598881340024,0.04437837024905375,0.051308505367519686,78.0,27.0,309.0,138.0
2577_EIF5B_P1P2_ENSG00000158417,EIF5B,3.73886818532611,0.03162229509562176,0.07860767599917712,128.0,139.0,153.0,140.0
8784_TCF4_P1P2_ENSG00000196628,TCF4,4.132817622379269,0.04799511828332713,0.050499243720574565,88.0,19.0,316.0,141.0
5285_MSL1_P1P2_ENSG00000188895,MSL1,4.238192821845047,0.05487245497799275,0.04735419385269543,73.0,13.0,344.0,143.33333333333334
4037_IFI27L1_P1P2_ENSG00000165948,IFI27L1,3.959884160466567,0.031504219395447265,0.07186760620727609,104.0,142.0,185.0,143.66666666666666
2346_DPH1_P1_ENSG00000108963,DPH1,4.597809995137106,0.03550396690101229,0.05043215188053943,45.0,79.0,317.0,147.0
924_BTF3_P1P2_ENSG00000145741,BTF3,3.2746246092070486,0.03139286612822878,0.09838283181532699,209.0,145.0,92.0,148.66666666666666
2131_DDX55_P1P2_ENSG00000111364,DDX55,4.069545007767291,0.029649667221988828,0.07298586802709082,94.0,180.0,175.0,149.66666666666666
9907_XRCC5_P1P2_ENSG00000079246,XRCC5,4.504566142024716,0.025172165410656318,0.11250460305368551,57.0,338.0,64.0,153.0
2548_EIF3D_P1P2_ENSG00000100353,EIF3D,2.856664485418165,0.03975943163642991,0.09915262220611677,329.0,43.0,88.0,153.33333333333334
789_BCCIP_P1P2_ENSG00000107949,BCCIP,3.4619993758651995,0.02801028713144337,0.10435078912403896,165.0,232.0,78.0,158.33333333333334
2297_DNAJC2_P1P2_ENSG00000105821,DNAJC2,3.550101963893698,0.029914354754039342,0.07774101597020591,147.0,172.0,158.0,159.0
6821_PRRC2C_P1P2_ENSG00000117523,PRRC2C,3.5023699914671176,0.03301721504367224,0.0658685984960856,156.0,115.0,213.0,161.33333333333334
8605_SURF6_P1P2_ENSG00000148296,SURF6,4.618869316406462,0.026268629320199903,0.08212117884323192,44.0,296.0,144.0,161.33333333333334
8317_SPAG7_P1P2_ENSG00000091640,SPAG7,4.473243632150553,0.024227274906899608,0.11171264552471495,59.0,375.0,65.0,166.33333333333334
4434_KLHL17_P1P2_ENSG00000187961,KLHL17,3.215686039573324,0.036181215295028914,0.06438786429474183,220.0,69.0,219.0,169.33333333333334
9982_ZBTB24_P1P2_ENSG00000112365,ZBTB24,4.897113415873178,0.03266427876983547,0.045451388799264414,28.0,123.0,369.0,173.33333333333334
3872_HNRNPL_P1_ENSG00000104824,HNRNPL,3.1258307475389535,0.03141858601920445,0.08279585683544886,248.0,143.0,138.0,176.33333333333334
10445_ZNF557_P1P2_ENSG00000130544,ZNF557,3.546888673216266,0.043021267325528446,0.04655506080821764,148.0,33.0,353.0,178.0
5734_NOL12_P1P2_ENSG00000273899,NOL12,3.6988714629645516,0.02699981131459337,0.08388848545791103,133.0,269.0,134.0,178.66666666666666
8986_TMEM115_P1P2_ENSG00000126062,TMEM115,3.7656845566159514,0.03582708242515815,0.047207836039628887,123.0,77.0,345.0,181.66666666666666
1192_CARF_P1P2_ENSG00000138380,CARF,3.9842467461481874,0.02320708637209072,0.13180196419374052,102.0,428.0,37.0,189.0
2119_DDX3X_P1P2_ENSG00000215301,DDX3X,3.2921623576962045,0.03314029385064375,0.05800051725072801,201.0,112.0,264.0,192.33333333333334
3395_GLIS1_ENST00000312233.2_ENSG00000174332,GLIS1,4.56795560357042,0.02216774135674013,0.11412999220925973,50.0,483.0,62.0,198.33333333333334
8517_STK24_P1P2_ENSG00000102572,STK24,4.8367035511374565,0.02094570089784023,0.1529037567498853,31.0,553.0,15.0,199.66666666666666
3649_HBE1_P1P2_ENSG00000213931,HBE1,2.6850841135290127,0.03427152276883412,0.09466315025704611,405.0,92.0,104.0,200.33333333333334
3059_FERMT2_P1P2_ENSG00000073712,FERMT2,3.5284268576877476,0.029108427745365758,0.05790408006792073,152.0,191.0,265.0,202.66666666666666
7013_RAB20_P1P2_ENSG00000139832,RAB20,3.4637520798710715,0.02792445562105655,0.06439967882423629,164.0,233.0,218.0,205.0
3501_GPKOW_P1P2_ENSG00000068394,GPKOW,3.0298409914840314,0.03549381616724657,0.05755068674471999,280.0,80.0,270.0,210.0
5909_NVL_P1P2_ENSG00000143748,NVL,4.076906364591953,0.02252319551435266,0.10159675806006466,93.0,461.0,85.0,213.0
9498_UBE2D3_P1P2_ENSG00000109332,UBE2D3,4.13941947413472,0.03582485418894141,0.0390041573889164,87.0,78.0,475.0,213.33333333333334
5234_MRPL50_P1P2_ENSG00000136897,MRPL50,3.045576762587638,0.047944512828600266,0.04678050910117788,271.0,20.0,350.0,213.66666666666666
10637_ZNF787_P1P2_ENSG00000142409,ZNF787,3.2817045571278354,0.03354215318107398,0.04796589148618603,205.0,101.0,335.0,213.66666666666666
291_AMFR_P1P2_ENSG00000159461,AMFR,3.5614361164650035,0.05371526887368216,0.03887534889700273,146.0,15.0,480.0,213.66666666666666
6066_PAQR4_P1P2_ENSG00000162073,PAQR4,3.184546331735665,0.03598747219117644,0.04663296824123643,228.0,74.0,352.0,218.0
8538_STRAP_P1P2_ENSG00000023734,STRAP,2.9696063971488975,0.035828669703004745,0.05652850059564048,303.0,76.0,279.0,219.33333333333334
607_ATF4_P1P2_ENSG00000128272,ATF4,3.3483552844499043,0.028856331170537045,0.05747679738039048,186.0,200.0,272.0,219.33333333333334
1301_CCDC86_P1P2_ENSG00000110104,CCDC86,5.125257053970848,0.02030721443295434,0.12878036465759746,19.0,602.0,42.0,221.0
8358_SPIDR_P1P2_ENSG00000164808,SPIDR,3.6158867875807594,0.02689458771793355,0.060103774084242556,139.0,277.0,251.0,222.33333333333334
6184_PDK2_P1P2_ENSG00000005882,PDK2,3.276563292043944,0.03972110957988405,0.04155560173148362,208.0,44.0,422.0,224.66666666666666
8602_SURF1_P1P2_ENSG00000148290,SURF1,3.658769612257761,0.03930661928738424,0.037931774484133436,136.0,47.0,500.0,227.66666666666666
7920_SIPA1_P1_ENSG00000213445,SIPA1,3.1669024447432204,0.030361226302690572,0.050122221259310824,234.0,160.0,321.0,238.33333333333334
2329_DOK1_P1P2_ENSG00000115325,DOK1,3.797853897294273,0.04558002825789591,0.03490264362578375,119.0,24.0,580.0,241.0
3040_FBXW9_P1P2_ENSG00000132004,FBXW9,3.0273232745957306,0.03414132627156965,0.046735849890758435,282.0,94.0,351.0,242.33333333333334
9618_URB2_P1P2_ENSG00000135763,URB2,3.9865836848226834,0.022969619389297577,0.0706224932908757,101.0,437.0,189.0,242.33333333333334
8418_SRP9_P1P2_ENSG00000143742,SRP9,2.9761612417244083,0.03804708648749688,0.04479591867409326,300.0,54.0,377.0,243.66666666666666
5946_OPA3_P2_ENSG00000125741,OPA3,2.8430611679249407,0.027892674235874146,0.07692860116255189,341.0,234.0,159.0,244.66666666666666
7643_SAMD4B_P1P2_ENSG00000179134,SAMD4B,2.866605825070488,0.028867402668967496,0.06427895497952343,327.0,199.0,220.0,248.66666666666666
6404_PKP3_P1_ENSG00000184363,PKP3,3.4145721444085204,0.0383831917794726,0.036565562328556865,172.0,52.0,530.0,251.33333333333334
9293_TRIP10_P2_ENSG00000125733,TRIP10,2.9154478433674536,0.03190769632364813,0.0519935806682063,313.0,137.0,306.0,252.0
4592_LIN37_P1P2_ENSG00000267796,LIN37,3.6906104016977683,0.025496391129596417,0.05202432818968306,135.0,322.0,305.0,254.0
7569_RRS1_P1P2_ENSG00000179041,RRS1,4.914757302865622,0.018650354198167622,0.1563583479472022,26.0,726.0,14.0,255.33333333333334
5253_MRPS23_P1P2_ENSG00000181610,MRPS23,2.8371603977718385,0.033194941118984723,0.049768780952908834,343.0,107.0,325.0,258.3333333333333
4380_KIF18B_P1P2_ENSG00000186185,KIF18B,3.059892253001351,0.02810160806352042,0.05242671832674431,265.0,228.0,300.0,264.3333333333333
8661_TAF1_P1P2_ENSG00000147133,TAF1,3.4017063580632034,0.021018636702680053,0.10786370619619877,174.0,548.0,72.0,264.6666666666667
8819_TERF2IP_P1P2_ENSG00000166848,TERF2IP,3.4799353801919564,0.027308142038513734,0.04452475399946457,160.0,258.0,383.0,267.0
6586_POU2F1_P1_ENSG00000143190,POU2F1,2.8836654773943082,0.027253646783800153,0.06228506894265717,323.0,262.0,237.0,274.0
8607_SUSD3_P1P2_ENSG00000157303,SUSD3,3.6415931130002153,0.04004235101185804,0.03301586973555281,137.0,41.0,646.0,274.6666666666667
6529_POLL_P1P2_ENSG00000166169,POLL,2.526113860196424,0.03342465800433964,0.058012107333023054,472.0,103.0,263.0,279.3333333333333
5935_OLA1_P1P2_ENSG00000138430,OLA1,3.74178935866923,0.032580042324021195,0.03457506624128062,127.0,127.0,588.0,280.6666666666667
6506_PODXL2_P1P2_ENSG00000114631,PODXL2,3.2262022636085557,0.03404774979443581,0.03650580432026562,218.0,96.0,532.0,282.0
2352_DPM1_P1P2_ENSG00000000419,DPM1,2.9273078071405205,0.03615819918271257,0.03912578458593716,309.0,70.0,471.0,283.3333333333333
8_AAMP_P1P2_ENSG00000127837,AAMP,3.4037511794033875,0.022718785996869665,0.06361433420638953,173.0,454.0,224.0,283.6666666666667
5217_MRPL35_P1P2_ENSG00000132313,MRPL35,2.7618525489862056,0.04388979125646737,0.04036194659640892,374.0,30.0,449.0,284.3333333333333
5221_MRPL39_P1P2_ENSG00000154719,MRPL39,2.65728192853903,0.042392387539470014,0.042884548403113884,414.0,37.0,404.0,285.0
9243_TRAPPC12_P1P2_ENSG00000171853,TRAPPC12,3.4961771039797034,0.030458536035527173,0.03578589310534218,158.0,156.0,550.0,288.0
11322_non-targeting_non-targeting_non-targeting,,2.7353867184975384,0.029497147211004587,0.054012149658109375,387.0,187.0,291.0,288.3333333333333
5730_NOC3L_P1P2_ENSG00000173145,NOC3L,4.565677088362786,0.0182795126087677,0.1176121269335371,51.0,759.0,55.0,288.3333333333333
5327_MTIF3_P1P2_ENSG00000122033,MTIF3,3.154691940168979,0.02688713764602183,0.04718908191362896,242.0,278.0,346.0,288.6666666666667
2569_EIF4G2_P1_ENSG00000110321,EIF4G2,2.5025692030508773,0.04348092346349994,0.04696700018363191,488.0,31.0,348.0,289.0
8135_SMAD9_P1P2_ENSG00000120693,SMAD9,3.2235732075997476,0.04457785285750748,0.03343933157536677,219.0,26.0,630.0,291.6666666666667
6780_PRMT7_P1P2_ENSG00000132600,PRMT7,2.5191614676397984,0.0472107441873971,0.04475031962151951,478.0,22.0,378.0,292.6666666666667
3633_HAT1_P1P2_ENSG00000128708,HAT1,2.845456530066299,0.02364526110984867,0.08125887041166685,339.0,401.0,146.0,295.3333333333333
8326_SPATA5_P1P2_ENSG00000145375,SPATA5,3.0374360421761435,0.027106972734268497,0.04696047403873558,276.0,265.0,349.0,296.6666666666667
1636_CLASRP_P1P2_ENSG00000104859,CLASRP,3.075411295636703,0.03303146111916156,0.03660579530021124,261.0,114.0,529.0,301.3333333333333
1952_CTSS_P1P2_ENSG00000163131,CTSS,2.792758562956415,0.02821839115491087,0.0504047318949923,362.0,224.0,318.0,301.3333333333333
1237_CC2D1B_P1P2_ENSG00000154222,CC2D1B,3.5786126157225486,0.03082611781435619,0.034042392083577136,145.0,151.0,608.0,301.3333333333333
5259_MRPS2_P1P2_ENSG00000122140,MRPS2,3.1575803011574295,0.026848414996537413,0.04444604728215028,241.0,279.0,385.0,301.6666666666667
2559_EIF4A2_P1_ENSG00000156976,EIF4A2,2.9899377636170126,0.023415235949592147,0.06987731225607294,297.0,417.0,191.0,301.6666666666667
7743_SEC23IP_P1P2_ENSG00000107651,SEC23IP,2.9503266530843058,0.030796969597048793,0.040369042205211314,306.0,152.0,448.0,302.0
4616_LMNA_P1P2_ENSG00000160789,LMNA,3.180960400500182,0.0360805694079566,0.0339273645098131,229.0,71.0,610.0,303.3333333333333
5193_MRPL10_P1P2_ENSG00000159111,MRPL10,2.519570431907835,0.04102795878855129,0.04330672496930832,477.0,39.0,397.0,304.3333333333333
7428_RPGRIP1L_P1P2_ENSG00000103494,RPGRIP1L,3.1606511337889436,0.02908120834334037,0.03853389026783581,239.0,193.0,486.0,306.0
6469_PLXNB1_P1P2_ENSG00000164050,PLXNB1,2.6357747074971476,0.030267341286531718,0.048491760473214456,426.0,165.0,330.0,307.0
5988_OSR2_P1P2_ENSG00000164920,OSR2,2.995546416435803,0.03261803760003192,0.037504827045649315,291.0,126.0,507.0,308.0
438_ARF1_P1P2_ENSG00000143761,ARF1,2.9344354700977333,0.0299051184463918,0.040694736392596464,308.0,174.0,443.0,308.3333333333333
8061_SLC37A4_P1P2_ENSG00000137700,SLC37A4,2.6259595650642646,0.026401163585037656,0.06686336379645648,432.0,292.0,206.0,310.0
5254_MRPS24_P1P2_ENSG00000062582,MRPS24,2.9729365347600543,0.03347779432167876,0.03673521833300006,302.0,102.0,527.0,310.3333333333333
4204_ISCA1_P1P2_ENSG00000135070,ISCA1,3.015410395169019,0.024648617383919106,0.05220820838024008,286.0,362.0,304.0,317.3333333333333
5163_MPHOSPH10_P1P2_ENSG00000124383,MPHOSPH10,5.981511384306173,0.016299326957695707,0.1592550000455682,3.0,946.0,9.0,319.3333333333333
5543_NDUFAB1_P1P2_ENSG00000004779,NDUFAB1,2.8227809872917673,0.04290746351831778,0.034953564327347586,349.0,36.0,574.0,319.6666666666667
1447_CDKN1C_P1P2_ENSG00000129757,CDKN1C,2.916791583105289,0.028503908589289393,0.04117153037737002,312.0,217.0,430.0,319.6666666666667
9775_VTI1A_P1P2_ENSG00000151532,VTI1A,2.848377703409419,0.028675837372408162,0.0425618151082124,338.0,209.0,412.0,319.6666666666667
5701_NKX6-3_P1P2_ENSG00000165066,NKX6-3,3.480764745417843,0.031418449167907446,0.03269511242822431,159.0,144.0,657.0,320.0
4166_IPO9_P1P2_ENSG00000198700,IPO9,2.6758532057647537,0.039642820247617026,0.037452258866781024,408.0,45.0,508.0,320.3333333333333
5214_MRPL32_P1P2_ENSG00000106591,MRPL32,2.427027660397795,0.03829389170750642,0.045513798453820684,543.0,53.0,366.0,320.6666666666667
8422_SRPRB_P1P2_ENSG00000144867,SRPRB,2.154423764017839,0.0442869186082415,0.07073917174900349,750.0,28.0,188.0,322.0
10710_ZSCAN12_P1P2_ENSG00000158691,ZSCAN12,3.1982174229814664,0.03248044452549924,0.033464874252088744,226.0,130.0,628.0,328.0
8963_TMA16_P1P2_ENSG00000198498,TMA16,3.030427133203445,0.021942295030342458,0.06558003237635021,279.0,492.0,214.0,328.3333333333333
10285_ZNF322_P1P2_ENSG00000181315,ZNF322,2.7592234929773976,0.02894483739086218,0.04208920096565428,376.0,196.0,418.0,330.0
9036_TMEM203_P1P2_ENSG00000187713,TMEM203,3.3911351720027385,0.03154458887138108,0.03222405603263401,177.0,141.0,678.0,332.0
5211_MRPL2_P1P2_ENSG00000112651,MRPL2,2.551411221347843,0.04609910353618076,0.03734559350833021,463.0,23.0,511.0,332.3333333333333
3830_HMGB3_P1P2_ENSG00000029993,HMGB3,2.5614016341813133,0.036216554134386784,0.03892010001467133,461.0,68.0,477.0,335.3333333333333
4277_KAT6A_P1P2_ENSG00000083168,KAT6A,3.6009593600665912,0.022139792146731938,0.04445889459944842,141.0,485.0,384.0,336.6666666666667
5197_MRPL14_P1P2_ENSG00000180992,MRPL14,2.5157729065617795,0.047713238700739416,0.037398222243741105,480.0,21.0,509.0,336.6666666666667
1553_CHCHD6_P1P2_ENSG00000159685,CHCHD6,3.441278164671646,0.029007561759010623,0.03297293730628346,169.0,195.0,647.0,337.0
8482_STAG2_P2_ENSG00000101972,STAG2,2.5979747244371754,0.02683655208587217,0.054215044459787046,446.0,280.0,290.0,338.6666666666667
158_ADNP2_P1P2_ENSG00000101544,ADNP2,2.4993559123734452,0.03244487971096639,0.04306225673170591,489.0,131.0,402.0,340.6666666666667
5231_MRPL48_P1P2_ENSG00000175581,MRPL48,2.419023645437646,0.03755762103243933,0.042586549680693246,552.0,59.0,411.0,340.6666666666667
8066_SLC38A6_P1P2_ENSG00000139974,SLC38A6,2.8667810954710746,0.029598348727903512,0.037131456110148384,326.0,184.0,519.0,343.0
10837_non-targeting_non-targeting_non-targeting,,2.6513737731494085,0.02544111892704856,0.055397551876938365,422.0,325.0,284.0,343.6666666666667
11117_non-targeting_non-targeting_non-targeting,,2.8496630196803916,0.03297190954744407,0.034814710374911434,336.0,117.0,582.0,345.0
3049_FDFT1_P2_ENSG00000079459,FDFT1,3.161444589079039,0.03406286075131137,0.03159612727619838,238.0,95.0,706.0,346.3333333333333
7714_SDC1_P1P2_ENSG00000115884,SDC1,2.596923102033652,0.0418385389392779,0.03560772401624466,447.0,38.0,556.0,347.0
9301_TRMT10B_P1P2_ENSG00000165275,TRMT10B,3.0808244122986,0.02975989047195563,0.03388978844973017,260.0,177.0,611.0,349.3333333333333
8852_TFG_P1P2_ENSG00000114354,TFG,3.0442715877990443,0.033180610005809436,0.032271740875762026,273.0,108.0,675.0,352.0
6662_PPP1R16A_P1P2_ENSG00000160972,PPP1R16A,3.016637287973129,0.024460778136145167,0.042760754175543966,285.0,369.0,409.0,354.3333333333333
6962_PWP1_P1P2_ENSG00000136045,PWP1,2.7660590386002983,0.022379578190277753,0.06385470731127996,371.0,470.0,222.0,354.3333333333333
9504_UBE2G2_P1P2_ENSG00000184787,UBE2G2,3.3408291055925834,0.02787004313200268,0.03301720467329452,189.0,236.0,645.0,356.6666666666667
2551_EIF3G_P1P2_ENSG00000130811,EIF3G,3.8512749355693665,0.01716085688495402,0.09387579266844731,111.0,858.0,108.0,359.0
9827_WDR53_P1P2_ENSG00000185798,WDR53,3.5827022584029167,0.03677581124063805,0.027632172936106217,144.0,64.0,871.0,359.6666666666667
991_C16orf58_P1P2_ENSG00000140688,C16orf58,2.5713336235479214,0.027276324539220787,0.04573874489838903,456.0,261.0,362.0,359.6666666666667
2689_ERAL1_P1P2_ENSG00000132591,ERAL1,2.822203990255064,0.03241746581244027,0.03428997475502376,350.0,132.0,598.0,360.0
7546_RPUSD4_P1P2_ENSG00000165526,RPUSD4,2.466989311731676,0.034730582230342345,0.0387660668895931,513.0,88.0,483.0,361.3333333333333
9399_TTI2_P1P2_ENSG00000129696,TTI2,2.8517078410205756,0.0229467484720416,0.0510870009953311,335.0,438.0,311.0,361.3333333333333
1673_CLPP_P1P2_ENSG00000125656,CLPP,2.566484475798342,0.03914492816045239,0.034923546559412266,458.0,50.0,578.0,362.0
9283_TRIM59_P1P2_ENSG00000213186,TRIM59,2.611353698348665,0.02915656911934141,0.03981648687114525,438.0,190.0,459.0,362.3333333333333
5268_MRPS7_P1P2_ENSG00000125445,MRPS7,2.477213418432596,0.03091526119551721,0.04082219898755145,505.0,149.0,438.0,364.0
608_ATF5_P1P2_ENSG00000169136,ATF5,3.3110331374927595,0.018352867005381142,0.08076344412737685,197.0,750.0,148.0,365.0
9112_TMSB4X_P1_ENSG00000205542,TMSB4X,2.6777227567043504,0.02719248544163102,0.04150659720599536,407.0,263.0,425.0,365.0
4477_KRT19_P1P2_ENSG00000171345,KRT19,3.2908770414252317,0.030071396036754034,0.030910081521863773,203.0,167.0,735.0,368.3333333333333
690_ATP8B2_P1_ENSG00000143515,ATP8B2,2.5450430634598415,0.030423299626418522,0.03871188561188645,466.0,159.0,484.0,369.6666666666667
3884_HOOK2_P2_ENSG00000095066,HOOK2,3.2562903490426915,0.02987960406351835,0.031233842061937602,212.0,175.0,723.0,370.0
9617_URB1_P1P2_ENSG00000142207,URB1,3.047368031542751,0.02223333111462391,0.04573261753614606,269.0,478.0,363.0,370.0
1819_COX6C_P1P2_ENSG00000164919,COX6C,2.4788679946204075,0.03850212849769108,0.0355129459383506,504.0,51.0,559.0,371.3333333333333
5206_MRPL22_P1P2_ENSG00000082515,MRPL22,2.3846685500590272,0.03914541425474232,0.03800605353847826,574.0,49.0,496.0,373.0
6831_PRTFDC1_P1P2_ENSG00000099256,PRTFDC1,2.8560311775683935,0.030921635012950897,0.033180040975523774,330.0,148.0,641.0,373.0
4776_MAGI3_P1P2_ENSG00000081026,MAGI3,3.204450185573716,0.02107730204415782,0.04620932410925679,224.0,541.0,356.0,373.6666666666667
6380_PITPNB_P1P2_ENSG00000180957,PITPNB,3.208967340884148,0.02355648871102967,0.03799665423958576,223.0,408.0,497.0,376.0
4247_JAK1_P1P2_ENSG00000162434,JAK1,2.7137116122915885,0.024864632072145523,0.04454613141882343,393.0,353.0,382.0,376.0
5809_NRBP1_P1P2_ENSG00000115216,NRBP1,4.2753124580566615,0.015941022657618587,0.10059156773680368,71.0,978.0,86.0,378.3333333333333
5710_NME1_P1_ENSG00000239672,NME1,3.0171210734795633,0.02487771529445596,0.03775432751678532,284.0,352.0,501.0,379.0
5249_MRPS18B_P1P2_ENSG00000204568,MRPS18B,2.5709246592798842,0.026992054592118436,0.042556728411290976,457.0,270.0,413.0,380.0
565_ASB1_P1P2_ENSG00000065802,ASB1,3.94593346375052,0.024897946777753248,0.031854617825997314,105.0,350.0,691.0,382.0
990_MOSMO_P1P2_ENSG00000185716,MOSMO,3.5203644192607366,0.017678551430825303,0.07253593072533591,153.0,818.0,180.0,383.6666666666667
10498_ZNF608_P2_ENSG00000168916,ZNF608,2.627011187467788,0.025818888131225938,0.0421514211444769,431.0,315.0,417.0,387.6666666666667
3044_FCGR2C_ENST00000543859.1_nan,FCGR2C,2.6335546157563767,0.02553417136650894,0.04245935369486125,428.0,321.0,414.0,387.6666666666667
7777_SELENOF_P1P2_ENSG00000183291,SELENOF,3.1340100328996896,0.02861977929775541,0.031602214355257834,245.0,215.0,705.0,388.3333333333333
2188_DHODH_P2_ENSG00000102967,DHODH,3.322075172729753,0.027753152571816143,0.03098434548208048,195.0,241.0,733.0,389.6666666666667
4244_IWS1_P1P2_ENSG00000163166,IWS1,2.309187527736335,0.03316528248222622,0.04071698699136903,621.0,109.0,442.0,390.6666666666667
6037_PAGE2B_P1P2_ENSG00000238269,PAGE2B,3.119666729300243,0.030116065562854684,0.030019904489431155,249.0,166.0,768.0,394.3333333333333
3912_HOXC12_P1P2_ENSG00000123407,HOXC12,3.3141880047033294,0.026944285210688475,0.031157438071443035,196.0,273.0,726.0,398.3333333333333
6462_PLS1_P2_ENSG00000120756,PLS1,2.7851050887974407,0.02679486807947476,0.03561151869334549,364.0,281.0,555.0,400.0
5245_MRPS15_P1P2_ENSG00000116898,MRPS15,2.6851425369958752,0.024037579113884447,0.04167235426792334,404.0,383.0,421.0,402.6666666666667
4019_ID2_P2_ENSG00000115738,ID2,2.6756779353641664,0.021505594222914617,0.0543888203348542,409.0,514.0,287.0,403.3333333333333
9686_UTP3_P1P2_ENSG00000132467,UTP3,4.2236661133503,0.014552923383806817,0.18967778217239223,77.0,1130.0,4.0,403.6666666666667
9500_UBE2E1_P1P2_ENSG00000170142,UBE2E1,3.3792133233211796,0.019031166202609518,0.047839924653126066,179.0,694.0,339.0,404.0
4591_LIN28B_P1P2_ENSG00000187772,LIN28B,2.852463718435303,0.032700311829211716,0.030153870552151255,333.0,122.0,760.0,405.0
