screen_id,r2_size_alone,r2_size_raw,n_hits,n_measured,n_sets_used,source_id,cell_line,phenotype,library
1795,0.2565,0.2159,1637,19358,50,34373451,PC-9,cell proliferation,Brunello (human)
1796,0.2404,0.2065,1454,19358,50,34373451,PC-9,response to chemicals,Brunello (human)
1797,0.281,0.2554,1421,19358,50,34373451,PC-9,cell proliferation,Brunello (human)
1798,0.2649,0.2319,1371,19358,50,34373451,PC-9,response to chemicals,Brunello (human)
18,0.4868,0.4308,1877,18488,50,27159373,K-562,cell proliferation,"CRISPRn (Bassik, 2016)"
180,0.2502,0.206,2060,17665,50,29083409,5637,cell proliferation,Avana
1803,0.0216,0.0077,44,21581,50,35231079,HuH-7,protein/peptide distribution,GECKO v2
1804,0.4738,0.4547,681,20807,50,35192680,NALM-6,response to chemicals,GECKO v2
1805,0.5847,0.5327,983,20807,50,35192680,NALM-6,response to chemicals,GECKO v2
1806,0.0259,0.0325,48,21581,50,35231079,HuH-7,protein/peptide distribution,GECKO v2
181,0.2206,0.1835,1919,17665,50,29083409,8305C,cell proliferation,Avana
1811,0.2435,0.2093,2321,17668,50,31160565,D283 Med,cell proliferation,Avana
1812,0.2596,0.2186,2455,17668,50,31160565,D458 Med,cell proliferation,Avana
1813,0.183,0.1599,1703,17668,50,31160565,D341 Med,cell proliferation,Avana
1814,0.2491,0.2039,2233,17668,50,31160565,D425 Med,cell proliferation,Avana
1815,0.4587,0.4584,733,21593,50,34962926,HuH-7,response to virus,GECKO v2
1816,0.5787,0.6083,528,21593,50,34962926,HuH-7,response to virus,GECKO v2
1817,0.6336,0.6502,926,21592,50,34962926,HuH-7,response to virus,GECKO v2
1818,0.4077,0.464,377,21592,50,34962926,HuH-7,response to virus,GECKO v2
182,0.0593,0.0532,60,18703,50,29269392,HEK293T,protein/peptide accumulation,"CRISPRn (Helliwell, 2018)"
1821,0.0323,0.0416,49,19107,50,35086559,HEK293T/ACE2,response to virus,Brunello (human)
1822,0.003,0.0013,73,19107,50,35086559,HEK293T/ACE2,response to virus,Brunello (human)
1823,0.0683,0.0623,41,19107,50,35086559,HEK293T/ACE2,response to virus,Brunello (human)
1824,0.0109,0.0094,61,19107,50,35086559,HEK293T/ACE2,response to virus,Brunello (human)
1826,0.0001,0.0,39,19107,50,35086559,HEK293T/ACE2,response to virus,Brunello (human)
1827,0.0319,0.0313,61,19107,50,35086559,HEK293T/ACE2,response to virus,Brunello (human)
1828,0.0222,0.0106,43,19107,50,35086559,HEK293T/ACE2,response to virus,Brunello (human)
1829,0.1345,0.1242,95,19106,50,35086559,HEK293T/ACE2,response to virus,Brunello (human)
183,0.026,0.022,53,18703,50,29269392,HEK-293,protein/peptide accumulation,"CRISPRn (Helliwell, 2018)"
1830,0.1244,0.1137,88,19107,50,35086559,HEK293T/ACE2,response to virus,Brunello (human)
184,0.2182,0.1902,1978,17665,50,29083409,A2058,cell proliferation,Avana
1843,0.3561,0.3405,792,17785,50,33355125,HeLa,response to chemicals,GECKO v2
1845,0.2794,0.2443,1846,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1846,0.2111,0.1712,2016,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1847,0.2811,0.2432,2075,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1848,0.2625,0.2226,2166,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1849,0.2414,0.21,1944,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
185,0.2085,0.1711,2078,17665,50,29083409,A2780,cell proliferation,Avana
1850,0.2691,0.2225,1859,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1851,0.2423,0.2004,1966,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1852,0.2716,0.2279,1939,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1853,0.2974,0.2575,2186,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1854,0.3052,0.2622,2149,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1855,0.2874,0.2525,2034,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1856,0.2365,0.1921,1984,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1857,0.2698,0.23,2066,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1858,0.2773,0.2351,2093,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1859,0.2691,0.224,1964,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
186,0.2483,0.2176,1943,17665,50,29083409,A-549,cell proliferation,Avana
1860,0.2938,0.251,2050,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1861,0.3101,0.2634,1988,18047,50,35559673,HEK293-A,cell proliferation,Toronto Knockout version 3 (TKOv3)
1862,0.121,0.0979,101,20511,50,35879413,Calu-3,response to virus,Gattinara (human)
1863,0.196,0.2018,119,19999,50,35879413,Calu-3,response to virus,Human CRISPR Activation Pooled Library (Calabrese)
1864,0.5708,0.5623,654,18804,50,35879413,Caco-2-ACE2,response to virus,Brunello (human)
187,0.2352,0.1985,1998,17665,50,29083409,AGS,cell proliferation,Avana
1879,0.1543,0.141,86,20103,50,35570209,HK-2,response to chemicals,Brunello (human)
188,0.2354,0.1987,1905,17665,50,29083409,AU565,cell proliferation,Avana
1880,0.0345,0.037,90,20421,50,34497417,Ramos,cell proliferation,Bassik Human CRISPR Knockout Library
1885,0.3146,0.3298,343,18897,50,34497417,Ramos,cell proliferation,CRISPRa-v2 (activation)
189,0.2121,0.1699,1841,17665,50,29083409,BHY,cell proliferation,Avana
190,0.2211,0.1811,1989,17665,50,29083409,CAL-27,cell proliferation,Avana
1900,0.6013,0.5594,906,19358,50,36002574,Primary T-cells,cell proliferation,Brunello (human)
1901,0.7052,0.6411,927,14788,50,36002574,Primary T-cells,cell proliferation,Brunello (human)
1902,0.7448,0.7198,955,14788,50,36002574,Primary T-cells,cell proliferation,Brunello (human)
1903,0.6158,0.5697,964,19341,50,36002574,Primary T-cells,cell proliferation,Brunello (human)
1904,0.6284,0.6269,895,19356,50,36002574,Primary T-cells,cell proliferation,Brunello (human)
1905,0.4562,0.5215,707,19356,50,36002574,Primary T-cells,cell proliferation,Brunello (human)
1909,0.688,0.6767,2267,21400,50,35420441,HeLa,response to virus,GECKO v2
191,0.2441,0.2017,1677,17665,50,29083409,Caov-3,cell proliferation,Avana
192,0.2166,0.1791,2188,17665,50,29083409,YKG-1,cell proliferation,Avana
193,0.2351,0.2038,1881,17665,50,29083409,YAPC,cell proliferation,Avana
1932,0.3264,0.3413,891,20779,50,32268084,hTERT-RPE1,cell proliferation,GECKO v2
1933,0.0633,0.0665,128,20781,50,32268084,hTERT-RPE1,cell proliferation,GECKO v2
1934,0.072,0.0601,96,20787,50,32268084,hTERT-RPE1,cell proliferation,GECKO v2
1935,0.0924,0.0948,93,20787,50,32268084,hTERT-RPE1,cell proliferation,GECKO v2
1938,0.7324,0.6843,2429,19106,50,35439318,NCI-H1373,response to chemicals,Brunello (human)
1939,0.7655,0.7403,2248,19106,50,35439318,NCI-H1373,response to chemicals,Brunello (human)
194,0.2561,0.2237,1984,17665,50,29083409,WM793,cell proliferation,Avana
1947,0.1117,0.1059,169,16089,50,34230586,cardiomyocyte cell line,response to chemicals,Brunello (human)
195,0.2366,0.2047,2086,17665,50,29083409,WM266-4,cell proliferation,Avana
1953,0.3152,0.2891,884,20079,50,36548402,HuP-T3,cell proliferation,Brunello (human)
1954,0.3681,0.3948,532,20079,50,36548402,KP-4,cell proliferation,Brunello (human)
1955,0.0526,0.0564,26,19108,50,35469023,Calu-3,response to virus,Brunello (human)
196,0.2314,0.1952,1583,17665,50,29083409,WM115,cell proliferation,Avana
1966,0.0869,0.1001,26,18409,50,34937946,Unknown,cell proliferation,Brunello (human)
1967,0.0505,0.0489,40,20098,50,34004147,THP-1,RNA accumulation,Brunello (human)
1969,0.5539,0.5149,546,20101,50,34004147,THP-1,response to chemicals,Brunello (human)
197,0.2593,0.228,1912,17665,50,29083409,UACC-62,cell proliferation,Avana
1970,0.3979,0.3507,554,20099,50,34004147,THP-1,response to chemicals,Brunello (human)
1971,0.3362,0.2811,465,20100,50,34004147,THP-1,response to chemicals,Brunello (human)
1972,0.3237,0.3119,270,20099,50,34004147,THP-1,response to chemicals,Brunello (human)
1973,0.6823,0.6937,760,21597,50,34004147,THP-1,response to chemicals,GECKO v2
1974,0.2341,0.2528,395,21603,50,34004147,THP-1,response to chemicals,GECKO v2
1975,0.4892,0.4497,1450,21610,50,34004147,THP-1,response to chemicals,GECKO v2
1976,0.6457,0.6137,1323,21608,50,34004147,THP-1,response to chemicals,GECKO v2
1977,0.4942,0.4441,1765,21615,50,34004147,THP-1,response to chemicals,GECKO v2
1978,0.5155,0.4652,1580,21612,50,34004147,THP-1,response to chemicals,GECKO v2
1979,0.1972,0.1972,90,19969,50,34004147,MV4-11,response to chemicals,Brunello (human)
198,0.2193,0.202,1758,17665,50,29083409,UACC-257,cell proliferation,Avana
1980,0.4864,0.4586,222,20017,50,34004147,MV4-11,response to chemicals,Brunello (human)
1981,0.066,0.0664,110,19904,50,34004147,MV4-11,response to chemicals,Brunello (human)
1982,0.0163,0.0187,59,19959,50,34004147,MV4-11,response to chemicals,Brunello (human)
1983,0.0808,0.0586,70,18998,50,36305789,NALM-6,response to chemicals,Extended Knockout Library (EKO)
1985,0.1276,0.0658,216,18980,50,34731885,NALM-6,response to chemicals,Extended Knockout Library (EKO)
1986,0.1398,0.1204,278,18978,50,34662547,NALM-6,response to chemicals,Extended Knockout Library (EKO)
1987,0.2943,0.2645,439,21806,50,10.1101/2023.01.23.525275,HEK293T,regulation of viral programmed -1 ribosomal frameshifting (-1 PRF),GECKO v2
1988,0.2916,0.2901,441,21806,50,10.1101/2023.01.23.525275,HEK293T,regulation of viral programmed -1 ribosomal frameshifting (-1 PRF),GECKO v2
1989,0.1604,0.1808,44,20605,50,33417871,OCI-AML-1,response to chemicals,Extended Knockout Library (EKO)
199,0.2737,0.2327,2376,17665,50,29083409,U-937,cell proliferation,Avana
1990,0.2627,0.2548,546,20605,50,33417871,OCI-AML-1,response to chemicals,Extended Knockout Library (EKO)
1991,0.1274,0.1375,33,18890,50,33417871,OCI-AML-5,response to chemicals,Extended Knockout Library (EKO)
1993,0.5449,0.6198,542,19104,50,37193694,HAP-1,response to toxin,Brunello (human)
1995,0.0954,0.0813,109,18958,50,33660365,NALM-6,response to chemicals,Extended Knockout Library (EKO)
1996,0.4219,0.4224,378,18049,50,33660365,NALM-6,cell proliferation,Toronto Knockout version 3 (TKOv3)
1997,0.0286,0.0288,20,19108,50,35469023,Calu-3,response to virus,Brunello (human)
1999,0.8123,0.7734,1989,19109,50,35469023,Calu-3,viability,Brunello (human)
200,0.1737,0.1392,1558,17665,50,29083409,U-87MG ATCC,cell proliferation,Avana
2003,0.0199,0.0085,21,18658,50,34316707,NALM-6,response to chemicals,Extended Knockout Library (EKO)
201,0.1956,0.1689,1948,17665,50,29083409,U-343MGa,cell proliferation,Avana
2012,0.2875,0.2781,501,18518,50,36841242,Calu-6,response to chemicals,Human Activity-optimized genome-wide library
2016,0.5684,0.5926,618,18924,50,35981571,BxPC-3,response to chemicals,Human SAM library in lentiSAMv2 backbone
2017,0.5554,0.5077,654,11689,50,36055241,stem cell-derived islets,cell proliferation,Brunello (human)
202,0.2339,0.1964,2112,17665,50,29083409,U2OS,cell proliferation,Avana
203,0.1987,0.1754,1987,17665,50,29083409,U-251MG,cell proliferation,Avana
204,0.2182,0.1893,1659,17665,50,29083409,TUHR4TKB,cell proliferation,Avana
2048,0.2585,0.2497,129,19107,50,34373448,PLC/PRF/5,response to toxin,Brunello (human)
205,0.2217,0.1873,1244,17665,50,29083409,TUHR10TKB,cell proliferation,Avana
2050,0.4452,0.3878,1525,18045,50,35723366,OVISE,cell proliferation,Toronto Knockout version 3 (TKOv3)
2051,0.8088,0.7552,7395,18045,50,35723366,JHOC-5,cell proliferation,Toronto Knockout version 3 (TKOv3)
2052,0.5687,0.5198,4610,18045,50,35723366,ES-2,cell proliferation,Toronto Knockout version 3 (TKOv3)
2053,0.4672,0.4499,1401,18045,50,35723366,TOV-21G,cell proliferation,Toronto Knockout version 3 (TKOv3)
2054,0.7769,0.7402,949,18876,50,37435859,SK-N-DZ,response to chemicals,Human CRISPR Activation Pooled Library (Calabrese)
2055,0.7001,0.6637,1016,18877,50,37435859,SK-N-DZ,response to chemicals,Human CRISPR Activation Pooled Library (Calabrese)
206,0.2512,0.2047,1924,17665,50,29083409,THP-1,cell proliferation,Avana
2060,0.0919,0.0953,103,20805,50,36124427,Calu1-ACE2,viability,GECKO v2
2061,0.3569,0.306,2092,18046,50,36597481,Calu-3,cell proliferation,Toronto Knockout version 3 (TKOv3)
2062,0.3283,0.2881,2058,18045,50,36597481,HEK293-ACE2-TMPRSS2,cell proliferation,Toronto Knockout version 3 (TKOv3)
2063,0.1989,0.1627,2093,18046,50,36597481,HuH-7,cell proliferation,Toronto Knockout version 3 (TKOv3)
2064,0.3152,0.276,2024,18045,50,36597481,UM-UC-4,cell proliferation,Toronto Knockout version 3 (TKOv3)
207,0.2209,0.1979,1747,17665,50,29083409,8-MG-BA,cell proliferation,Avana
2071,0.0514,0.0519,25,17807,50,36597481,HuH-7,response to virus,Toronto Knockout version 3 (TKOv3)
2074,0.0198,0.0215,31,11834,50,36597481,Vero-E6|VERO C1008,response to virus,Toronto Knockout version 3 (TKOv3)
2075,0.0675,0.0516,30,11781,50,36597481,Vero-E6|VERO C1008,response to virus,Toronto Knockout version 3 (TKOv3)
2076,0.303,0.334,212,19106,50,36753415,HCT 116,Viral programmed ribosomal frameshifting (PRF),Brunello (human)
2077,0.1287,0.1006,185,19106,50,36753415,HCT 116,Viral programmed ribosomal frameshifting (PRF),Brunello (human)
2078,0.1041,0.0815,128,19106,50,32668236,HCT 116,regulation of Nonsense-mediated decay (NMD),Brunello (human)
2079,0.1122,0.128,73,18972,50,37639469,NALM-6,response to chemicals,Extended Knockout Library (EKO)
208,0.2304,0.1986,1950,17665,50,29083409,42-MG-BA,cell proliferation,Avana
2080,0.0543,0.075,23,18972,50,37639469,NALM-6,response to chemicals,Extended Knockout Library (EKO)
2081,0.0543,0.075,23,18972,50,37639469,NALM-6,response to chemicals,Extended Knockout Library (EKO)
2082,0.6158,0.5882,1243,17920,50,37047518,HEK293-A,response to chemicals,Toronto Knockout version 3 (TKOv3)
2083,0.6868,0.6351,1875,17921,50,37047518,HEK293-A,response to chemicals,Toronto Knockout version 3 (TKOv3)
2084,0.0526,0.0468,47,19014,50,37616343,HEK293T,protein/peptide accumulation,"Root library (Gu, 2023)"
2085,0.0868,0.0829,44,19014,50,37616343,HEK293T,protein/peptide accumulation,"Root library (Gu, 2023)"
2086,0.2503,0.2527,462,17987,50,37866880,MCF-10A,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
2087,0.2703,0.2574,371,17988,50,37866880,MCF-10A,cell proliferation,Human Improved Genome-wide Knockout CRISPR Library
2088,0.0298,0.0219,121,17815,50,34108663,hTERT-RPE1,response to chemicals,Toronto Knockout version 3 (TKOv3)
2089,0.0331,0.0243,40,18050,50,34108663,HUES 62,cell proliferation,Toronto Knockout version 3 (TKOv3)
209,0.2159,0.1822,1895,17665,50,29083409,59M,cell proliferation,Avana
2090,0.0389,0.0375,138,17813,50,34108663,hTERT-RPE1,response to chemicals,Toronto Knockout version 3 (TKOv3)
2091,0.0083,0.0044,45,17816,50,34108663,hTERT-RPE1,response to chemicals,Toronto Knockout version 3 (TKOv3)
210,0.2244,0.1891,1964,17665,50,29083409,639V,cell proliferation,Avana
2104,0.473,0.4712,909,18822,50,34215620,U2OS,protein/peptide accumulation,GECKO v2
211,0.2948,0.239,1965,17665,50,29083409,647V,cell proliferation,Avana
2113,0.1627,0.1578,912,18878,50,30111820,BC-1,cell proliferation,Brunello (human)
2114,0.1723,0.1677,743,18878,50,30111820,BC-2,cell proliferation,Brunello (human)
2115,0.2194,0.1953,645,21806,50,30111820,BC-3,cell proliferation,GECKO v2
2116,0.166,0.1582,400,18878,50,30111820,BC-5,cell proliferation,Brunello (human)
2117,0.1856,0.1733,1000,18878,50,30111820,JSC-1,cell proliferation,Brunello (human)
2118,0.226,0.1983,808,18878,50,30111820,APK-1,cell proliferation,Brunello (human)
2119,0.2207,0.1942,1581,18878,50,30111820,BCBL-1 (clone),cell proliferation,Brunello (human)
212,0.2634,0.2297,1947,17665,50,29083409,769-P,cell proliferation,Avana
2120,0.1725,0.1641,878,18878,50,30111820,BCBL-1,cell proliferation,Brunello (human)
2121,0.2344,0.2052,834,21733,50,30111820,BCBL-1,cell proliferation,GECKO v2
2122,0.1134,0.1206,264,18878,50,30111820,VG-1,cell proliferation,Brunello (human)
2123,0.2073,0.1855,1255,19108,50,30111820,KMS-12-BM,cell proliferation,Brunello (human)
2124,0.1112,0.1225,365,21806,50,30111820,BJAB,cell proliferation,GECKO v2
213,0.2408,0.2023,2098,17665,50,29083409,786-O,cell proliferation,Avana
2134,0.0345,0.0403,22,18059,50,37046090,HEK293T,protein/peptide accumulation,Human Activity-optimized genome-wide library
2136,0.7901,0.727,1876,17987,50,35763353,MM1.S,response to chemicals,Avana-4
2139,0.3655,0.306,683,20454,50,35688159,D10,cell proliferation,GECKO
214,0.2433,0.2062,2270,17665,50,29083409,ABC-1,cell proliferation,Avana
2140,0.3802,0.3471,478,20454,50,35688159,D10,cell proliferation,GECKO
215,0.1979,0.1657,1879,17665,50,29083409,AsPC-1,cell proliferation,Avana
216,0.2673,0.2288,2066,17665,50,29083409,BC-3C,cell proliferation,Avana
217,0.205,0.1808,2202,17665,50,29083409,BFTC-905,cell proliferation,Avana
218,0.1856,0.158,1962,17665,50,29083409,BFTC-909,cell proliferation,Avana
219,0.2876,0.2368,1917,17665,50,29083409,BICR 22,cell proliferation,Avana
220,0.2366,0.199,1985,17665,50,29083409,BT-549,cell proliferation,Avana
2208,0.3123,0.2628,228,18044,50,36820830,MV4-11,response to chemicals,Toronto Knockout version 3 (TKOv3)
221,0.2628,0.2252,2061,17665,50,29083409,CFPAC-1,cell proliferation,Avana
2212,0.5508,0.5814,1065,19109,50,36731340,HAP-1,response to chemicals,Brunello (human)
2213,0.443,0.4674,1411,19109,50,36731340,HAP-1,response to chemicals,Brunello (human)
2214,0.557,0.5653,1511,19109,50,36731340,SK-MM-1,response to chemicals,Brunello (human)
2215,0.5564,0.5477,380,19109,50,36731340,KMS-28BM,response to chemicals,Brunello (human)
2217,0.2894,0.331,348,19109,50,36731340,KMS-28BM,response to chemicals,Brunello (human)
2218,0.2634,0.2423,230,19109,50,36731340,KMS-28BM,response to chemicals,Brunello (human)
2219,0.1187,0.0913,170,19109,50,36731340,KMS-28BM,response to chemicals,Brunello (human)
222,0.2389,0.2072,1979,17667,50,29083409,ZR-75-1,cell proliferation,Avana
2220,0.8587,0.8406,2961,19109,50,36731340,DS,response to chemicals,Brunello (human)
2221,0.7581,0.7374,2500,19109,50,36731340,DS,response to chemicals,Brunello (human)
2222,0.1908,0.1699,161,19109,50,36731340,RL,response to chemicals,Brunello (human)
2223,0.1541,0.1599,151,19109,50,36731340,RL,response to chemicals,Brunello (human)
223,0.2455,0.2105,1877,17667,50,29083409,WM983B,cell proliferation,Avana
224,0.252,0.2158,2088,17667,50,29083409,VM-CUB-1,cell proliferation,Avana
225,0.254,0.2152,2044,17667,50,29083409,UM-UC-3,cell proliferation,Avana
226,0.2007,0.1735,1977,17667,50,29083409,D283 Med,cell proliferation,Avana
227,0.271,0.2251,2069,17667,50,29083409,EFO-27,cell proliferation,Avana
228,0.2219,0.1915,2175,17667,50,29083409,ES-2,cell proliferation,Avana
229,0.2265,0.2014,2114,17667,50,29083409,F5,cell proliferation,Avana
230,0.2481,0.2098,1813,17667,50,29083409,Fu97,cell proliferation,Avana
2309,0.6705,0.6253,829,17430,50,34320214,HEK293-A,response to chemicals,Toronto Knockout version 3 (TKOv3)
2310,0.5556,0.5254,954,17430,50,34320214,HEK293-A,response to chemicals,Toronto Knockout version 3 (TKOv3)
2311,0.0672,0.058,48,17921,50,34320214,HEK293-A,response to chemicals,Toronto Knockout version 3 (TKOv3)
2312,0.0316,0.0213,60,17920,50,34320214,HEK293-A,response to chemicals,Toronto Knockout version 3 (TKOv3)
2313,0.0627,0.0777,80,17921,50,34320214,HEK293-A,response to chemicals,Toronto Knockout version 3 (TKOv3)
2314,0.1061,0.1027,73,17920,50,34320214,HEK293-A,response to chemicals,Toronto Knockout version 3 (TKOv3)
2315,0.0727,0.057,65,17920,50,34320214,HEK293-A,response to chemicals,Toronto Knockout version 3 (TKOv3)
2316,0.0695,0.0663,30,17921,50,34320214,HEK293-A,response to chemicals,Toronto Knockout version 3 (TKOv3)
2317,0.2503,0.2227,405,17383,50,34320214,HCT 116,response to chemicals,Toronto Knockout version 3 (TKOv3)
2318,0.2854,0.2341,415,17384,50,34320214,HCT 116,response to chemicals,Toronto Knockout version 3 (TKOv3)
2319,0.0583,0.0713,42,18045,50,34921014,MDA-MB-231,response to chemicals,Toronto Knockout version 3 (TKOv3)
232,0.2097,0.1775,1752,17667,50,29083409,H4,cell proliferation,Avana
2320,0.0404,0.0471,38,18046,50,34921014,MDA-MB-231,response to chemicals,Toronto Knockout version 3 (TKOv3)
2321,0.1217,0.1059,122,20393,50,36409314,K-562,cell proliferation,Bassik Human CRISPR Knockout Library
2322,0.0204,0.0273,128,19107,50,10.1101/2024.05.08.593110,HEK-293,response to virus,Brunello (human)
233,0.2008,0.17,1840,17667,50,29083409,HCC1395,cell proliferation,Avana
234,0.2226,0.1851,1922,17667,50,29083409,HCC1937,cell proliferation,Avana
2345,0.3039,0.2575,879,17998,50,37163373,MCF-10A,response to chemicals,Human Improved Genome-wide Knockout CRISPR Library
2346,0.3625,0.3016,902,17998,50,37163373,MCF-10A,response to chemicals,Human Improved Genome-wide Knockout CRISPR Library
2347,0.3979,0.4179,597,17804,50,37163373,MCF-10A,response to chemicals,"CRISPRi (Weissman, 2014)"
2348,0.3959,0.3752,858,17804,50,37163373,MCF-10A,response to chemicals,Weissman Human CRISPRi Titration Libraries
235,0.1974,0.1674,1802,17667,50,29083409,HCC1954,cell proliferation,Avana
2350,0.4445,0.4242,2346,18881,50,31462500,Kuramochi,response to chemicals,Avana-4
2351,0.4713,0.4189,2193,18879,50,31462500,Kuramochi,response to chemicals,Avana-4
2352,0.3572,0.3437,2491,18881,50,31462500,Kuramochi,response to chemicals,Avana-4
2353,0.4807,0.4502,2164,18881,50,31462500,Kuramochi,response to chemicals,Avana-4
2354,0.6559,0.5776,1044,18881,50,31462500,OVSAHO,response to chemicals,Avana-4
2355,0.6211,0.6298,1105,18881,50,31462500,OVSAHO,response to chemicals,Avana-4
2356,0.612,0.6247,1052,18881,50,31462500,OVSAHO,response to chemicals,Avana-4
2357,0.6884,0.6571,1098,18881,50,31462500,OVSAHO,response to chemicals,Avana-4
2358,0.443,0.4716,558,16372,50,36273494,YCC-6,response to chemicals,Human Improved Genome-wide Knockout CRISPR Library
236,0.2131,0.1703,2155,17667,50,29083409,HCC827,cell proliferation,Avana
2360,0.5268,0.5036,557,12119,50,39316623,Huh-7.5,response to virus,Edit-R Human Whole Genome crRNA Library
2361,0.4643,0.399,528,12119,50,39316623,Huh-7.5,response to virus,Edit-R Human Whole Genome crRNA Library
237,0.2549,0.2056,1754,17667,50,29083409,HCC95,cell proliferation,Avana
2374,0.192,0.1999,376,20592,50,32028983,HAP-1,viability,GECKO v2
238,0.2407,0.2021,1591,17667,50,29083409,HEC-1-A,cell proliferation,Avana
239,0.2229,0.1823,1664,17667,50,29083409,HEC-1-B,cell proliferation,Avana
24,0.3116,0.2609,894,20398,50,28474669,K-562,response to toxin,Bassik Human CRISPR Knockout Library
240,0.22,0.185,1946,17667,50,29083409,HOP-62,cell proliferation,Avana
2402,0.7469,0.7641,1178,19106,50,36977592,THP-1,response to toxin,GECKO v2
2404,0.1201,0.0979,89,19106,50,36417855,HeLa,protein/peptide accumulation,Brunello (human)
2405,0.3781,0.3763,368,36098,50,36744886,Jurkat,response to virus,Toronto Knockout version 3 (TKOv3)
241,0.2074,0.18,2131,17667,50,29083409,Hs 766T,cell proliferation,Avana
2419,0.8111,0.7485,2154,15648,50,36920785,U-266 cell,response to chemicals,TKO (Toronto Knockout) v1
242,0.2218,0.1845,2102,17667,50,29083409,HT115,cell proliferation,Avana
2420,0.7435,0.7181,1836,15648,50,36920785,JJN-3,response to chemicals,TKO (Toronto Knockout) v1
2421,0.3017,0.3329,444,18924,50,35113687,Primary T-cells,protein/peptide accumulation,Human CRISPR Activation Pooled Library (Calabrese)
2422,0.5061,0.5263,572,18924,50,35113687,Primary T-cells,protein/peptide accumulation,Human CRISPR Activation Pooled Library (Calabrese)
2423,0.1555,0.1523,226,18934,50,35113687,Primary T-cells,protein/peptide accumulation,Human CRISPRi sgRNA library Dolcetto
2424,0.2138,0.2211,203,18934,50,35113687,Primary T-cells,protein/peptide accumulation,Human CRISPRi sgRNA library Dolcetto
2425,0.2229,0.227,243,18924,50,35113687,CD4+ T-cells,protein/peptide accumulation,Human CRISPR Activation Pooled Library (Calabrese)
2426,0.2777,0.2952,171,18924,50,35113687,CD4+ T-cells,protein/peptide accumulation,Human CRISPR Activation Pooled Library (Calabrese)
2427,0.4835,0.4753,423,18924,50,35113687,CD4+ T-cells,protein/peptide accumulation,Human CRISPR Activation Pooled Library (Calabrese)
2428,0.0387,0.0449,20,20194,50,40372436,A-549,response to virus,Brunello (human)
243,0.2328,0.1997,1858,17667,50,29083409,HT-1197,cell proliferation,Avana
2430,0.0011,0.0001,34,20191,50,40372436,HeLa,response to virus,Brunello (human)
2431,0.0823,0.0668,100,20187,50,40372436,HEp-2,response to virus,Brunello (human)
2432,0.1542,0.1529,188,20193,50,40372436,HeLa,response to virus,Brunello (human)
2433,0.0198,0.0122,43,20193,50,40372436,A-549,response to virus,Brunello (human)
2435,0.2854,0.2153,452,20193,50,40372436,SK-MES-1,response to virus,Brunello (human)
2436,0.1556,0.1459,201,20196,50,40372436,HCT 8,response to virus,Brunello (human)
2437,0.2751,0.2476,617,20190,50,40372436,HuH-7,response to virus,Brunello (human)
2438,0.0812,0.0808,97,20196,50,40372436,NCI-H727,response to virus,Brunello (human)
2439,0.0745,0.0842,106,20195,50,40372436,NCI-H727,response to virus,Brunello (human)
244,0.2197,0.1866,1529,17667,50,29083409,HT-1376,cell proliferation,Avana
2440,0.7797,0.6998,1800,17430,50,30532030,HEK293-A,response to chemicals,Toronto Knockout version 3 (TKOv3)
2441,0.4086,0.393,1027,17383,50,30532030,HCT 116,response to chemicals,Toronto Knockout version 3 (TKOv3)
2442,0.3074,0.3183,624,17721,50,30532030,MCF-10A,response to chemicals,Toronto Knockout version 3 (TKOv3)
2445,0.0,0.0008,28,20584,50,34644148,HCT 116,response to chemicals,"CRISPRn (Hao, 2021)"
2449,0.0705,0.0728,111,17408,50,40632661,HK-2,response to chemicals,GECKO v2
245,0.2138,0.1754,2151,17667,50,29083409,IPC-298,cell proliferation,Avana
2455,0.0685,0.0579,24,19078,50,36801923,BCBL-1,cell proliferation,Brunello (human)
2456,0.3239,0.2956,194,20469,50,36725843,NCI-H69AR,response to chemicals,GECKO v2
2459,0.0676,0.058,256,19107,50,36652375,Capan-1,response to chemicals,Brunello (human)
