gene_symbol,rank,average_rank,reversal_score_wilcoxon,reversal_score_cosine,reversal_effect_size,q_value,rpe1_rank,rpe1_covered,depmap_gene_effect,depmap_n_cell_lines,is_essential,tier,tier_label,k562_chronos,tier_note
SIN3B,2016,2353.0,1.1889405525807162,0.0117436569865163,0.0172989977769624,0.5628113302632852,,False,-0.052208792326517,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.0097846624346151,
PAGE5,2017,2353.0,1.2317652406898674,0.0137073091643543,0.0145187136312077,0.5456008434644024,,False,0.1158596526988117,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.114518129245324,
SLC39A13,2018,2356.0,1.6381464614238854,0.0137717638835356,0.009900694565782,0.39144770543805124,,False,-0.0346523795887094,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.1999862738679559,
YJU2,2019,2356.3333333333335,1.512674283342773,0.0090047546681052,0.0155374449879163,0.4337675447442153,,False,-1.5261619329793372,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying,-1.332177787946663,
HEXIM2,2020,2359.0,1.617013172479515,0.0044020981053598,0.0218189252591827,0.39848372671508814,,False,-0.1025645612177218,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.1404464587167312,
CASS4,2021,2359.6666666666665,1.7362949588913723,0.0100326941292282,0.0120002100915529,0.3541428336147514,,False,-0.0703258847268522,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.231442800456791,
KCNH2,2022,2359.6666666666665,1.4916322443227124,0.0082445282075395,0.0167919241829024,0.44309042792012193,,False,0.0183806299898184,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.0224086798882868,
IFI27L2,2023,2361.0,1.217650084080137,0.0130540882119887,0.0151229578863657,0.5519775555817692,,False,0.1013207484953386,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.1968752120576788,
LZIC,2024,2361.3333333333335,1.4597860113544625,0.0093699754696648,0.0158140759065836,0.45584287567357584,,False,-0.1080034014702599,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.0713021466349597,
RGS14,2025,2362.3333333333335,1.3722633273144984,0.0035598293826878,0.0345568014293592,0.4924476260772009,,False,0.0409883443308289,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.1738663069730637,
BTBD7,2026,2362.6666666666665,1.6357714440321935,0.0080066111460285,0.0151621116181672,0.39228751487730984,,False,-0.2403356846004939,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.0770411685375399,
ETS2,2027,2363.3333333333335,1.1385355025885615,0.0176720350597393,0.0125198644883353,0.5848032980808447,,False,0.0893388661999753,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.0512421564847219,
SLC7A8,2028,2364.0,1.3231652362676891,0.0105632894113346,0.0161215411316629,0.5091324552323139,,False,-0.0721500660013131,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.1112003520697647,
CNTRL,2029,2364.0,1.6033772341497443,0.0139844461421832,0.0100389355453394,0.40287753780671837,,False,-0.0321831547442548,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.0168712240996215,
THAP11,2030,2364.6666666666665,1.1379691537122454,0.0149825219191264,0.0146012602856648,0.5849880651077002,785.0,True,-0.4549043526550563,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.3632001243588135,
ATG12,2031,2365.0,1.2202385281294943,0.0067650752755269,0.026539567390927,0.5509644417715955,,False,-0.0862666709237563,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.3689339565591058,
FOXN3,2032,2366.0,1.1614072841321064,0.0191620194709463,0.0115601993943766,0.5749058200552177,,False,-0.0988857961689904,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.1257643815451671,
FOS,2033,2368.3333333333335,1.705320031886686,0.0069924566897092,0.0156331337439611,0.3662683851949351,,False,-0.0688635953390954,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.0250754129803653,
METTL16,2034,2369.6666666666665,2.2584250575568623,-0.0046721929534159,0.077033527001345,0.18355967151290994,1548.0,True,-1.0611959433628273,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying,-0.8933696384229244,
RBM42,2035,2370.0,1.299842034195787,0.0100989310037549,0.0169776845957128,0.519954517084198,536.0,True,-0.5665492890695535,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying,-0.4417342539799053,
NRBF2,2036,2370.3333333333335,1.1894633361588542,0.0078882591627716,0.0243868839356817,0.5625575298518537,,False,-0.303274799904394,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.4445813336707233,
RRN3,2037,2371.0,1.5387698969515031,0.0018823218976027,0.0344906450694996,0.42600609508270004,176.0,True,-1.9890336685515757,349.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying,,
INTS3,2038,2372.6666666666665,0.8328957974620945,0.010827213120045,0.0296999026224594,0.7218374668512372,1039.0,True,-1.5145776013953072,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying,-1.9661795900871504,
FBXO42,2039,2372.6666666666665,1.4485944702935118,0.0156678083011865,0.0102210372329094,0.4615003521219262,2232.0,True,-0.1709755061780826,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.1902866676864023,
PDE4A,2040,2373.6666666666665,1.3969648513815267,0.012257975927481,0.0130259343876787,0.48298229794920516,,False,-0.1100969976072796,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.1893856319601554,
SIVA1,2041,2374.3333333333335,1.0349807888190272,0.0205585716431289,0.0122113107788302,0.6292204177025484,,False,-0.0593539251162771,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.0207819395691266,
LEMD2,2042,2375.0,1.7166905747111911,0.0109269275693341,0.0111903465877876,0.36101012735113835,,False,-0.2407586426253553,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.2162942047330172,
TMOD3,2043,2375.6666666666665,1.6121774243817368,0.007582647723503,0.0158732963024943,0.40080181749347477,,False,-0.0659413370651149,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.1512773174123683,
MRPL37,2044,2376.3333333333335,1.6761614003121352,0.0247753034447288,0.0055951742749791,0.3771715077556226,1977.0,True,-0.3261092230938104,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.3159083575538143,
FANCI,2045,2377.0,1.0788510440844548,0.008893800356812,0.024772850202316,0.6108922743561708,,False,-0.2708483713788147,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.0708993650288576,
PDXK,2046,2377.6666666666665,1.3441429783916514,0.0161932180574427,0.0109492850171738,0.5030171023119339,,False,-0.1555196576468273,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.2517897472121293,
RPL35,2047,2380.3333333333335,2.3835738384579064,-0.0042821237124563,0.0515358103207443,0.15172581781363334,89.0,True,-1.5074961040731891,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying,-0.8970090590118722,
USP2,2048,2380.6666666666665,1.7755908578480908,0.0098191876905781,0.0116519299528614,0.33570442756035773,,False,0.0315639049500045,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.0251179126703895,
PDIA4,2049,2381.0,1.2851762962563162,0.0116391825777382,0.0151233371777055,0.5239488614161134,,False,-0.0262873622288438,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.1735494221350966,
INO80,2050,2381.6666666666665,2.561813794069709,-0.0022323842807212,0.0261627784856018,0.11618069565284939,931.0,True,-0.8784442213348218,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying,-0.8374864805741138,
HOXC6,2051,2382.3333333333335,1.3657720978859496,0.0028764630927369,0.0381745270684209,0.49628249206447383,,False,-0.1931253644035554,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.0432651160055047,
MRPL49,2052,2383.3333333333335,1.2922338745611814,0.0052250757079216,0.0283372966426156,0.5215536398758694,90.0,True,-0.7124082801685948,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying,-1.3607113621365634,
PMAIP1,2053,2383.3333333333335,2.0225625332201944,0.0056371602536563,0.0142048941605222,0.250995598301346,,False,0.1332187990360492,1177.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.2024028963570266,
FUCA1,2054,2384.3333333333335,1.3103570386033043,0.0148278366926228,0.0120661980393473,0.5162521714142964,,False,-0.1283972727311384,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.1975543783968019,
SYCP2,2055,2391.0,1.7440060166689102,0.0089037876691443,0.0125127572159067,0.35144721043705873,,False,0.0356172759318487,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.0095712917655939,
EIF2D,2056,2391.3333333333335,1.4404430189633506,0.009787103749968,0.0148327772662467,0.46521271378846046,,False,-0.0029212345332034,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.126208808311196,
TENT2,2057,2392.0,0.6256848124350242,0.0153925531837244,0.0263855528618424,0.8026451772305454,,False,0.0620431043177261,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.115397451439228,
CD3EAP,2058,2392.3333333333335,2.916435321240096,-0.0066249463963943,0.0627736792629402,0.06354707177637539,190.0,True,,,False,T3_no_fitness_data,No fitness data available for this gene,,
TEX264,2059,2395.3333333333335,1.9547007150820543,0.0096399122780361,0.0104173474815043,0.2736692180135057,,False,-0.0556992210755745,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.0640506229874574,
CANX,2060,2396.6666666666665,1.6036386259388136,0.0082304956876767,0.0146010013357911,0.40287753780671837,,False,-0.0202070729154108,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.112383561352185,
FNDC3B,2061,2396.6666666666665,1.57954701604628,0.009595823862088,0.0133286078004838,0.41013824545839606,,False,-0.1269283148491768,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.010209795758496,
MFAP1,2062,2396.6666666666665,1.827346432083769,-7.392514182437572e-07,0.0318203721048475,0.3167960835427132,1247.0,True,-1.7876206009168458,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying,-1.4566184509439593,
MCM7,2063,2396.6666666666665,1.703490289363203,0.0067608952355716,0.0153287844392189,0.3672449082168817,1332.0,True,-1.9144064411383368,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying,-1.930737591827528,
UBE2R2,2064,2397.0,0.850960969314394,0.0104991504142963,0.0279146106875543,0.7143293904365234,,False,-0.1256984559814316,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.2783522214106207,
LIN9,2065,2400.3333333333335,1.453599739013161,0.0011353491722155,0.0449926153298753,0.45930535988791227,,False,-0.5287349490759298,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying,-0.483481492215226,
SH3BGRL3,2066,2401.0,1.2485378804884666,0.0093088471007839,0.0186179059336608,0.5382145803668176,,False,0.0396282938302608,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.0399631476483195,
TIMM8B,2067,2401.0,1.6937300082738431,0.010011018812317,0.0118004504111924,0.3704329914008532,,False,0.0040695237595264,349.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,,
C11orf71,2068,2401.3333333333335,0.98344304107424,0.0194432141368322,0.0129017608046768,0.6535654356022518,,False,0.0694164265510407,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.1038259625443969,
UROD,2069,2401.6666666666665,1.4661465448884767,0.0192668339880423,0.0079589415966095,0.45409315672128225,1120.0,True,-0.6280314399703882,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying,-0.2409425890337785,
TOP2A,2070,2403.0,1.017990322529537,0.0106975162246968,0.0212380862730499,0.6378759555323446,559.0,True,-2.248734598057508,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying,-1.8633173636924287,
CREB3L3,2071,2403.6666666666665,2.2218302070871907,-0.0036217685000806,0.046130531185817,0.19314610802515444,,False,0.0401676583294935,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.1939628348799703,
ZNF20,2072,2405.0,1.535284673097249,0.0087011068273075,0.0146640631484163,0.42723480819457643,,False,-0.0463638529406145,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.1187481328307068,
NPL,2073,2405.3333333333335,1.386160657433338,0.0140557902785455,0.0114498749021147,0.4874383109757827,,False,-0.1101064517136253,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.1451751626212979,
ATRAID,2074,2406.6666666666665,1.1781799239307056,0.0168823380762561,0.0119977026295055,0.5675995049435253,,False,-0.0578305747969476,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.1121133395207807,
MICAL2,2075,2407.0,1.3636729791257918,0.0094219212505551,0.0161434293815876,0.49691718469090573,,False,0.0429258035104248,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.0792216728310725,
RFX7,2076,2409.3333333333335,1.4824399664071162,0.0125799036916301,0.0114800175269285,0.4467750593962297,,False,,,False,T3_no_fitness_data,No fitness data available for this gene,,
ZNF71,2077,2409.3333333333335,1.5727072642323057,0.0089088405041104,0.0138772415173328,0.4129001376417276,,False,0.2015308807306451,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.1937183588448073,
CYFIP1,2078,2411.0,1.4643603676631711,0.0139446165144824,0.0107052703228129,0.4544193773615478,669.0,True,-0.3202841512714365,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.1575593425636874,
GDE1,2079,2411.6666666666665,1.594882001004999,0.0136855397316309,0.0096704846235896,0.40506989751829947,,False,-0.0942733466771011,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.0068288070900043,
ERP44,2080,2411.6666666666665,1.3580875122163898,0.0144355494372112,0.0114357002513257,0.4987429486953141,,False,-0.0367879316199211,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.0511507319971905,
NAGLU,2081,2412.3333333333335,1.413688268084786,0.0191947754895566,0.0082434544593352,0.4772781252164248,1596.0,True,-0.2030199624858221,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.12646486450055,
DNMT3B,2082,2412.6666666666665,1.5223022142401512,0.0122367989345451,0.0112290806827747,0.4306486118279777,,False,0.0625037970428807,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.0349054910462228,
GNAI2,2083,2413.0,1.7680540612632658,0.0033477791465557,0.0200286026475454,0.33964366125035833,,False,-0.1498290626350933,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.0910692360930335,
BRMS1,2084,2413.6666666666665,1.735685044716878,0.003612062515196,0.0198903869881901,0.35447056902755975,,False,-0.2733428309701501,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.0493977967645621,
LURAP1,2085,2414.0,1.3676454057076113,0.0099120932202077,0.0152437142163524,0.4950952334190144,2346.0,True,-0.0897379022542612,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.1202544101835113,
CDK11B,2086,2416.6666666666665,1.3853764820661307,0.0058207781321807,0.0219846641745491,0.4876723837025746,,False,,,False,T3_no_fitness_data,No fitness data available for this gene,,
GALM,2087,2417.0,1.0616863166022517,0.0162185303852176,0.013679287173371,0.6184115316395189,,False,-0.0230337510625066,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.040419774375587,
STX4,2088,2418.0,1.2406961268163943,0.0132264245137262,0.0135748271038107,0.5418730179178963,,False,-0.4164348536273586,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.0369147770808022,
PSMD8,2089,2419.0,2.3259512697330416,-0.0027585091845237,0.0324074094924314,0.1657339058253719,1608.0,True,-0.901593914620679,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying,-0.7266234397809253,
CLSTN3,2090,2420.3333333333335,1.3963705197524603,0.0096464940677853,0.0151433426747954,0.48325870824299455,,False,-0.1009471327789998,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.1190213202084869,
NUP35,2091,2420.6666666666665,1.607123849793068,0.0054880690778844,0.0180843775142972,0.4018901608073937,1146.0,True,-0.4620167865101159,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.2643581760902164,
AP3D1,2092,2423.3333333333335,1.3347971708812636,0.0092697047527977,0.0165481638500055,0.5059997788071099,,False,-0.0957791520595538,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.1304092528739465,
PDLIM5,2093,2425.3333333333335,1.9684544328828943,-0.0011802772865588,0.0321965467199549,0.2690490420218879,,False,0.0608772893663295,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.0311831756581934,
ZNF627,2094,2425.6666666666665,1.628936013200723,0.009554706510813,0.0124712419504287,0.3947236077837128,,False,0.012037801054864,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.0998875059155833,
UBL7,2095,2428.3333333333335,1.2305454123408783,0.0079935062012152,0.0207844615877727,0.5460140804157003,,False,-0.0479660788257174,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.1096865071496177,
CENPJ,2096,2429.6666666666665,2.1923582828696517,-0.0030512199648324,0.0381713611703913,0.2000033527891916,420.0,True,-0.2525511855230571,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.3427377244293834,
UBXN1,2097,2431.0,1.734882008012799,0.0099755961924853,0.0110619194076175,0.35452311730611724,,False,-0.0434861522464563,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.0627764994734129,
GPI,2098,2432.0,1.1968258715509668,0.024245111492944,0.0086166104271124,0.5600544734382866,,False,-0.4709120815559639,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.410358493681103,
CLSTN1,2099,2432.3333333333335,1.3915627544074325,0.0114268075201978,0.0129038246459222,0.4854136919116846,,False,-0.0294123041736438,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.1729753994119808,
PLBD2,2100,2433.0,2.2024943796667125,0.004262380070143,0.0137635078067137,0.19750038564306005,,False,-0.0131211699915397,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.2436899172852884,
RHOT1,2101,2433.0,2.0925657284323087,0.0059137962036419,0.012604702687436,0.2291137654639986,,False,-0.1213207873383666,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.1028292577699721,
CDK2AP1,2102,2434.0,1.5393362458278197,0.0170614927889755,0.0079381107583467,0.4259321059004442,,False,-0.1754228664151881,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.3518795159296936,
SPDYC,2103,2434.3333333333335,1.3437280570077903,0.0118768788060527,0.0131228729780612,0.5031430673386755,,False,,,False,T3_no_fitness_data,No fitness data available for this gene,,
DOCK11,2104,2434.6666666666665,1.243048652918016,0.0100128413226722,0.0168059831839952,0.540511313836867,,False,0.1504381386224871,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.1834747568816203,
SFT2D3,2105,2436.0,1.4540353919949427,0.0173292997602295,0.0084133278893453,0.4591819595136015,,False,-0.1303916416455053,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.087605374414827,
MRPL9,2106,2436.0,1.0588965560640973,0.0337341969579511,0.008203253260462,0.6196655407735271,2049.0,True,-0.4670348396814794,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.6674651404864619,
IRAK1,2107,2436.0,1.331652489610325,0.0152720130546542,0.0108440387202626,0.5069039360062366,,False,0.0142436222246016,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.2350091783853633,
RPL23,2108,2436.3333333333335,3.082898325578922,-0.008072893740958,0.0904863762353528,0.0461567149469742,153.0,True,-2.6453925584856033,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying,-2.344006861680367,
CBWD1,2109,2436.6666666666665,1.298637973393374,0.011557966741501,0.013969200847862,0.5203992863601462,,False,,,False,T3_no_fitness_data,No fitness data available for this gene,,
GEMIN5,2110,2437.0,0.6084329543564648,0.0151936645771212,0.0257038919484934,0.807066199278089,1796.0,True,-1.5688324371408,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying,-1.429912626730648,
NFKBIL1,2111,2437.0,1.3970084166797048,0.0058293841979924,0.0209807017040515,0.48298229794920516,,False,0.0927835553235675,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.0335028191882818,
VPS53,2112,2437.6666666666665,1.1342225380689217,0.0126364941742266,0.0154572208910242,0.5859574712461245,,False,-0.3822673570534757,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.4635605037821777,
HIST1H3J,2113,2438.0,1.3389794395063688,0.0091174455566572,0.0162982281561822,0.5042648043406103,,False,,,False,T3_no_fitness_data,No fitness data available for this gene,,
NRGN,2114,2439.6666666666665,1.49749499289911,0.0077098126129063,0.0159733251678815,0.4409295403250539,,False,0.1227684475830915,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.2369723933719854,
MBTPS2,2115,2440.3333333333335,1.0239152030817695,0.0144528208677488,0.0154007105198371,0.6349366840934373,211.0,True,-0.4921760431913202,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.6323687132395803,essential in K562 (Chronos -0.632)
YLPM1,2116,2443.3333333333335,1.0623833613731026,0.0081808577566029,0.024507965067387,0.618277804332041,,False,-0.1526229147703641,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.0327773923399433,
ZCCHC4,2117,2444.3333333333335,1.3904300566547996,0.0125368144076894,0.011971631051907,0.4858905282953061,,False,-0.0266915967811554,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.0453233103381246,
ISCA2,2118,2444.6666666666665,2.185440130795451,0.0102088918417822,0.0080350870464927,0.20186364507667084,2240.0,True,-0.6671931873488824,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying,-0.5288500814335557,
SOX11,2119,2444.6666666666665,2.4536411586932876,0.0011818211243584,0.016262249883381,0.13724862981301184,,False,-0.0073973198055886,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.0580516262580646,
PTRH2,2120,2445.0,1.8147560609102749,0.0084226339272319,0.011893945071153,0.3207430344240915,,False,-0.187461171089144,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.1061060940934538,
PYCR2,2121,2446.6666666666665,1.6492950584295465,0.0074132904436831,0.0141592179443747,0.38791795608129936,,False,-0.0102990786462856,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.0298590778482709,
MICOS10,2122,2447.0,1.839675411468194,0.0069891974818804,0.0130733003230997,0.3115876639636994,1897.0,True,-0.4226889923447267,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.8838897513132786,
PHYKPL,2123,2447.6666666666665,1.55776436695719,0.0098888594544443,0.0124103220087585,0.4187579874083225,,False,-0.0358059224650082,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.0075572226438162,
POLR2L,2124,2447.6666666666665,1.46111245350899,0.0050133052147909,0.0211834174059356,0.45574382399472807,935.0,True,-2.356861910332664,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying,-2.9048873385734986,
USP49,2125,2449.0,1.229475497634724,0.0135469518917057,0.013031789699892,0.546772556680935,,False,0.0604042643099057,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.0789202746264051,
ZNF395,2126,2451.3333333333335,1.0665220647000295,0.011711547058106,0.0173171879186899,0.6162304317972558,,False,0.0442551139105783,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.0411144892482719,
PACC1,2127,2452.3333333333335,1.3680151284043849,0.0161393923889952,0.0097212580413499,0.4948878732350605,,False,0.0618735686165945,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.1560586291062362,
RUNX2,2128,2452.6666666666665,2.025568538794489,0.0027177616180484,0.0170438728823212,0.24997091686056658,,False,-0.2722451301214794,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.2586018857410465,
VPS16,2129,2452.6666666666665,1.1334894418799115,0.0163277264812847,0.0122355014604534,0.5860694354678153,,False,-0.4159312289482891,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.3238988728037196,
GATA1,2130,2453.3333333333335,1.6851492988301888,-0.0030412941116366,0.1115405002046422,0.37415362956920545,1453.0,True,0.0159649121660324,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.703368810902182,
ZBTB37,2131,2453.6666666666665,1.989801428990203,0.0060990716482474,0.0126880313533329,0.2629093485298427,,False,-0.0846965095978135,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.2316743025630926,
PIP4P1,2132,2455.0,2.048832408021638,-0.0006438174772566,0.0250064629299391,0.24265549305762288,,False,-0.0693552097827217,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.1332124104454795,
POC5,2133,2455.3333333333335,1.6773946757544729,0.0094616682753086,0.0117275888789508,0.37692134507584113,,False,-0.0556971684387905,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.0487406966836028,
NANP,2134,2458.0,1.2740235799227022,0.0178452485585782,0.0096586993998112,0.5287347996976509,,False,0.042583432987523,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,-0.1091664261004239,
CYB5A,2135,2459.6666666666665,1.4400984996175372,0.0117177816993617,0.0118278009414787,0.46534992237062855,,False,0.1513742133585707,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential,0.1088446851178574,
