gene_symbol,rank,average_rank,reversal_score_wilcoxon,reversal_score_cosine,reversal_effect_size,q_value,rpe1_rank,rpe1_covered,depmap_gene_effect,depmap_n_cell_lines,is_essential,tier,tier_label
MRPL2,133,332.3333333333333,2.551411221347843,0.0460991035361807,0.0373455935083302,0.10651185252429717,1799.0,True,-0.2728256979105263,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
HMGB3,134,335.3333333333333,2.5614016341813133,0.0362165541343867,0.0389201000146713,0.1048553003693262,2091.0,True,-0.0328820057778592,349.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MRPL14,135,336.6666666666667,2.5157729065617795,0.0477132387007394,0.0373982222437411,0.11327660263509373,2149.0,True,-0.3079613248773059,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
KAT6A,136,336.6666666666667,3.6009593600665912,0.0221397921467319,0.0444588945994484,0.008532963972870143,,False,-0.1273299610081455,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CHCHD6,137,337.0,3.441278164671646,0.0290075617590106,0.0329729373062834,0.013418424652639697,,False,0.0834514012753896,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
STAG2,138,338.6666666666667,2.5979747244371754,0.0268365520858721,0.054215044459787,0.09730169693248274,165.0,True,-0.3023227051794317,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MRPL48,139,340.6666666666667,2.419023645437646,0.0375576210324393,0.0425865496806932,0.1312356324162334,,False,-0.3887588472244574,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ADNP2,140,340.6666666666667,2.4993559123734452,0.0324448797109663,0.0430622567317059,0.11662790895130569,1479.0,True,-0.0412677715214713,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SLC38A6,141,343.0,2.866781095471074,0.0295983487279035,0.0371314561101483,0.057382526532805886,,False,0.1275248831935743,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
FDFT1,142,346.3333333333333,3.161444589079039,0.0340628607513113,0.0315961272761983,3.118355326307624e-05,,False,-0.1521918000189834,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SDC1,143,347.0,2.596923102033652,0.0418385389392779,0.0356077240162446,0.0974205175580729,1612.0,True,-0.0874119616221617,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TRMT10B,144,349.3333333333333,3.0808244122986,0.0297598904719556,0.0338897884497301,0.034894448656067015,,False,0.0291913853118501,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TFG,145,352.0,3.0442715877990443,0.0331806100058094,0.032271740875762,0.03778224851617998,,False,-0.1121234519766134,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PWP1,146,354.3333333333333,2.7660590386002983,0.0223795781902777,0.0638547073112799,0.07024365471381797,624.0,True,-0.7257137292492,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
PPP1R16A,147,354.3333333333333,3.016637287973129,0.0244607781361451,0.0427607541755439,0.040132406387719415,,False,0.0148287144875393,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
UBE2G2,148,356.6666666666667,3.3408291055925834,0.0278700431320026,0.0330172046732945,0.017843741909343527,,False,-0.2849133516019337,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
EIF3G,149,359.0,3.8512749355693665,0.017160856884954,0.0938757926684473,0.004108278093902135,1717.0,True,-1.2479687984090346,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
WDR53,150,359.6666666666667,3.5827022584029167,0.036775811240638,0.0276321729361062,0.009007939887725172,,False,0.0609678609577921,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
C16orf58,151,359.6666666666667,2.5713336235479214,0.0272763245392207,0.045738744898389,0.10277853765427372,,False,,,False,T3_no_fitness_data,No fitness data available for this gene
ERAL1,152,360.0,2.822203990255064,0.0324174658124402,0.0342899747550237,0.06250854318706352,565.0,True,-0.3863753685995292,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
RPUSD4,153,361.3333333333333,2.466989311731676,0.0347305822303423,0.0387660668895931,0.12311914833638374,1284.0,True,-0.3368984235352911,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TTI2,154,361.3333333333333,2.8517078410205756,0.0229467484720416,0.0510870009953311,0.059053639014946334,1539.0,True,-0.7654732271678505,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
CLPP,155,362.0,2.566484475798342,0.0391449281604523,0.0349235465594122,0.10382344258496895,,False,-0.1456105064758827,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TRIM59,156,362.3333333333333,2.611353698348665,0.0291565691193414,0.0398164868711452,0.0950653413714574,,False,0.1885913015909768,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MRPS7,157,364.0,2.477213418432596,0.0309152611955172,0.0408221989875514,0.12137335791354681,577.0,True,-0.4416054380551499,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TMSB4X,158,365.0,2.6777227567043504,0.027192485441631,0.0415065972059953,0.08454854408837367,,False,-0.2153310601706352,1043.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ATF5,159,365.0,3.3110331374927595,0.0183528670053811,0.0807634441273768,0.019342992116227833,1566.0,True,-0.1093577944407861,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
KRT19,160,368.3333333333333,3.2908770414252317,0.030071396036754,0.0309100815218637,0.020412711347185617,,False,-0.0570103695667698,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ATP8B2,161,369.6666666666667,2.5450430634598415,0.0304232996264185,0.0387118856118864,0.10775032863979263,,False,-0.0256142615413511,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
URB1,162,370.0,3.047368031542751,0.0222333311146239,0.045732617536146,0.0375762471453722,1014.0,True,-0.9743330110004664,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
HOOK2,163,370.0,3.2562903490426915,0.0298796040635183,0.0312338420619376,0.022372947511230118,,False,0.0570542429545508,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
COX6C,164,371.3333333333333,2.4788679946204075,0.038502128497691,0.0355129459383506,0.12092952220809046,951.0,True,-0.3995046445084579,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PRTFDC1,165,373.0,2.8560311775683935,0.0309216350129508,0.0331800409755237,0.058764518603318903,,False,0.074766050951745,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MRPL22,166,373.0,2.3846685500590272,0.0391454142547423,0.0380060535384782,0.13890706611059436,1709.0,True,-0.3346351756884227,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MAGI3,167,373.6666666666667,3.204450185573716,0.0210773020441578,0.0462093241092567,0.025733792141834196,,False,-0.0625501673509055,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PITPNB,168,376.0,3.208967340884148,0.0235564887110296,0.0379966542395857,0.02537576489861554,,False,-0.0164321209491304,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
JAK1,169,376.0,2.7137116122915885,0.0248646320721455,0.0445461314188234,0.07836975286535897,,False,-0.0593076035058532,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
NRBP1,170,378.3333333333333,4.2753124580566615,0.0159410226576185,0.1005915677368036,0.00104311061735388,996.0,True,-0.9423575125380372,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
NME1,171,379.0,3.0171210734795633,0.0248777152944559,0.0377543275167853,0.04012437132829108,,False,-0.0705340672639933,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MRPS18B,172,380.0,2.570924659279884,0.0269920545921184,0.0425567284112909,0.10277853765427372,1307.0,True,-0.4515449001989837,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ASB1,173,382.0,3.94593346375052,0.0248979467777532,0.0318546178259973,0.003013114126559241,,False,0.0544629206756718,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MOSMO,174,383.6666666666667,3.5203644192607366,0.0176785514308253,0.0725359307253359,0.010829649512508605,,False,0.0575925015350767,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ZNF608,175,387.6666666666667,2.627011187467788,0.0258188881312259,0.0421514211444769,0.09235688144125331,,False,-0.1352870029426218,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
FCGR2C,176,387.6666666666667,2.6335546157563767,0.0255341713665089,0.0424593536948612,0.09155521914049894,,False,,,False,T3_no_fitness_data,No fitness data available for this gene
SELENOF,177,388.3333333333333,3.1340100328996896,0.0286197792977554,0.0316022143552578,0.03043959167436819,,False,,,False,T3_no_fitness_data,No fitness data available for this gene
DHODH,178,389.6666666666667,3.322075172729753,0.0277531525718161,0.0309843454820804,0.018766963805640434,438.0,True,-0.3563856788471241,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
IWS1,179,390.6666666666667,2.309187527736335,0.0331652824822262,0.040716986991369,0.15703011040814216,152.0,True,-0.2187464738454086,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PAGE2B,180,394.3333333333333,3.119666729300243,0.0301160655628546,0.0300199044894311,0.031601949925700736,,False,,,False,T3_no_fitness_data,No fitness data available for this gene
HOXC12,181,398.3333333333333,3.3141880047033294,0.0269442852106884,0.031157438071443,0.019197017668860186,,False,0.0618907147582986,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PLS1,182,400.0,2.7851050887974407,0.0267948680794747,0.0356115186933454,0.06715940124520035,,False,-0.0698746445263798,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MRPS15,183,402.6666666666667,2.6851425369958752,0.0240375791138844,0.0416723542679233,0.08312984574619316,,False,-0.3532094117638555,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ID2,184,403.3333333333333,2.6756779353641664,0.0215055942229146,0.0543888203348542,0.0846815864921913,,False,-0.1517462584583547,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
UTP3,185,403.6666666666667,4.2236661133503,0.0145529233838068,0.1896777821723922,0.0012217553681365817,702.0,True,-0.6545360327605383,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
UBE2E1,186,404.0,3.3792133233211796,0.0190311662026095,0.047839924653126,0.016046750961491052,,False,0.0229464239744976,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
LIN28B,187,405.0,2.852463718435303,0.0327003118292117,0.0301538705521512,0.059038090617092795,,False,0.0051646981404956,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PRRC1,188,405.6666666666667,3.0286725221467834,0.0284572460659054,0.0313381846631332,0.03894804735966133,,False,0.0197784489443438,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
C19orf53,189,405.6666666666667,3.289772221851357,0.037391066999851,0.0260434446373566,0.020412711347185617,1966.0,True,-0.6109869618696288,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
MDN1,190,407.6666666666667,3.876046485519024,0.0151282584410779,0.1162871017248681,0.0037795086983177946,1690.0,True,-1.4155331544173988,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
CTU2,191,408.3333333333333,2.9132277516266822,0.0352504071907737,0.0284941872628261,0.051235874429244516,2047.0,True,-0.6535879051545536,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
MAK16,192,408.3333333333333,3.784204795611332,0.0155497821025157,0.1021347415314018,0.005046490569139682,1445.0,True,-1.804906279763849,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
GNL3L,193,409.6666666666667,3.0929967591622853,0.0182756228034671,0.0664459737162836,0.033595346915026754,1162.0,True,-0.9098669454620012,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
TMUB1,194,410.3333333333333,3.047216319648092,0.0252090904954842,0.0335347840303793,0.0375762471453722,,False,0.0503813262284545,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
DFFA,195,411.6666666666667,3.2981215513161692,0.0180277813458408,0.0596507321587916,0.02014312599378356,,False,0.0472239788983038,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
