cohort	pathway_id	size	hits	n_samples
YuJ_2015	PWY4FS-8	6	128	128
YuJ_2015	PWY0-1261	12	128	128
YuJ_2015	PWY0-862	6	128	128
YuJ_2015	PWY0-166	14	128	128
YuJ_2015	PWY-6527	7	128	128
YuJ_2015	PWY-6282	9	128	128
YuJ_2015	THISYN-PWY	12	128	128
YuJ_2015	PWY-5347	9	128	128
YuJ_2015	METSYN-PWY	8	128	128
YuJ_2015	PWY-5188	6	128	128
YuJ_2015	ARG+POLYAMINE-SYN	17	128	128
YuJ_2015	PWY-7187	7	128	128
YuJ_2015	PWY-6892	8	128	128
YuJ_2015	GLYCOLYSIS-TCA-GLYOX-BYPASS	26	117	128
YuJ_2015	PWY0-162	9	128	128
YuJ_2015	PWY-6901	17	128	128
YuJ_2015	PWY0-1479	10	128	128
YuJ_2015	PWY-6125	8	128	128
YuJ_2015	TCA	11	128	128
YuJ_2015	PWY-6353	11	128	128
YuJ_2015	PWY-7357	6	128	128
YuJ_2015	PWY-6317	5	128	128
YuJ_2015	OANTIGEN-PWY	10	128	128
YuJ_2015	PWY-6895	11	127	128
YuJ_2015	PWY-7228	6	128	128
YuJ_2015	PWY-6703	4	128	128
YuJ_2015	PWY-5989	6	128	128
YuJ_2015	P441-PWY	21	128	128
YuJ_2015	PWY-6113	268	113	128
YuJ_2015	PWY-6629	14	107	128
YuJ_2015	PWY-6897	5	128	128
YuJ_2015	FERMENTATION-PWY	17	128	128
YuJ_2015	DAPLYSINESYN-PWY	9	128	128
YuJ_2015	FAO-PWY	7	128	128
YuJ_2015	TRPSYN-PWY	7	128	128
YuJ_2015	PWY-6305	4	128	128
YuJ_2015	PWY-5723	10	122	128
YuJ_2015	PWY-5345	12	123	128
YuJ_2015	BIOTIN-BIOSYNTHESIS-PWY	16	128	128
YuJ_2015	PWY-6519	11	128	128
YuJ_2015	PWY0-781	25	127	128
YuJ_2015	PWY-1269	5	128	128
YuJ_2015	GLYCOLYSIS-E-D	16	128	128
YuJ_2015	PWY-5913	9	128	128
YuJ_2015	PWY-5104	6	128	128
YuJ_2015	SULFATE-CYS-PWY	9	123	128
YuJ_2015	PWY-7383	7	128	128
YuJ_2015	P4-PWY	18	127	128
YuJ_2015	PENTOSE-P-PWY	8	128	128
YuJ_2015	PYRIDOXSYN-PWY	7	128	128
YuJ_2015	PWY-7211	18	128	128
YuJ_2015	PRPP-PWY	49	128	128
YuJ_2015	PWY66-409	17	128	128
YuJ_2015	PYRIDNUCSAL-PWY	7	123	128
YuJ_2015	PWY-7184	9	128	128
YuJ_2015	P164-PWY	15	128	128
YuJ_2015	PWY66-399	12	128	128
YuJ_2015	PWY-6628	10	117	128
YuJ_2015	TCA-GLYOX-BYPASS	13	117	128
YuJ_2015	PWY-6285	53	100	128
YuJ_2015	THISYNARA-PWY	7	128	128
YuJ_2015	POLYAMSYN-PWY	8	128	128
YuJ_2015	PWY-7117	14	127	128
YuJ_2015	PWY0-1297	7	128	128
YuJ_2015	PWY-7282	10	128	128
YuJ_2015	PWY-5136	5	128	128
YuJ_2015	PWY-4041	6	128	128
YuJ_2015	ENTBACSYN-PWY	11	96	128
YuJ_2015	PWY-7234	6	128	128
YuJ_2015	NAGLIPASYN-PWY	6	128	128
YuJ_2015	COBALSYN-PWY	9	128	128
YuJ_2015	CITRULBIO-PWY	8	128	128
YuJ_2015	PWY-6891	7	127	128
YuJ_2015	ORNDEG-PWY	9	107	128
YuJ_2015	HOMOSER-METSYN-PWY	5	128	128
YuJ_2015	RHAMCAT-PWY	5	128	128
YuJ_2015	FUCCAT-PWY	4	128	128
YuJ_2015	PWY-6545	9	128	128
YuJ_2015	GLYCOCAT-PWY	8	125	128
YuJ_2015	PWY-7237	10	128	128
YuJ_2015	GLCMANNANAUT-PWY	5	128	128
YuJ_2015	PWY-241	7	127	128
YuJ_2015	PWY-5675	4	116	128
YuJ_2015	PWY-6969	10	126	128
YuJ_2015	SO4ASSIM-PWY	4	123	128
YuJ_2015	PWY-561	15	114	128
YuJ_2015	P105-PWY	10	115	128
YuJ_2015	PWY4LZ-257	9	128	128
YuJ_2015	PWY0-1298	6	128	128
YuJ_2015	PWY-6147	5	128	128
YuJ_2015	PWY-6606	4	128	128
YuJ_2015	PWY0-845	11	128	128
YuJ_2015	PWY-6284	20	113	128
YuJ_2015	PWY-5838	10	125	128
YuJ_2015	PWY-5897	10	125	128
YuJ_2015	PWY-5898	10	125	128
YuJ_2015	PWY-5899	10	125	128
YuJ_2015	P161-PWY	5	128	128
YuJ_2015	COLANSYN-PWY	12	128	128
YuJ_2015	PWY-7210	8	113	128
YuJ_2015	PWY-5690	10	128	128
YuJ_2015	PWY-7198	7	128	128
YuJ_2015	FUC-RHAMCAT-PWY	12	128	128
YuJ_2015	GALACTARDEG-PWY	4	127	128
YuJ_2015	GLUCARGALACTSUPER-PWY	4	127	128
YuJ_2015	PWY0-1241	5	128	128
YuJ_2015	PWY-7254	10	113	128
YuJ_2015	ARGININE-SYN4-PWY	4	128	128
YuJ_2015	PWY0-1061	6	126	128
YuJ_2015	PWY-5659	4	128	128
YuJ_2015	PWY-5840	10	124	128
YuJ_2015	PWY-5845	10	124	128
YuJ_2015	PWY-5850	10	105	128
YuJ_2015	PWY-5896	10	105	128
YuJ_2015	PWY-5918	10	122	128
YuJ_2015	PWY-6531	5	127	128
YuJ_2015	GLUCOSE1PMETAB-PWY	5	124	128
YuJ_2015	PWY-821	11	117	128
YuJ_2015	GALACT-GLUCUROCAT-PWY	11	128	128
YuJ_2015	PWY-5861	9	125	128
YuJ_2015	PWY0-881	17	94	128
YuJ_2015	PWY-4702	14	106	128
YuJ_2015	PWY-5384	4	128	128
YuJ_2015	PWY-6471	16	128	128
YuJ_2015	GLUCARDEG-PWY	4	127	128
YuJ_2015	PWY-5189	4	120	128
YuJ_2015	PWY-7323	6	128	128
YuJ_2015	PWY-7328	6	123	128
YuJ_2015	PWY-2941	9	128	128
YuJ_2015	ARGDEG-PWY	11	105	128
YuJ_2015	ORNARGDEG-PWY	11	105	128
YuJ_2015	GLUCUROCAT-PWY	7	128	128
YuJ_2015	PWY-7115	11	125	128
YuJ_2015	FOLSYN-PWY	12	126	128
YuJ_2015	PWY-5860	9	105	128
YuJ_2015	PWY-5862	9	124	128
YuJ_2015	PWY-1861	9	126	128
YuJ_2015	PWY-6549	10	128	128
YuJ_2015	METHGLYUT-PWY	8	125	128
YuJ_2015	HISDEG-PWY	4	128	128
YuJ_2015	PWY-6731	4	123	128
YuJ_2015	PWY-6803	4	118	128
YuJ_2015	PWY-6630	10	115	128
YuJ_2015	POLYISOPRENSYN-PWY	6	128	128
YuJ_2015	HEMESYN2-PWY	4	127	128
YuJ_2015	HEME-BIOSYNTHESIS-II	4	126	128
YuJ_2015	PWY-5747	6	110	128
YuJ_2015	PWY-7204	9	107	128
YuJ_2015	PWY-6590	9	127	128
YuJ_2015	PWY0-42	5	102	128
YuJ_2015	PWY-5837	7	125	128
YuJ_2015	P42-PWY	7	127	128
YuJ_2015	PWY0-1415	6	117	128
YuJ_2015	PWY-6612	10	126	128
YuJ_2015	PWY0-1277	9	103	128
YuJ_2015	PWY-7196	10	128	128
YuJ_2015	PWY-6470	17	128	128
YuJ_2015	PWY-5367	6	113	128
YuJ_2015	CENTFERM-PWY	7	127	128
YuJ_2015	KETOGLUCONMET-PWY	8	114	128
YuJ_2015	PWY-5863	16	125	128
YuJ_2015	THREOCAT-PWY	19	93	128
YuJ_2015	LACTOSECAT-PWY	4	128	128
YuJ_2015	PWY-7315	4	127	128
YuJ_2015	PPGPPMET-PWY	6	127	128
YuJ_2015	HCAMHPDEG-PWY	5	104	128
YuJ_2015	PWY-6690	5	104	128
YuJ_2015	TEICHOICACID-PWY	12	128	128
YuJ_2015	POLYAMINSYN3-PWY	8	123	128
YuJ_2015	PWY-5505	7	128	128
YuJ_2015	PWY66-389	4	122	128
YuJ_2015	PWY-6588	5	126	128
YuJ_2015	PWY-5656	4	99	128
YuJ_2015	NAD-BIOSYNTHESIS-II	5	128	128
YuJ_2015	PWY-5138	5	123	128
YuJ_2015	LPSSYN-PWY	26	95	128
YuJ_2015	PWY-5920	8	106	128
YuJ_2015	AST-PWY	5	102	128
YuJ_2015	PWY-7269	5	97	128
YuJ_2015	METH-ACETATE-PWY	6	127	128
YuJ_2015	PWY-7039	5	27	128
YuJ_2015	PWY-7003	16	123	128
YuJ_2015	PWY-6823	6	111	128
YuJ_2015	P23-PWY	13	93	128
YuJ_2015	P122-PWY	18	105	128
YuJ_2015	PWY-6859	4	128	128
YuJ_2015	PWY-5030	6	128	128
YuJ_2015	KDO-NAGLIPASYN-PWY	17	106	128
YuJ_2015	GLUDEG-I-PWY	4	126	128
YuJ_2015	NONMEVIPP-PWY	9	113	128
YuJ_2015	REDCITCYC	10	117	128
YuJ_2015	GLYCOL-GLYOXDEG-PWY	4	105	128
YuJ_2015	ECASYN-PWY	10	103	128
YuJ_2015	PWY-7560	9	113	128
YuJ_2015	PWY-7456	7	128	128
YuJ_2015	P108-PWY	7	128	128
YuJ_2015	PWY0-1338	6	104	128
YuJ_2015	PWY-5022	7	128	128
YuJ_2015	UBISYN-PWY	13	101	128
YuJ_2015	PWY-4984	5	128	128
YuJ_2015	PWY-7446	5	93	128
YuJ_2015	RUMP-PWY	6	95	128
YuJ_2015	PWY-5855	8	104	128
YuJ_2015	PWY-5856	8	104	128
YuJ_2015	PWY-5857	8	104	128
YuJ_2015	PWY-6708	8	104	128
YuJ_2015	PWY-7013	5	126	128
YuJ_2015	PWY-3801	19	41	128
YuJ_2015	P124-PWY	15	113	128
YuJ_2015	PWY-7345	15	41	128
YuJ_2015	PWY-5464	24	125	128
YuJ_2015	PWY-7209	5	113	128
YuJ_2015	P221-PWY	5	106	128
YuJ_2015	PWY-622	10	92	128
YuJ_2015	PWY-5121	12	113	128
YuJ_2015	PWY-7094	6	98	128
YuJ_2015	PWY-6071	12	54	128
YuJ_2015	PWY-7385	9	105	128
YuJ_2015	PWY0-321	10	54	128
YuJ_2015	ALLANTOINDEG-PWY	7	94	128
YuJ_2015	PWY-5088	11	59	128
YuJ_2015	PWY-5705	4	95	128
YuJ_2015	PWY0-41	8	85	128
YuJ_2015	P185-PWY	12	126	128
YuJ_2015	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	8	79	128
YuJ_2015	PWY66-398	11	119	128
YuJ_2015	PWY-5392	13	78	128
YuJ_2015	PWY-6270	10	113	128
YuJ_2015	PWY-6837	5	109	128
YuJ_2015	PWY-6263	11	98	128
YuJ_2015	PWY-7389	17	5	128
YuJ_2015	GOLPDLCAT-PWY	4	128	128
YuJ_2015	PWY-7392	13	113	128
YuJ_2015	PROPFERM-PWY	10	104	128
YuJ_2015	PWY-5004	12	60	128
YuJ_2015	PWY0-1533	4	89	128
YuJ_2015	PWY-7384	10	5	128
YuJ_2015	P162-PWY	10	101	128
YuJ_2015	PWY-7371	5	87	128
YuJ_2015	PWY-5692	4	80	128
YuJ_2015	URDEGR-PWY	4	80	128
YuJ_2015	PWY-6165	12	10	128
YuJ_2015	PWY-6595	6	124	128
YuJ_2015	PWY-7332	20	114	128
YuJ_2015	PWY-5941	6	122	128
YuJ_2015	P125-PWY	5	97	128
YuJ_2015	PWY-4321	5	45	128
YuJ_2015	PWY-6215	4	47	128
YuJ_2015	PWY-5101	8	31	128
YuJ_2015	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	4	64	128
YuJ_2015	PWY-6185	7	48	128
YuJ_2015	PWY-6562	6	62	128
YuJ_2015	PWY-6318	9	100	128
YuJ_2015	PWY-7118	4	4	128
YuJ_2015	PWY3DJ-35471	10	69	128
YuJ_2015	PWY-5417	6	49	128
YuJ_2015	PWY-5431	6	49	128
YuJ_2015	PWY-6467	5	17	128
YuJ_2015	PWY-7165	7	50	128
YuJ_2015	PWY-7294	7	21	128
YuJ_2015	PWY-5181	12	41	128
YuJ_2015	CATECHOL-ORTHO-CLEAVAGE-PWY	4	53	128
YuJ_2015	PWY-6182	7	43	128
YuJ_2015	METHANOGENESIS-PWY	6	16	128
YuJ_2015	PWY-7316	4	88	128
YuJ_2015	PWY-5005	8	124	128
YuJ_2015	TYRFUMCAT-PWY	5	3	128
YuJ_2015	PWY-5654	4	26	128
YuJ_2015	PWY-6210	4	33	128
YuJ_2015	PWY66-391	7	94	128
YuJ_2015	DHGLUCONATE-PYR-CAT-PWY	5	9	128
YuJ_2015	PWY-6953	5	45	128
YuJ_2015	PWY-6572	8	101	128
YuJ_2015	PWY-6174	7	9	128
YuJ_2015	PWY-7312	4	75	128
YuJ_2015	PWY-7245	8	16	128
YuJ_2015	PWY-6876	5	62	128
YuJ_2015	PWY-7286	4	16	128
YuJ_2015	PWY-7268	5	16	128
YuJ_2015	PWY-6478	4	94	128
YuJ_2015	PWY-5910	10	64	128
YuJ_2015	CRNFORCAT-PWY	4	22	128
YuJ_2015	P621-PWY	7	60	128
YuJ_2015	URSIN-PWY	7	43	128
YuJ_2015	PWY-922	7	64	128
YuJ_2015	PWY-4722	5	50	128
YuJ_2015	PWY-6749	10	98	128
YuJ_2015	PWY1F-823	4	5	128
YuJ_2015	AEROBACTINSYN-PWY	4	39	128
YuJ_2015	PWY5F9-12	5	9	128
YuJ_2015	P163-PWY	10	51	128
YuJ_2015	PWY-1541	6	29	128
YuJ_2015	PWY-7317	8	8	128
YuJ_2015	PWY-5677	7	72	128
YuJ_2015	PWY-6143	6	70	128
YuJ_2015	PWY-6435	5	66	128
YuJ_2015	P562-PWY	7	30	128
YuJ_2015	PWY490-3	4	70	128
YuJ_2015	PWY66-367	5	60	128
YuJ_2015	DENITRIFICATION-PWY	5	35	128
YuJ_2015	PWY-6396	9	22	128
YuJ_2015	PWY-7399	5	37	128
YuJ_2015	PWY-6167	10	13	128
YuJ_2015	PWY-6349	6	13	128
YuJ_2015	PWY-5198	6	15	128
YuJ_2015	PWY-3781	4	67	128
YuJ_2015	PWY-5265	17	64	128
YuJ_2015	PWY-5180	7	52	128
YuJ_2015	PWY-5182	10	52	128
YuJ_2015	PWY1G-0	6	22	128
YuJ_2015	PWY-5415	5	54	128
YuJ_2015	PWY-7391	8	12	128
YuJ_2015	PWY-7279	4	55	128
YuJ_2015	LIPASYN-PWY	5	7	128
YuJ_2015	PWY-101	4	51	128
YuJ_2015	PWY-2221	9	9	128
YuJ_2015	PWY-7374	6	11	128
YuJ_2015	PWY-7031	6	25	128
YuJ_2015	PWY-5532	10	5	128
YuJ_2015	PWY-7200	9	43	128
YuJ_2015	PWY-6415	10	19	128
YuJ_2015	PWY66-388	7	33	128
YuJ_2015	PWY-6313	7	11	128
YuJ_2015	PWY-7431	8	11	128
YuJ_2015	PWY-6307	4	12	128
YuJ_2015	PWY-5028	5	6	128
YuJ_2015	PWY-1501	5	9	128
YuJ_2015	PWY-5178	10	16	128
YuJ_2015	PWY-6957	18	1	128
YuJ_2015	PWY-5183	15	2	128
YuJ_2015	PWY-6107	7	6	128
YuJ_2015	PWY-7218	26	25	128
YuJ_2015	PWY-7124	26	12	128
YuJ_2015	PHOTOALL-PWY	17	25	128
YuJ_2015	PWY-5647	7	2	128
YuJ_2015	PWY-6906	8	7	128
YuJ_2015	PWY-6565	8	2	128
YuJ_2015	PWY-5514	8	6	128
YuJ_2015	PWY-6138	5	17	128
YuJ_2015	UDPNACETYLGALSYN-PWY	6	10	128
YuJ_2015	PWY-6344	6	1	128
YuJ_2015	PWY-5870	9	2	128
YuJ_2015	VALDEG-PWY	8	1	128
YuJ_2015	PWY-5871	8	2	128
YuJ_2015	PWY-5873	8	2	128
YuJ_2015	PWY3O-19	8	2	128
YuJ_2015	PWY-2201	10	1	128
YuJ_2015	PWY-5055	9	4	128
YuJ_2015	PWY-5531	10	2	128
YuJ_2015	PWY-7159	10	2	128
YuJ_2015	PWY-6641	6	4	128
YuJ_2015	PWY-7413	4	2	128
YuJ_2015	PWY-5304	8	1	128
YuJ_2015	ALL-CHORISMATE-PWY	50	1	128
YuJ_2015	PWY-5044	12	1	128
YuJ_2015	P165-PWY	18	3	128
YuJ_2015	PWY-7235	11	1	128
YuJ_2015	PWY-6981	15	1	128
YuJ_2015	PWY-6596	8	1	128
YuJ_2015	TRIGLSYN-PWY	8	1	128
YuJ_2015	PWY-6352	8	1	128
YuJ_2015	PWY-7411	5	1	128
YuJ_2015	PWY-3502	14	1	128
YuJ_2015	PWY-7420	4	1	128
YuJ_2015	PWY-5067	4	1	128
YuJ_2015	PWY-7337	12	1	128
YuJ_2015	PWY-7338	12	1	128
YuJ_2015	PWY-7619	5	1	128
YuJ_2015	NADSYN-PWY	9	1	128
YuJ_2015	PWY-7290	6	4	128
YuJ_2015	PWY-7283	6	1	128
YuJ_2015	SPHINGOLIPID-SYN-PWY	11	1	128
YuJ_2015	PWY-5080	4	1	128
YuJ_2015	PWY-6598	5	1	128
YuJ_2015	PWY-5872	9	1	128
YuJ_2015	PWY-5129	13	1	128
YuJ_2015	PWY-6351	5	1	128
YuJ_2015	LYSINE-AMINOAD-PWY	11	1	128
YuJ_2015	PWY-5651	5	1	128
YuJ_2015	PWY-6309	17	1	128
YuJ_2015	PWY-7546	4	1	128
YuJ_2015	PWY-181	9	1	128
YuJ_2015	PWY-1622	13	1	128
YuJ_2015	PWY-5534	7	2	128
YuJ_2015	PWY-6748	5	1	128
YuJ_2015	PWY-6281	4	1	128
YuJ_2015	PWY-7090	5	2	128
YuJ_2015	PWY-5757	7	1	128
YuJ_2015	PWY-6797	7	1	128
YuJ_2015	PWY-7527	12	1	128
YuJ_2015	PWY-4361	8	1	128
YuJ_2015	PWY-1361	7	1	128
YuJ_2015	PWY-7528	13	1	128
ZellerG_2014	PWY-1042	10	156	156
ZellerG_2014	PWY-6609	4	156	156
ZellerG_2014	TRNA-CHARGING-PWY	21	156	156
ZellerG_2014	PWY-5686	6	156	156
ZellerG_2014	ILEUSYN-PWY	7	156	156
ZellerG_2014	PWY-7111	5	156	156
ZellerG_2014	VALSYN-PWY	4	156	156
ZellerG_2014	PWY-6386	8	156	156
ZellerG_2014	PEPTIDOGLYCANSYN-PWY	10	156	156
ZellerG_2014	PWY-6387	8	156	156
ZellerG_2014	PWY-6700	4	156	156
ZellerG_2014	COA-PWY-1	5	156	156
ZellerG_2014	PWY-6385	14	156	156
ZellerG_2014	PWY-7221	4	156	156
ZellerG_2014	PWY-6163	5	156	156
ZellerG_2014	ARGSYNBSUB-PWY	9	156	156
ZellerG_2014	ARGSYN-PWY	9	156	156
ZellerG_2014	PWY-7400	14	156	156
ZellerG_2014	PWY-6122	5	156	156
ZellerG_2014	PWY-6277	5	156	156
ZellerG_2014	ARO-PWY	7	156	156
ZellerG_2014	PWY-5667	4	156	156
ZellerG_2014	PWY0-1319	4	156	156
ZellerG_2014	PWY-6121	5	156	156
ZellerG_2014	PWY-3841	11	156	156
ZellerG_2014	DTDPRHAMSYN-PWY	4	156	156
ZellerG_2014	PWY-5097	7	156	156
ZellerG_2014	COMPLETE-ARO-PWY	17	156	156
ZellerG_2014	BRANCHED-CHAIN-AA-SYN-PWY	19	156	156
ZellerG_2014	PWY-6151	4	156	156
ZellerG_2014	CALVIN-PWY	13	156	156
ZellerG_2014	PWY-2942	8	156	156
ZellerG_2014	GLYCOGENSYNTH-PWY	4	156	156
ZellerG_2014	PWY-7229	8	156	156
ZellerG_2014	PWY-5103	7	156	156
ZellerG_2014	1CMET2-PWY	9	156	156
ZellerG_2014	GLUTORN-PWY	5	156	156
ZellerG_2014	PWY-6126	8	156	156
ZellerG_2014	COA-PWY	4	156	156
ZellerG_2014	PWY-7237	10	156	156
ZellerG_2014	PWY-724	10	156	156
ZellerG_2014	ANAGLYCOLYSIS-PWY	11	156	156
ZellerG_2014	PANTOSYN-PWY	9	156	156
ZellerG_2014	HISTSYN-PWY	11	156	156
ZellerG_2014	PWY-5695	4	156	156
ZellerG_2014	PWY-7220	4	156	156
ZellerG_2014	PWY-7222	4	156	156
ZellerG_2014	PWY-3001	13	156	156
ZellerG_2014	PANTO-PWY	4	156	156
ZellerG_2014	RIBOSYN2-PWY	9	156	156
ZellerG_2014	PWY-6168	9	156	156
ZellerG_2014	PWY-6123	6	156	156
ZellerG_2014	PWY-6317	5	156	156
ZellerG_2014	PWY-6527	7	156	156
ZellerG_2014	NONOXIPENT-PWY	5	156	156
ZellerG_2014	PWY-7357	6	156	156
ZellerG_2014	PWY-6124	5	156	156
ZellerG_2014	ANAEROFRUCAT-PWY	14	155	156
ZellerG_2014	TRPSYN-PWY	7	156	156
ZellerG_2014	PYRIDNUCSYN-PWY	6	156	156
ZellerG_2014	THRESYN-PWY	6	156	156
ZellerG_2014	HSERMETANA-PWY	4	156	156
ZellerG_2014	PWY-6936	5	156	156
ZellerG_2014	OANTIGEN-PWY	10	156	156
ZellerG_2014	PWY-6471	16	156	156
ZellerG_2014	SER-GLYSYN-PWY	4	156	156
ZellerG_2014	PWY0-1586	12	156	156
ZellerG_2014	PWY-5104	6	155	156
ZellerG_2014	PWY-6892	8	156	156
ZellerG_2014	NONMEVIPP-PWY	9	128	156
ZellerG_2014	GLUCONEO-PWY	13	156	156
ZellerG_2014	GLYCOLYSIS	12	156	156
ZellerG_2014	UDPNAGSYN-PWY	5	156	156
ZellerG_2014	PWY-5973	5	156	156
ZellerG_2014	COBALSYN-PWY	9	156	156
ZellerG_2014	PWY-6703	4	156	156
ZellerG_2014	MET-SAM-PWY	9	155	156
ZellerG_2014	PWY-5484	11	156	156
ZellerG_2014	DENOVOPURINE2-PWY	27	156	156
ZellerG_2014	PWY-841	21	156	156
ZellerG_2014	THISYN-PWY	12	156	156
ZellerG_2014	PWY-5347	9	155	156
ZellerG_2014	METSYN-PWY	8	155	156
ZellerG_2014	PWY-6897	5	156	156
ZellerG_2014	THISYNARA-PWY	7	156	156
ZellerG_2014	PWY-7187	7	156	156
ZellerG_2014	PWY0-1261	12	155	156
ZellerG_2014	PWY0-166	14	156	156
ZellerG_2014	PWY0-162	9	156	156
ZellerG_2014	PWY-5188	6	156	156
ZellerG_2014	PWY-7383	7	154	156
ZellerG_2014	PRPP-PWY	49	153	156
ZellerG_2014	PWY66-399	12	154	156
ZellerG_2014	PWY-1861	9	153	156
ZellerG_2014	METH-ACETATE-PWY	6	154	156
ZellerG_2014	DAPLYSINESYN-PWY	9	154	156
ZellerG_2014	PWY-6901	17	155	156
ZellerG_2014	PWY-6125	8	156	156
ZellerG_2014	PWY-6270	10	128	156
ZellerG_2014	PWY-6470	17	155	156
ZellerG_2014	PWY-6895	11	151	156
ZellerG_2014	PWY-7228	6	156	156
ZellerG_2014	PWY-6305	4	155	156
ZellerG_2014	PWY-6147	5	156	156
ZellerG_2014	PWY-7560	9	128	156
ZellerG_2014	PWY-7211	18	154	156
ZellerG_2014	HEXITOLDEGSUPER-PWY	19	155	156
ZellerG_2014	PHOSLIPSYN-PWY	10	156	156
ZellerG_2014	PWY0-781	25	151	156
ZellerG_2014	PWY-5659	4	156	156
ZellerG_2014	P4-PWY	18	151	156
ZellerG_2014	CITRULBIO-PWY	8	155	156
ZellerG_2014	HOMOSER-METSYN-PWY	5	155	156
ZellerG_2014	PWY-7196	10	155	156
ZellerG_2014	TEICHOICACID-PWY	12	156	156
ZellerG_2014	PENTOSE-P-PWY	8	156	156
ZellerG_2014	HISDEG-PWY	4	156	156
ZellerG_2014	COLANSYN-PWY	12	155	156
ZellerG_2014	PWY-7184	9	156	156
ZellerG_2014	GLUCUROCAT-PWY	7	155	156
ZellerG_2014	PWY-622	10	100	156
ZellerG_2014	PWY-4041	6	155	156
ZellerG_2014	PWY-6545	9	156	156
ZellerG_2014	GLYCOCAT-PWY	8	140	156
ZellerG_2014	PWY-7234	6	154	156
ZellerG_2014	PWY-5121	12	128	156
ZellerG_2014	PWY-4984	5	155	156
ZellerG_2014	PWY-5030	6	153	156
ZellerG_2014	GLCMANNANAUT-PWY	5	156	156
ZellerG_2014	P441-PWY	21	152	156
ZellerG_2014	PWY-6353	11	155	156
ZellerG_2014	P461-PWY	20	154	156
ZellerG_2014	GALACT-GLUCUROCAT-PWY	11	154	156
ZellerG_2014	PWY-5154	9	155	156
ZellerG_2014	PWY-7117	14	151	156
ZellerG_2014	RHAMCAT-PWY	5	156	156
ZellerG_2014	FERMENTATION-PWY	17	151	156
ZellerG_2014	TCA	11	155	156
ZellerG_2014	PWY4FS-7	6	156	156
ZellerG_2014	PWY4FS-8	6	156	156
ZellerG_2014	PWY-7323	6	155	156
ZellerG_2014	PWY-5505	7	155	156
ZellerG_2014	PWY-7198	7	155	156
ZellerG_2014	PWY-6590	9	155	156
ZellerG_2014	PWY-7456	7	154	156
ZellerG_2014	PWY-7282	10	155	156
ZellerG_2014	PWY-241	7	151	156
ZellerG_2014	PWY-6549	10	155	156
ZellerG_2014	PPGPPMET-PWY	6	155	156
ZellerG_2014	ARGININE-SYN4-PWY	4	156	156
ZellerG_2014	GLYCOLYSIS-E-D	16	155	156
ZellerG_2014	PWY0-1479	10	152	156
ZellerG_2014	SALVADEHYPOX-PWY	5	155	156
ZellerG_2014	P108-PWY	7	151	156
ZellerG_2014	PWY-2941	9	156	156
ZellerG_2014	P164-PWY	15	155	156
ZellerG_2014	PWY-7392	13	128	156
ZellerG_2014	PWY-5913	9	151	156
ZellerG_2014	ARG+POLYAMINE-SYN	17	151	156
ZellerG_2014	PWY-6891	7	152	156
ZellerG_2014	CENTFERM-PWY	7	155	156
ZellerG_2014	BIOTIN-BIOSYNTHESIS-PWY	16	154	156
ZellerG_2014	PWYG-321	205	154	156
ZellerG_2014	PWY0-1061	6	154	156
ZellerG_2014	PWY-1269	5	156	156
ZellerG_2014	PWY-7664	14	154	156
ZellerG_2014	PWY-6969	10	148	156
ZellerG_2014	PWY-6519	11	154	156
ZellerG_2014	PWY-7328	6	141	156
ZellerG_2014	PWY-6731	4	139	156
ZellerG_2014	PWY-5384	4	152	156
ZellerG_2014	FUC-RHAMCAT-PWY	12	155	156
ZellerG_2014	PWY-5690	10	156	156
ZellerG_2014	PWY0-862	6	154	156
ZellerG_2014	PWY-6282	9	154	156
ZellerG_2014	PWY-5989	6	155	156
ZellerG_2014	GLUCOSE1PMETAB-PWY	5	143	156
ZellerG_2014	P124-PWY	15	111	156
ZellerG_2014	FASYN-INITIAL-PWY	6	154	156
ZellerG_2014	PWY-7115	11	151	156
ZellerG_2014	FUCCAT-PWY	4	155	156
ZellerG_2014	PWY-6606	4	154	156
ZellerG_2014	POLYISOPRENSYN-PWY	6	156	156
ZellerG_2014	RUMP-PWY	6	131	156
ZellerG_2014	PWY-6595	6	134	156
ZellerG_2014	P185-PWY	12	149	156
ZellerG_2014	PWY0-845	11	155	156
ZellerG_2014	POLYAMSYN-PWY	8	152	156
ZellerG_2014	PWY-7003	16	134	156
ZellerG_2014	PWY-6859	4	156	156
ZellerG_2014	PWY-7013	5	145	156
ZellerG_2014	LACTOSECAT-PWY	4	153	156
ZellerG_2014	P42-PWY	7	148	156
ZellerG_2014	PWY66-409	17	153	156
ZellerG_2014	GOLPDLCAT-PWY	4	153	156
ZellerG_2014	PWY0-1298	6	148	156
ZellerG_2014	PYRIDOXSYN-PWY	7	155	156
ZellerG_2014	PWY-5941	6	149	156
ZellerG_2014	POLYAMINSYN3-PWY	8	137	156
ZellerG_2014	FOLSYN-PWY	12	145	156
ZellerG_2014	PWY0-1241	5	152	156
ZellerG_2014	NAGLIPASYN-PWY	6	154	156
ZellerG_2014	GLUDEG-I-PWY	4	152	156
ZellerG_2014	PWY-5022	7	151	156
ZellerG_2014	PWY-6612	10	145	156
ZellerG_2014	PWY-6588	5	142	156
ZellerG_2014	NAD-BIOSYNTHESIS-II	5	151	156
ZellerG_2014	PWY0-1297	7	154	156
